"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
83,"NCT05278793","The Efficacy of Intermittent Versus Daily Oral Iron Supplementation in Anaemic Pregnant Women.","FER-IDIP","Unknown status","No Results Available","Iron Deficiency Anemia|Pregnancy Related","Drug: Ferrous fumarate","Haemoglobin level|Side effects|Therapy compliance|Haemoglobin level at time of delivery|Term of delivery|Birth weight|Parenteral iron ante- or postpartum|Blood transfusion postpartum","Martini Hospital Groningen|dr. J.M. Munster, gynaecologist, principal investigator","Female","18 Years and older   (Adult, Older Adult)","Phase 4","58","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NL77578.000.21|2021-005393-26","January 7, 2022","December 2022","December 2022","March 14, 2022",,"March 14, 2022","Martini Hospital Groningen, Groningen, Netherlands",,"https://ClinicalTrials.gov/show/NCT05278793"
84,"NCT01795131","Vitamin B12 Supplementation During Pregnancy",,"Completed","No Results Available","Nutritional Anemia in Mothers.|Nutritional Anemia in Infants.","Dietary Supplement: Vitamin B12|Dietary Supplement: Placebo","a) Percent reduction in nutritional anemia among mothers (based on measurement of Hb, ferritin, sTfR, folate, B12 levels in plasma; urinary MMA and tHcy; B12 levels in breast milk.)|Increase in influenza vaccine specific cellular and humoral responses among mothers (blastogenesis and T cell phenotyping,serum IgA, and IgG).|Increase in influenza vaccine specific immunity in infants by passive transfer (vaccine specific IgG in cord blood and breast milk and IgA in children at 3 mo).|Percent reduction in nutritional anemia in infants (based on measurement of Hb, ferritin, B12 levels in plasma;|Effect of B12 status on DNA methylation and one-carbon metabolism in mother-child pairs.|Reduce depression scores","International Centre for Diarrhoeal Disease Research, Bangladesh","All","22 Years to 35 Years   (Adult)","Phase 2|Phase 3","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Health Services Research","PR-09033","February 2010","June 2012","December 2013","February 20, 2013",,"April 3, 2014","Maternal and Child Health Training Institute, Dhaka, Bangladesh",,"https://ClinicalTrials.gov/show/NCT01795131"
85,"NCT04228627","Ferritin Screening And IRon Treatment for Maternal Anemia and FGR Prevention Trial","FAIR","Active, not recruiting","No Results Available","Iron Deficiency (Without Anemia)|Pregnancy Related","Drug: Parentral Iron","Maternal anaemia|Fetal growth restriction","Services Institute of Medical Sciences, Pakistan|Allama Iqbal Medical College|Universidad de Granada|Fatima Jinnah Medical University","Female","18 Years to 45 Years   (Adult)","Phase 4","600","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","IRB/2019/599/SIMS","August 1, 2020","January 30, 2024","February 28, 2024","January 14, 2020",,"December 21, 2023","Fatima Jinnah Medical University, Lahore, Punjab, Pakistan|TAYYIBA Wasim, Lahore, Punjab, Pakistan|Allama Iqbal Medical College, Lahore, Punjab, Pakistan",,"https://ClinicalTrials.gov/show/NCT04228627"
86,"NCT04253626","Comparison of Oral Ferrous Sulfate to Intravenous Ferumoxytol in Antepartum Iron Deficiency Anemia",,"Active, not recruiting","No Results Available","Pregnancy Related|Anemia, Iron Deficiency","Drug: Ferumoxytol Injection [Feraheme]|Drug: Ferrous Sulfate","Mean Change in Hemoglobin value before and after intervention","Stanford University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Female","18 Years and older   (Adult, Older Adult)","Phase 3","80","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","54788|K12HD103084","January 21, 2021","June 2024","June 2024","February 5, 2020",,"March 8, 2024","Stanford University School of Medicine/Lucile Packard Childrens Hospital, Stanford, California, United States","""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/26/NCT04253626/ICF_000.pdf","https://ClinicalTrials.gov/show/NCT04253626"
87,"NCT03836703","Doubling the Iron Dose to Prevent IDA in Twin Pregnant Women","IDA","Completed","No Results Available","Hematologic Pregnancy Complications","Drug: Feroglobin single daily use|Drug: Feroglobin twice daily dose","Hemoglobin level below 11 g/dl|blood product administration|GIT side effects|Preterm Birth|neonatal Birth weidht","Ain Shams University","Female","18 Years to 35 Years   (Adult)","Phase 4","450","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","3201","February 1, 2019","July 1, 2020","August 1, 2020","February 11, 2019",,"January 20, 2021","Ahmed Abass, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT03836703"
88,"NCT03562143","Daily vs Alternate Day Iron Supplementation for Pregnant Women With Iron Deficiency Anemia",,"Completed","No Results Available","Iron Deficiency Anemia","Dietary Supplement: Ferrous Sulfate","Change in Hemoglobin Level|Change in Ferritin Level|Change in Fasting Hepcidin Level|Side effects from Iron Supplementation Questionnaire","Icahn School of Medicine at Mount Sinai","Female","18 Years to 64 Years   (Adult)","Not Applicable","88","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GCO 18-1781","August 31, 2018","February 20, 2020","February 20, 2020","June 19, 2018",,"March 18, 2020","Mount Sinai West, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03562143"
89,"NCT02887963","Epidemiological Study of Iron Deficiency and Iron Deficiency Anemia in Chinese Pregnant Women","EIDACPW","Completed","No Results Available","Anemia, Iron-Deficiency",,"Iron Deficiency (ID)|Iron Deficiency Anemia (IDA)|Use of iron supplements","West China Hospital|West China Second University Hospital|Sichuan Provincial Hospital for Women and Children|Panzhihua Central Hospital|Chongqing Medical Center for Women and Children|Obstetrics and Gynecology Hospital of Zhejiang University|Xiamen Medical Center for Women and Children|Wenzhou People's Hospital|Suzhou Municipal Hospital|Wuhan Union Hospital, China|Maternal and Child Health Hospital of Hubei Province|The First Affiliated Hospital of Zhengzhou University|First Affiliated Hospital of Guangxi Medical University|Shanxi Provincial Maternity and Children's Hospital|The Second Affiliated Hospital of Shanxi University of Traditional Chinese Medicine|Yan'an University Affiliated Hospital|Xinjiang Provincial Hospital for Women and Children|Shengjing Hospital|Dalian Maternity and Child Care Hospital|Changchun Obstetrics and Gynecology Hospital|The Fourth Affiliated Hospital of Harbin Medical University|Beijing Obstetrics and Gynecology Hospital|Tianjin Central Hospital of Gynecology Obstetrics|Fourth Hospital of Shijiazhuang City|Beijing Friendship Hospital","Female","Child, Adult, Older Adult",,"12000","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","IDA-China-2016","September 2016","November 2016","January 2017","September 2, 2016",,"March 27, 2017","Chinese Evidence-based Medicine Centre, West China Hospital, Sichuan University, Chengdu, Sichuan, China",,"https://ClinicalTrials.gov/show/NCT02887963"
90,"NCT01136850","Intermittent Preventive Treatment With Azithromycin-containing Regimens in Pregnant Women in Papua New Guinea","IPTp in PNG","Completed","No Results Available","Malaria in Pregnancy|Sexually Transmitted Infections|Anaemia","Drug: chloroquine, sulphadoxine pyrimethamine, LLIN|Drug: azithromycin, sulphadoxine pyrimethamine, LLIN","Proportion of women delivering low birth weight babies, <2500 g|Prevalence of P falciparum at delivery in peripheral, placental and cord blood films and on placental histology|Mean maternal hemoglobin concentration at delivery, and proportion of women anaemic (Hb < 11 g/dl).|Prevalence (at enrolment, second treatment, and delivery) and consequences (maternal haemoglobin, birth weight and placental pathology) of P. vivax infection in pregnancy|Incidence of symptomatic malaria during pregnancy|Proportion of women carrying azithromycin-sensitive sexually transmitted infections at second treatment visit (28-34 weeks).|Incidence of Adverse Events, including severe adverse events (SAEs), and AEs possibly or probably associated with study medications|Prevalence of drug resistance markers in parasites infecting women in late pregnancy, particularly in the P falciparum and P vivax dihydrofolate reductase and dihydropteroate synthase enzymes, associated with SP resistance|Prevalence and antibiotic sensitivity patterns of S. pneumoniae in nasopharyngeal swabs collected at delivery|Maternal, perinatal and infant mortality rates|Impact of IPTp on development of immunity to malaria in pregnancy|Characteristics of parasites infecting pregnant women","University of Melbourne|Papua New Guinea Institute of Medical Research|The University of Western Australia|Walter and Eliza Hall Institute of Medical Research|University of Barcelona","Female","16 Years to 49 Years   (Child, Adult)","Phase 3","2793","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention","70270","November 2009","December 2012","January 2013","June 4, 2010",,"April 23, 2013","Papua New Guinea Institute of Medical Research, Madang, Madang Province, Papua New Guinea",,"https://ClinicalTrials.gov/show/NCT01136850"
91,"NCT05251493","Ferric Derisomaltose (Iron Isomaltoside) Versus Iron Sucrose for Treatment of Iron Deficiency in Pregnancy",,"Recruiting","No Results Available","Iron Deficiency Anaemia in Childbirth","Drug: Iron Isomaltoside 1000, ferric derisomaltose|Drug: Iron sucrose","Correction of anemia|Participant's tolerance to IV iron infusion|Comparison of participant's pregnancy related symptoms- subjective measure|Convenience/barriers of IV iron appointment(s)- subjective measure|Changes in Participant's Mental Health and Physical Well-Being|Reported bonding with baby-subjective","Saskatchewan Health Authority - Regina Area|Saskatchewan Centre for Patient-Oriented Research","Female","18 Years to 50 Years   (Adult)","Phase 3","280","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HC6-024-c260086 SHA REB-21-64","June 6, 2022","December 31, 2024","February 28, 2025","February 22, 2022",,"November 22, 2023","Regina General Hospital, Regina, Saskatchewan, Canada",,"https://ClinicalTrials.gov/show/NCT05251493"
92,"NCT03212781","Iron Dextran Versus Oral Iron for Treating Iron Deficiency Anemia in Pregnant Women",,"Completed","No Results Available","Anemia","Drug: Iron dextran|Drug: Ferrous Fumarate","The change in Hemoglobin concentration from baseline to 8 weeks therapy","Assiut University","Female","18 Years to 45 Years   (Adult)","Phase 3","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IDAO","June 2016","September 2016","October 2016","July 11, 2017",,"July 11, 2017","Assiut Faculty of Medicine, Assiut, Egypt",,"https://ClinicalTrials.gov/show/NCT03212781"
93,"NCT02221752","Impact of Iron/Folic Acid vs Folic Acid Supplements During Pregnancy on Maternal and Child Health",,"Completed","No Results Available","Iron Deficiency|Iron Deficiency Anemia","Dietary Supplement: Ferrous Sulfate + folic acid|Dietary Supplement: Folic acid","Maternal iron status at follow-up prenatal visit|Cord-blood iron status|Infant gestational age|Infant birth weight","Zhao gengli|Vifor Pharma|Peking University First Hospital","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","2367","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","Vifor/PFH supplement trial","June 2009","December 2011","December 2011","August 20, 2014",,"August 20, 2014","Peking University First Hospital, Beijing, China",,"https://ClinicalTrials.gov/show/NCT02221752"
94,"NCT03759353","Lactoferrin Versus Ferrous Sulfate in Iron-deficiency During Pregnancy",,"Completed","No Results Available","Iron Deficiency Anemia","Diagnostic Test: Baseline ferritin level|Drug: Lactoferrin|Drug: Ferrous Sulfate|Diagnostic Test: Follow up ferritin level","Change in serum ferritin level|Nausea and/or vomiting|Dyspepsia|Compliance to treatment","Ain Shams University","Female","18 Years to 38 Years   (Adult)","Phase 2","98","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","LactvsFerr","January 15, 2018","October 30, 2018","November 20, 2018","November 30, 2018",,"November 30, 2018","Ain SHams Maternity Hospital, Cairo, Abbaseya, Egypt",,"https://ClinicalTrials.gov/show/NCT03759353"
95,"NCT01131624","Comparative Efficacy and Safety of Intravenous Ferric Carboxymaltose (FCM) Versus Oral Iron for Iron Deficiency Anaemia in Pregnant Women","ASAP","Completed","No Results Available","Anaemia","Drug: ferrous sulphate|Drug: Ferinject","Average Hb increase after 3 weeks in FCM compared to oral iron treated subjects (superiority).|Change in Hb from baseline at Week 6|Change in Hb from baseline at Week 9|Change in Hb from baseline at Week 12","Vifor Pharma|Pierrel Research Europe GmbH","Female","18 Years and older   (Adult, Older Adult)","Phase 3","252","Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FER-ASAP-2009-01","May 2010","May 2014","April 2015","May 27, 2010",,"May 29, 2015","The Northern Hospital, Epping, Victoria, Australia|Vivantes Klinikum Neukölln, Klinikum für Geburtsmedizin, Berlin, Germany|Klinik Für Frauenheilkunde und Geburtshilfe Universitätsklinikum Marburg, Marburg, Germany|Perinatalzentrum, Klinikum Innenstadt LMU, München, Germany|Kvinnokliniken, Falu lasarett, Falun, Sweden|Kvinnokliniken, University Hospital, Lund, Sweden|Kvinnokliniken, Karolinska University Hospital, Stockholm, Sweden|Karolinska Universitetssjukhuset Huddinge, Centrum för fostermedicin KK, Stockholm, Sweden|University Hospital, Dept of obstetrics and gynecology Uppsala, Uppsala, Sweden|Universitätsspital Basel, Geburtshilfe und Schwangerschaftsmedizin Frauenklinik, Basel, Switzerland|Inselspital, Department of Obstetrics and Gynecology, Bern, Switzerland|Humboldtstrasse, Bern, Switzerland|HUG, Département de Gynécologie-Obstétrique, Genève, Switzerland|CHUV, Département de Gynécologie-Obstétrique, Lausanne, Switzerland|OR Lugano, sede Ospedale Civico, Clinica ginecologia ostetricia, Lugano, Switzerland|Universitätsspital Zürich, Departement Frauenheilkunde, Zürich, Switzerland|Cukurova University Hospital, Adana, Turkey|Istanbul Uni. Ist. Med. Faculty, Istanbul, Turkey|Zeynep Kamil Hospital, Arakiyeci Haci Mehmet Mahallesi., Istanbul, Turkey|Dr. Kutfi Kirdar Kartal Research and Education Hospital, Istanbul, Turkey",,"https://ClinicalTrials.gov/show/NCT01131624"
96,"NCT03670537","Iron Parameters in Non-anemic First Trimester Gravidas",,"Completed","Has Results","Iron Deficiency (Without Anemia)|Pregnancy","Diagnostic Test: Iron parameters","Percent of Non-anemic Patients With Iron Deficiency Stratified by Gravidity","Auerbach Hematology Oncology Associates P C|MedStar Women's Care at Honeygo","Female","Child, Adult, Older Adult",,"102","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Protocol 3","February 7, 2018","August 24, 2018","August 24, 2018","September 13, 2018","October 15, 2018","June 26, 2019","Auerbach Hematology and Oncology, Baltimore, Maryland, United States","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/37/NCT03670537/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03670537"
97,"NCT03251664","Food Groups Associated With Anaemia in Pregnant Women",,"Completed","No Results Available","Anemia|Dietary Habits|Food Habits","Dietary Supplement: Food groups consumed","Food items/groups association with anemia|Reproductive factors associated with anemia|Sociodemographic and economic factors association with anemia","Tehran University of Medical Sciences","Female","18 Years to 45 Years   (Adult)",,"592","Other","Observational","Observational Model: Case-Control|Time Perspective: Cross-Sectional","AAHB-217/15","October 1, 2015","February 20, 2016","February 20, 2016","August 16, 2017",,"August 22, 2017","Addis Ababa Health Bureau, Addis Ababa, Ethiopia",,"https://ClinicalTrials.gov/show/NCT03251664"
98,"NCT04093986","Hydroxyurea Exposure Limiting Pregnancy and Follow-Up Lactation","HELPFUL","Recruiting","No Results Available","Sickle Cell Disease|Sickle Cell Anemia","Other: Chart Review|Other: Survey","How long pregnant women with Sickle Cell Disease (SCD) were exposed to Hydroxyurea.|Dose of hydroxyurea taken during pregnancy.|How long infants were exposed to Hydroxyurea.|Dose of hydroxyurea exposure in infants.|Health outcomes of infants exposed to Hydroxyurea.|Pregnancy in Sickle Cell Disease (SCD).|Comparative analysis of congenital malformations or medical conditions in infants","Children's Hospital Medical Center, Cincinnati|University of Connecticut|University of Colorado, Denver|Guy's and St Thomas' NHS Foundation Trust|Duke University|Children's Hospital of Philadelphia","All","Child, Adult, Older Adult",,"200","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","HELPFUL","December 22, 2019","December 2025","December 2026","September 18, 2019",,"March 13, 2023","Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT04093986"
99,"NCT03196882","Effectiveness of Adaptation of the Dose of Iron Supplementation in Pregnancy on Maternal-child Health. (ECLIPSES)","(ECLIPSES)","Completed","No Results Available","Anemia Ferropenic|Risk of Hemoconcentration (Iron Levels >130g/L)","Drug: 40mg/day of iron|Drug: 20mg/day of iron|Drug: 80mg/day of iron","Anemia|ferropenic anemia|Risk of hemoconcentration|C282Y polymorphisms of HFE gene|Anthropometric parameters of newborn.|Neurorconductual development of newborn (Bayley Scales)|H63D polymorphisms of HFE gene","Victoria Arija Val|University Rovira i Virgili|Catalan Institute of Health|Hospital Universitari Joan XXIII de Tarragona.|Carlos III Health Institute|Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina","Female","18 Years and older   (Adult, Older Adult)","Phase 4","704","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","IJG-FER-2012|2012-005480-28|PI12/02777","July 10, 2013","January 30, 2017","January 30, 2017","June 23, 2017",,"June 23, 2017","Atención a la Salud Sexual y Reproductiva (ASSIR)- REUS- Altebrat, Reus, Tarragona, Spain|Atención a la Salud Sexual y Reproductiva (ASSIR)- Tarragona Valls, Tarragona, Spain",,"https://ClinicalTrials.gov/show/NCT03196882"
100,"NCT00148629","Treatment and Prevention of Severe Anemia in Pregnant Zanzibari Women",,"Unknown status","No Results Available","Anemia|Low Birth Weight|Neonatal Mortality","Drug: multivitamin, mebendazole","Incidence of severe anemia (Hb < 7 g/dL)|Cure of severe anemia|Infant birth weight|Neonatal mortality|Neonatal morbidity|Blood loss during delivery","Cornell University|Bill and Melinda Gates Foundation|UNICEF|Johns Hopkins Bloomberg School of Public Health","Female","Child, Adult, Older Adult","Phase 3","2500","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)","UCHS 02-10-030","April 2004",,,"September 8, 2005",,"February 8, 2022","Public Health Laboratory ""Ivo de Carneri"", Wawi, Zanzibar, Tanzania",,"https://ClinicalTrials.gov/show/NCT00148629"
101,"NCT01183572","Trial of Pre-Pregnancy Supplements","TOPPS","Completed","No Results Available","Anemia","Dietary Supplement: Multivitamins, Folic Acid, and Iron|Dietary Supplement: Folic Acid and Iron|Dietary Supplement: Folic Acid","Anemia|Weight Gain during intervention|Mid Upper Arm Circumference|Peripheral malaria parasitemia","Harvard School of Public Health (HSPH)|Ifakara Health Institute","Female","15 Years to 29 Years   (Child, Adult)","Not Applicable","802","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","0055/07","August 2010","January 2012","January 2012","August 17, 2010",,"September 11, 2012","Ifakara Health Institute, Rufiji, Tanzania",,"https://ClinicalTrials.gov/show/NCT01183572"
102,"NCT03122938","Lactoferrin Supplementation and Iron Metabolism in Healthy Pregnant Women",,"Unknown status","No Results Available","Iron-deficiency Anemia","Dietary Supplement: lactoferrin-supplemented formula|Dietary Supplement: formula without lactoferrin supplementation","iron-deficiency anemia morbility of pregnant women|iron metabolism of pregnant women|fetal growth|fetal growth and development|fetal development","Beingmate Baby & Child Food Co Ltd .|Sir Run Run Shaw Hospital","Female","20 Years to 34 Years   (Adult)","Not Applicable","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","RD02914009A","April 2016","April 2017","May 2017","April 21, 2017",,"April 21, 2017","Sir Run Run Hospital, Hangzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT03122938"
103,"NCT02191683","Foetal Exposure and Epidemiological Transition: Role of Anaemia in Early Life for Non-communicable Diseases Later","FOETALforNCD","Completed","No Results Available","Anemia and Pregnancy|Metabolism and Foetal Growth|Epigenetics",,"Outcome parameter for the pre-pregnancy study (i.):|Outcome parameter for the pregnancy study (ii.):|Incidence of conception among non-pregnant Tanzanian women.","University of Copenhagen|Copenhagen University Hospital, Denmark|Aarhus University Hospital|Lund University|National Institute for Medical Research, Tanzania|Department of Clinical Pathology Naestved Hospital Denmark","Female","18 Years to 40 Years   (Adult)",,"1748","Other","Observational","Observational Model: Other|Time Perspective: Prospective","1309-00003B|Strategiske Forskningsråd","July 2014","December 2017","October 2018","July 16, 2014",,"September 30, 2019","National Institute for Medical research, Korogwe, Tanga Region, Tanzania",,"https://ClinicalTrials.gov/show/NCT02191683"
104,"NCT01071759","Effects of Dietary Heme/Non-heme Iron and Helicobacter Pylori (Hp) Infection on Maternal Iron-deficiency Anemia and Fetal Growth Outcomes",,"Unknown status","No Results Available","Pregnancy|Helicobacter Pylori Infection|Iron-Deficiency Anemia",,,"E-DA Hospital","Female","Child, Adult, Older Adult",,"140","Other","Observational","Observational Model: Case-Crossover|Time Perspective: Prospective","EDAH-D-97(P)014A|EMRP-097-123","February 2009",,,"February 19, 2010",,"February 19, 2010","E-DA Hospital, Kaohsiung County, Taiwan",,"https://ClinicalTrials.gov/show/NCT01071759"
