nct_id,agency_class,lead_or_collaborator,name
NCT02190565,INDUSTRY,lead,Oriflame Cosmetics AB
NCT02190565,OTHER,collaborator,Karolinska Institutet
NCT05737862,OTHER,lead,Universitas Padjadjaran
NCT00258427,OTHER,lead,"Masonic Cancer Center, University of Minnesota"
NCT04708665,OTHER,lead,Boston University Charles River Campus
NCT04708665,UNKNOWN,collaborator,Lata Medical Research Foundation
NCT03738995,OTHER_GOV,lead,KK Women's and Children's Hospital
NCT03670537,OTHER,lead,Auerbach Hematology Oncology Associates P C
NCT03670537,UNKNOWN,collaborator,MedStar Women's Care at Honeygo
NCT00255437,INDUSTRY,lead,"AMAG Pharmaceuticals, Inc."
NCT03122938,OTHER,lead,Beingmate Baby & Child Food Co Ltd .
NCT03122938,OTHER,collaborator,Sir Run Run Shaw Hospital
NCT02366325,INDUSTRY,lead,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT04486456,OTHER,lead,Peking University First Hospital
NCT00271089,NIH,lead,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT00271089,OTHER,collaborator,"Children's Hospital Medical Center, Cincinnati"
NCT03351868,OTHER,lead,Shenzhen Geno-Immune Medical Institute
NCT03351166,INDUSTRY,lead,Bayer
NCT01191983,INDUSTRY,lead,Hoffmann-La Roche
NCT01071239,OTHER,lead,Medical College of Wisconsin
NCT01071239,OTHER,collaborator,Memorial Sloan Kettering Cancer Center
NCT04253626,OTHER,lead,Stanford University
NCT04253626,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT03818867,OTHER,lead,"St George's, University of London"
NCT02879305,INDUSTRY,lead,GlaxoSmithKline
NCT03054350,INDUSTRY,lead,Akebia Therapeutics
NCT05151679,OTHER,lead,Assiut University
NCT02468414,INDUSTRY,lead,"Aevi Genomic Medicine, LLC, a Cerecor company"
NCT02468414,INDUSTRY,collaborator,Medgenics Medical Israel Ltd.
NCT03759353,OTHER,lead,Ain Shams University
NCT02762773,OTHER,lead,University Hospitals Cleveland Medical Center
NCT02762773,UNKNOWN,collaborator,Martin Wieczorek
NCT04470063,INDUSTRY,lead,"Jiangsu HengRui Medicine Co., Ltd."
NCT04437771,INDUSTRY,lead,Rocket Pharmaceuticals Inc.
NCT00236977,INDUSTRY,lead,"American Regent, Inc."
NCT06138262,OTHER,lead,Indonesia University
NCT05598515,OTHER,lead,"Children's Hospital Medical Center, Cincinnati"
NCT05832840,NETWORK,lead,NICHD Global Network for Women's and Children's Health
NCT05832840,OTHER,collaborator,Global Network for Women's and Children's Health Research
NCT05832840,OTHER,collaborator,Thomas Jefferson University
NCT05832840,OTHER,collaborator,Jawaharlal Nehru Medical College
NCT05832840,OTHER,collaborator,RTI International
NCT03438227,OTHER,lead,Indiana University
NCT00327639,OTHER,lead,"University Health Network, Toronto"
NCT00307814,INDUSTRY,lead,"Ortho Biotech Products, L.P."
NCT00148629,OTHER,lead,Cornell University
NCT00148629,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT00148629,OTHER,collaborator,UNICEF
NCT00148629,OTHER,collaborator,Johns Hopkins Bloomberg School of Public Health
NCT00317239,INDUSTRY,lead,"American Regent, Inc."
NCT05590260,NETWORK,lead,NICHD Global Network for Women's and Children's Health
NCT05590260,OTHER,collaborator,Thomas Jefferson University
NCT05590260,OTHER,collaborator,"University of North Carolina, Chapel Hill"
NCT05590260,OTHER,collaborator,Kinshasa School of Public Health
NCT05590260,OTHER,collaborator,University of Alabama at Birmingham
NCT05590260,OTHER,collaborator,"University Teaching Hospital, Lusaka, Zambia"
NCT05590260,OTHER,collaborator,"University of Colorado, Denver"
NCT05590260,OTHER,collaborator,Institute of Nutrition of Central America and Panama
NCT05590260,OTHER,collaborator,University of Virginia
NCT05590260,OTHER,collaborator,"International Centre for Diarrhoeal Disease Research, Bangladesh"
NCT05590260,OTHER,collaborator,Columbia University
NCT05590260,OTHER,collaborator,Aga Khan University
NCT05590260,OTHER,collaborator,Boston University
NCT05590260,OTHER,collaborator,"Lata Medical Research Foundation, Nagpur"
NCT05590260,OTHER,collaborator,Indiana University
NCT05590260,OTHER,collaborator,Moi University
NCT05590260,OTHER,collaborator,RTI International
NCT05590260,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT05590260,UNKNOWN,collaborator,KLE University Jawaharlal Nehru Medical College
NCT03378791,OTHER,lead,Hatem AbuHashim
NCT01422824,INDUSTRY,lead,Hoffmann-La Roche
NCT00395993,INDUSTRY,lead,"American Regent, Inc."
NCT03374111,OTHER,lead,"The First Affiliated Hospital, Guangzhou University of Traditional Chinese Medicine"
NCT02678533,OTHER,lead,Assistance Publique - Hôpitaux de Paris
NCT02678533,UNKNOWN,collaborator,EuroFancolen
NCT00317876,OTHER,lead,Fred Hutchinson Cancer Center
NCT00317876,NIH,collaborator,National Cancer Institute (NCI)
NCT04278651,OTHER,lead,Thomas Jefferson University
NCT04278651,UNKNOWN,collaborator,Auerbach Hematology and Oncology
NCT03350347,INDUSTRY,lead,Bayer
NCT02957643,OTHER,lead,Hippocration General Hospital
NCT00630253,OTHER,lead,"Masonic Cancer Center, University of Minnesota"
NCT03725150,OTHER_GOV,lead,The Royal Wolverhampton Hospitals NHS Trust
NCT00338468,INDUSTRY,lead,"Ortho Biotech Products, L.P."
NCT03196882,OTHER,lead,Victoria Arija Val
NCT03196882,OTHER,collaborator,University Rovira i Virgili
NCT03196882,OTHER_GOV,collaborator,Catalan Institute of Health
NCT03196882,OTHER,collaborator,Hospital Universitari Joan XXIII de Tarragona.
NCT03196882,OTHER_GOV,collaborator,Carlos III Health Institute
NCT02840292,OTHER_GOV,lead,Lady Hardinge Medical College
NCT03400033,INDUSTRY,lead,GlaxoSmithKline
NCT00463632,OTHER,lead,DBL -Institute for Health Research and Development
NCT00463632,OTHER,collaborator,Centre Muraz
NCT03174652,OTHER,lead,University of Oxford
NCT01720147,OTHER,lead,"Children's Hospital Medical Center, Cincinnati"
NCT01720147,FED,collaborator,Food and Drug Administration (FDA)
NCT02038023,OTHER,lead,Auerbach Hematology Oncology Associates P C
NCT02038023,INDUSTRY,collaborator,Pharmacosmos A/S
NCT00439595,OTHER,lead,London School of Hygiene and Tropical Medicine
NCT00439595,OTHER_GOV,collaborator,"National Institute for Medical Research, Tanzania"
NCT03279536,OTHER,lead,"Woman's Health University Hospital, Egypt"
NCT03175042,OTHER,lead,"The University of Texas Medical Branch, Galveston"
NCT00442793,INDUSTRY,lead,Hoffmann-La Roche
NCT02625844,INDUSTRY,lead,Hoffmann-La Roche
NCT03214627,INDUSTRY,lead,Vifor Fresenius Medical Care Renal Pharma
NCT03214627,OTHER,collaborator,Worldwide Clinical Trials
NCT03214627,INDUSTRY,collaborator,Fresenius Medical Care Deutschland GmbH
NCT03350321,INDUSTRY,lead,Bayer
NCT03347513,OTHER,lead,Kasr El Aini Hospital
NCT04502537,OTHER,lead,Shenzhen Second People's Hospital
NCT01245777,OTHER,lead,University of Zurich
NCT01245777,INDUSTRY,collaborator,Vifor Pharma
NCT05035641,INDUSTRY,lead,Kind Pharmaceuticals LLC
NCT02959125,OTHER,lead,Semarang Health Polytechnic
NCT03140722,INDUSTRY,lead,Akebia Therapeutics
NCT04784052,OTHER,lead,"Porteus, Matthew, MD"
NCT02779764,INDUSTRY,lead,Astellas Pharma Inc
NCT02779764,INDUSTRY,collaborator,FibroGen
NCT00495365,INDUSTRY,lead,"Ortho Biotech Products, L.P."
NCT02487719,OTHER,lead,University of Zurich
NCT02892149,INDUSTRY,lead,Akebia Therapeutics
NCT03202615,INDIV,lead,"Abdelwahed, Mai Mahmoud Mohamed, M.D."
NCT04694235,OTHER,lead,SEAMEO Regional Centre for Food and Nutrition
NCT04694235,OTHER,collaborator,London School of Hygiene and Tropical Medicine
NCT04694235,OTHER,collaborator,University of Aberdeen
NCT04694235,OTHER,collaborator,University of Brighton
NCT04694235,OTHER,collaborator,"University College, London"
NCT04694235,UNKNOWN,collaborator,Royal Veterinary College
NCT04694235,OTHER,collaborator,"Birkbeck, University of London"
NCT04694235,OTHER,collaborator,The International Livestock Research Institute (ILRI)
NCT04694235,OTHER,collaborator,"Cheikh Anta Diop University, Senegal"
NCT04694235,UNKNOWN,collaborator,"National Institute of Nutrition, India"
NCT04694235,UNKNOWN,collaborator,International Centre for Research in Agroforestry
NCT04694235,UNKNOWN,collaborator,Science Made Simple
NCT04694235,OTHER,collaborator,Liverpool School of Tropical Medicine
NCT04694235,OTHER,collaborator,International Initiative for Impact Evaluation
NCT04694235,UNKNOWN,collaborator,Digital Green Foundation
NCT04694235,UNKNOWN,collaborator,"SOAS, University of London"
NCT04694235,OTHER,collaborator,University of Sheffield
NCT02341300,OTHER,lead,Weill Medical College of Cornell University
NCT02439697,OTHER,lead,The University of Hong Kong
NCT02444845,INDUSTRY,lead,Hoffmann-La Roche
NCT04812821,OTHER,lead,Hopital Nord Franche-Comte
NCT02743572,OTHER,lead,"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine"
NCT04925661,INDUSTRY,lead,"Sunshine Lake Pharma Co., Ltd."
NCT04925661,UNKNOWN,collaborator,"Nicoya Therapeutics (Shanghai) Co., Ltd."
NCT04543812,INDUSTRY,lead,Panion & BF Biotech Inc.
NCT03029208,INDUSTRY,lead,GlaxoSmithKline
NCT04231292,INDUSTRY,lead,Shengzhen Sciprogen Bio-pharmaceutical Co. Ltd
NCT02780726,INDUSTRY,lead,Astellas Pharma Inc
NCT02780726,INDUSTRY,collaborator,FibroGen
NCT05699109,OTHER,lead,Helwan University
NCT00660933,OTHER,lead,Hospital Clinic of Barcelona
NCT00436748,INDUSTRY,lead,Amgen
NCT03176147,OTHER,lead,"University Hospital, Clermont-Ferrand"
NCT02260193,INDUSTRY,lead,Akebia Therapeutics
NCT05951192,NETWORK,lead,USRC Kidney Research
NCT05951192,INDUSTRY,collaborator,GlaxoSmithKline
NCT05265325,INDUSTRY,lead,Kind Pharmaceuticals LLC
NCT02780141,INDUSTRY,lead,Astellas Pharma Inc
NCT02780141,INDUSTRY,collaborator,FibroGen
NCT02652806,INDUSTRY,lead,FibroGen
NCT00352976,OTHER,lead,"Masonic Cancer Center, University of Minnesota"
NCT00687258,OTHER,lead,A. Manzoni Hospital
NCT00318812,OTHER,lead,Ottawa Hospital Research Institute
NCT02079896,INDUSTRY,lead,TME Pharma AG
NCT02086838,OTHER,lead,Ain Shams University
NCT00701714,INDUSTRY,lead,Sandoz
NCT00922610,INDUSTRY,lead,Hoffmann-La Roche
NCT04594070,OTHER,lead,"The University of Texas Medical Branch, Galveston"
NCT01379963,INDUSTRY,lead,Hoffmann-La Roche
NCT00595127,OTHER,lead,Memorial Sloan Kettering Cancer Center
NCT00595127,NIH,collaborator,National Cancer Institute (NCI)
NCT00595127,INDUSTRY,collaborator,"Miltenyi Biotec, Inc."
NCT03558464,OTHER,lead,Fabian Rohner
NCT03558464,UNKNOWN,collaborator,One Acre Fund
NCT03558464,OTHER,collaborator,Children's Investment Fund Foundation
NCT02620943,OTHER,lead,Dilla University
NCT02620943,OTHER,collaborator,Addis Ababa University
NCT02620943,OTHER,collaborator,African Population and Health Research Center
NCT02620943,OTHER_GOV,collaborator,"International Development Research Centre, Canada"
NCT02611856,OTHER,lead,Assistance Publique - Hôpitaux de Paris
NCT02611856,OTHER,collaborator,Société Française d'Hypentension Artérielle
NCT03574506,OTHER,lead,Fundación Grupo de Investigación en Cuidados Intensivos y Obstetricia
NCT03574506,INDUSTRY,collaborator,"Alexion Pharmaceuticals, Inc."
NCT05752955,OTHER,lead,The George Institute
NCT05752955,OTHER,collaborator,University of Oxford
NCT00717366,INDUSTRY,lead,Hoffmann-La Roche
NCT04655027,INDUSTRY,lead,AstraZeneca
NCT04655027,INDUSTRY,collaborator,Parexel
NCT02590224,OTHER,lead,Assiut University
NCT02586402,INDUSTRY,lead,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT01903148,OTHER,lead,Fundación Senefro
NCT00440557,INDUSTRY,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
NCT05900635,OTHER,lead,Alexandria University
NCT00813657,OTHER,lead,Universidad Politecnica de Madrid
NCT00896740,OTHER,lead,OHSU Knight Cancer Institute
NCT00896740,NIH,collaborator,National Cancer Institute (NCI)
NCT00953134,OTHER,lead,The Hospital for Sick Children
NCT00929409,OTHER,lead,Norwegian University of Science and Technology
NCT00929409,OTHER,collaborator,St. Olavs Hospital
NCT00929409,OTHER,collaborator,Sykehuset Innlandet HF
NCT00929409,OTHER,collaborator,Sykehuset Buskerud HF
NCT01055431,OTHER,lead,Manchester Metropolitan University
NCT04045002,OTHER,lead,Universiti Kebangsaan Malaysia Medical Centre
NCT00752609,INDUSTRY,lead,Takeda
NCT00752609,INDUSTRY,collaborator,Affymax
NCT00782912,OTHER,lead,Unity Health Toronto
NCT00869856,INDUSTRY,lead,Sandoz
NCT04656171,OTHER,lead,Assistance Publique - Hôpitaux de Paris
NCT04076969,OTHER,lead,Cairo University
NCT01019902,OTHER,lead,Cornell University
NCT01019902,OTHER,collaborator,University of Rochester
NCT04074707,OTHER,lead,Swiss Federal Institute of Technology
NCT04074707,OTHER,collaborator,Mahidol University
NCT01018576,OTHER,lead,"University of California, Davis"
NCT03029247,INDUSTRY,lead,GlaxoSmithKline
NCT03029247,OTHER,collaborator,ERT: Clinical Trial Technology Solutions
NCT03029247,INDUSTRY,collaborator,Q2 Solutions
NCT03029247,INDUSTRY,collaborator,"Quintiles, Inc."
NCT03029247,UNKNOWN,collaborator,HemoCue
NCT00899522,OTHER,lead,OHSU Knight Cancer Institute
NCT00899522,NIH,collaborator,National Cancer Institute (NCI)
NCT00559273,INDUSTRY,lead,Hoffmann-La Roche
NCT04621331,INDUSTRY,lead,FibroGen
NCT04621331,INDUSTRY,collaborator,AstraZeneca
NCT05739097,OTHER,lead,Casa Sollievo della Sofferenza IRCCS
NCT05739097,OTHER,collaborator,University of Foggia
NCT05739097,OTHER,collaborator,University of Bari
NCT05576207,OTHER,lead,Johns Hopkins Bloomberg School of Public Health
NCT05576207,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT05576207,UNKNOWN,collaborator,"BRAC James P Grant School of Public Health, BRAC University"
NCT05585645,INDUSTRY,lead,Nanogen Pharmaceutical Biotechnology Joint Stock Company
NCT05585645,INDUSTRY,collaborator,Vietstar Biomedical Research
NCT05585645,UNKNOWN,collaborator,MEDPHASE CLINICAL RESEARCH CONSULTANT COMPANY LIMITED
NCT05585645,UNKNOWN,collaborator,CLINICAL RESEARCH VIET NAM SKILL TRAINING AND CONSULTING COMPANY LIMITED
NCT05585645,UNKNOWN,collaborator,MedProve Inc
NCT02829320,INDUSTRY,lead,GlaxoSmithKline
NCT05253781,OTHER,lead,"University of Lagos, Nigeria"
NCT01146574,INDUSTRY,lead,Celgene
NCT01146574,INDUSTRY,collaborator,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA"
NCT04059913,INDUSTRY,lead,FibroGen
NCT02648347,INDUSTRY,lead,Akebia Therapeutics
NCT04707768,INDUSTRY,lead,Akebia Therapeutics
NCT01940484,INDUSTRY,lead,Hoffmann-La Roche
NCT03873571,INDUSTRY,lead,Elpen Pharmaceutical Co. Inc.
NCT04925011,OTHER,lead,Mao Jianhua
NCT01887600,INDUSTRY,lead,Astellas Pharma Europe B.V.
NCT01887600,INDUSTRY,collaborator,FibroGen
NCT01587924,INDUSTRY,lead,GlaxoSmithKline
NCT01587924,INDUSTRY,collaborator,PPD
NCT06125860,OTHER,lead,Harvard School of Public Health (HSPH)
NCT06125860,OTHER,collaborator,Addis Continental Institute of Public Health
NCT06125860,OTHER,collaborator,George Mason University
NCT03564756,OTHER,lead,Fetal Medicine Foundation
NCT03564756,OTHER,collaborator,Wright State University
NCT03564756,UNKNOWN,collaborator,Five Rivers Health Centers
NCT00167388,OTHER,lead,University of Pittsburgh
NCT00167388,UNKNOWN,collaborator,Irene McLeneham Young Investigator Award through Magee Womens Research Institute
NCT00317226,INDUSTRY,lead,"American Regent, Inc."
NCT02128074,INDUSTRY,lead,Keryx Biopharmaceuticals
NCT04093986,OTHER,lead,"Children's Hospital Medical Center, Cincinnati"
NCT04093986,OTHER,collaborator,University of Connecticut
NCT04093986,OTHER,collaborator,"University of Colorado, Denver"
NCT04093986,OTHER,collaborator,Guy's and St Thomas' NHS Foundation Trust
NCT04093986,OTHER,collaborator,Duke University
NCT04093986,OTHER,collaborator,Children's Hospital of Philadelphia
NCT00590460,OTHER,lead,Baylor College of Medicine
NCT00590460,OTHER,collaborator,The Methodist Hospital Research Institute
NCT00590460,OTHER,collaborator,"Center for Cell and Gene Therapy, Baylor College of Medicine"
NCT05479799,OTHER,lead,Beni-Suef University
NCT05082571,INDUSTRY,lead,Akebia Therapeutics
NCT02278341,INDUSTRY,lead,Astellas Pharma Europe B.V.
NCT02278341,INDUSTRY,collaborator,FibroGen
NCT01902628,INDUSTRY,lead,Hoffmann-La Roche
NCT02075463,INDUSTRY,lead,GlaxoSmithKline
NCT01977573,INDUSTRY,lead,GlaxoSmithKline
NCT01587898,INDUSTRY,lead,GlaxoSmithKline
NCT01587898,INDUSTRY,collaborator,PPD
NCT06366698,OTHER,lead,Arrowhead Regional Medical Center
NCT02968368,INDUSTRY,lead,Shield Therapeutics
NCT03814395,OTHER,lead,Peking University
NCT03814395,OTHER_GOV,collaborator,National Natural Science Foundation of China
NCT03700034,OTHER,lead,Public Health Foundation of India
NCT03700034,OTHER,collaborator,London School of Hygiene and Tropical Medicine
NCT03700034,OTHER,collaborator,Kathmandu University School of Medical Sciences
NCT02174627,INDUSTRY,lead,AstraZeneca
NCT02174627,INDUSTRY,collaborator,FibroGen
NCT02021318,INDUSTRY,lead,Astellas Pharma Europe B.V.
NCT02021318,INDUSTRY,collaborator,FibroGen
NCT01977482,INDUSTRY,lead,GlaxoSmithKline
NCT02019719,INDUSTRY,lead,GlaxoSmithKline
NCT00004464,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins
