nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT00896740,2017-11-30,March 2002,September 2007,September 2007,2009-05-09,NA,Observational,NA,90,Terminated,Analysis of Fanconi Anemia Gene Function by Microarray Analysis of Bone Marrow Cells,Gene Function in Bone Marrow Cells From Patients With Fanconi Anemia and From Healthy Participants
NCT00899522,2017-11-30,August 2005,May 2013,March 2013,2009-05-09,NA,Observational,NA,8,Completed,Fanconi Anemia Cancer Cell Repository,Tissue Sample Collection From Patients With Fanconi Anemia
NCT00922610,2016-11-01,February 2009,July 2010,July 2010,2009-06-16,NA,Interventional,Phase 4,28,Completed,An Open-label Study of the Effect of Mircera on Hemoglobin Levels in Filipino Chronic Kidney Disease Patients,A Study of Mircera in Renal Anemia Among Filipino Chronic Kidney Disease Patients
NCT00924781,2015-10-30,June 2009,May 2010,April 2010,2009-06-18,2011-10-25,Interventional,Phase 2,39,Terminated,"A Phase II Randomized, Open-Label, Multiple-Rising Dose Clinical Trial to Study the Efficacy and Safety of MK2578 for the Maintenance of Anemia Treatment in Patients With Chronic Kidney Disease Who Are on Hemodialysis.",A Study of the Efficacy and Safety of MK2578 for the Treatment of Anemia in Patients With Kidney Disease (MK2578-003-AM03-EXT12)
NCT00925587,2014-05-15,June 2009,May 2012,April 2012,2009-05-28,2013-12-05,Interventional,Phase 3,358,Completed,"A Multicenter, Randomised, Double-Blind Study Comparing De Novo Once Monthly and Once Every 2 Week Darbepoetin Alfa Dosing for the Correction of Anemia in Subjects With Chronic Kidney Disease Not Receiving Dialysis",Evaluation of Monthly Darbepoetin Alfa Dosing for Correction of Anemia in Non-dialysis Chronic Kidney Disease
NCT00929409,2012-02-15,June 2009,July 2010,July 2010,2009-06-26,NA,Interventional,Phase 2/Phase 3,30,Terminated,"A 6-week Randomised, Open Comparative, Multi-centre Study of Intravenous Ferric Carboxymaltose (Ferinject) and Oral Iron (Duroferon) for Treatment of Post Partum Anemia",Controlled Randomised Trial of Ferric Carboxymaltose and Oral Iron to Treat Postpartum Anemia
NCT00953134,2021-04-14,February 2007,March 2008,February 2008,2009-08-04,NA,Interventional,Early Phase 1,273,Completed,Periconceptional Iron Supplementation on Iron and Folate Indicators Among Pregnant and Non-pregnant Women in Rural Bangladesh.,Periconceptional Iron Supplementation in Rural Bangladesh
NCT00964691,2010-07-05,August 2009,August 2010,August 2010,2009-08-24,NA,Interventional,Phase 4,2504,Terminated,Intermittent Preventive Treatment With Sulfadoxine-Pyrimethamine Versus Weekly Chloroquine Prophylaxis During Pregnancy in Solomon Islands: a Randomized Controlled Trial,A Randomized Controlled Trial for Intermittent Preventive Treatment in Pregnancy With Fansidar in Solomon Islands
NCT00965666,2020-09-10,October 2005,October 2010,October 2010,2009-08-24,NA,Interventional,Early Phase 1,3,Completed,Etanercept (Enbrel) in Children With Fanconi Anemia and Early Bone Marrow Failure: A Pilot Study,Pilot Study of Etanercept (Enbrel) in Children With Fanconi Anemia
NCT00968617,2015-10-30,November 2009,May 2010,April 2010,2009-08-27,2011-10-07,Interventional,Phase 2,7,Terminated,"A Phase IIb Randomized, Active Comparator-Controlled, Open-Label Clinical Trial to Study the Efficacy and Safety of MK2578 for the Treatment of Anemia in ESA (Erythropoiesis-Stimulating Agent)-Naive Patients With Chronic Kidney Disease Who Are Not on Dialysis.",A Study of MK2578 in Patients With Chronic Kidney Disease Who Are Not on Dialysis (2578-002)
NCT00970866,2022-02-23,November 2009,"December 15, 2017","December 15, 2017",2009-09-01,NA,Interventional,Not Applicable,3499,Completed,Efficacy of Lipid-based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants,Efficacy of Lipid-Based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants
NCT00981045,2018-01-22,August 2009,August 2011,July 2011,2009-09-21,2013-08-14,Interventional,Phase 3,2561,Completed,Randomized Evaluation of Efficacy and Safety of Ferric Carboxymaltose in Patients With Iron Deficiency Anemia and Impaired Renal Function,Evaluation of Efficacy and Safety of Ferric Carboxymaltose (FCM) in Patients With Iron Deficiency Anemia and Impaired Renal Function
NCT00994318,2014-05-09,December 2009,February 2014,February 2013,2009-10-12,2014-04-04,Interventional,Phase 3,626,Completed,"An Open-label, Multicentre, Randomised, 3-arm Study to Investigate the Comparative Efficacy and Safety of Intravenous Ferric Carboxymaltose (Ferinject High and Low Dosage Regimens) Versus Oral Iron for the Treatment of Iron Deficiency Anaemia in Subjects With Non-dialysis-dependent Chronic Kidney Disease",Ferric Carboxymaltose (FCM) Assessment in Subjects With Iron Deficiency Anaemia and Non-dialysis-dependent Chronic Kidney Disease (NDD-CKD)
NCT01001598,2019-01-31,November 2009,May 2014,May 2014,2009-10-22,2018-12-20,Interventional,Phase 1/Phase 2,5,Terminated,Phase I/II Dose Escalation Trial of Danazol in Patients With Fanconi Anemia or Dyskeratosis Congenita,Safety and Efficacy Trial of Danazol in Patients With Fanconi Anemia or Dyskeratosis Congenita
NCT01018576,2014-12-01,September 2009,March 2012,September 2011,2009-11-05,NA,Interventional,Not Applicable,6,Terminated,Delayed Cord Clamping: Prevention of Anemia and Hypothermia in Premature Infants,Delayed Cord Clamping in Premature Infants
NCT01019902,2014-03-19,October 2008,October 2013,November 2012,2009-11-24,NA,Observational,NA,144,Completed,Impact of Maternal Iron Status on Neonatal Iron Status and Auditory Brainstem Response in the Newborn,Impact of Maternal Iron Status on Neonatal Iron Status and Auditory Brainstem Response in the Newborn
NCT01055431,2014-07-29,October 2009,July 2011,July 2011,2010-01-22,NA,Interventional,Phase 1,55,Completed,Teff (Eragrostis Tef) as a Functional Food for the Prevention of Pregnancy Iron-deficiency Anemia,A Functional Food for the Prevention of Iron-deficiency Anemia
NCT01062958,2013-04-12,December 2009,February 2010,February 2010,2010-02-03,NA,Observational,NA,100,Completed,A Retrospective Analysis of Neevo® and Neevo®DHA Compared to a Standard Prenatal Vitamin in Anemia During Pregnancy (N-001),A Retrospective Analysis of Neevo®/Neevo®DHA Compared to a Standard Prenatal Vitamin in Anemia During Pregnancy
NCT01071239,2019-09-03,April 2009,"August 30, 2016","August 30, 2016",2009-05-20,NA,Interventional,Phase 2,1,Completed,"A Phase II Trial of Hematopoietic Stem Cell Transplantation for the Treatment of Patients With Fanconi Anemia Lacking a Genotypically Identical Donor, Using a Chemotherapy Only Cytoreduction With Busulfan, Cyclophosphamide and Fludarabine",Hematopoietic Stem Cell Transplant for Fanconi Anemia
NCT01071759,2010-02-18,February 2009,NA,NA,2010-02-18,NA,Observational,NA,140,Unknown status,Effects of Dietary Heme/Non-heme Iron and Hp Infection on Maternal Iron-deficiency Anemia and Fetal Growth Outcomes - a Perinatal Longitudinal Study,Effects of Dietary Heme/Non-heme Iron and Helicobacter Pylori (Hp) Infection on Maternal Iron-deficiency Anemia and Fetal Growth Outcomes
NCT01083888,2020-01-06,"February 15, 2010","June 7, 2010","June 7, 2010",2010-03-08,NA,Interventional,Phase 1,12,Completed,ASP1517 Clinical Pharmacological Study Examination of Pharmacokinetics and Pharmacodynamics in Patients With Renal Anemia Undergoing Hemodialysis,ASP1517 Pharmacokinetics Study in Anemia Patients on Hemodialysis
NCT01084213,2014-04-10,June 2010,October 2012,July 2012,2010-03-03,NA,Interventional,Phase 4,5354,Completed,A Trial of Intermittent Preventive Treatment With Sulfadoxine-pyrimethamine Versus Intermittent Screening and Treatment of Malaria in Pregnancy,Intermittent Preventive Treatment Versus Scheduled Screening and Treatment of Malaria in Pregnancy
NCT01102413,2015-11-02,April 2010,June 2014,June 2014,2010-03-26,2015-09-21,Interventional,Phase 3,351,Completed,"A Phase III, Randomized, Comparative, Open-label Study of Intravenous Iron Isomaltoside 1000 (Monofer®) Administered by Infusions or Repeated Bolus Injections in Comparison With Oral Iron Sulphate in Subjects With Non-Dialysis Dependent Chronic Kidney Disease and With Renal-Related Anaemia",Iron Isomaltoside 1000 (Monofer®) in Non-Dialysis Dependent Chronic Kidney Disease and With Renal-Related Anaemia
NCT01115478,2015-04-22,July 2010,June 2014,June 2014,2010-04-30,NA,Interventional,Not Applicable,2500,Completed,Malaria in Pregnancy: Nutrition and Immunologic Effects,Malaria in Pregnancy: Nutrition and Immunologic Effects
NCT01119612,2015-04-22,September 2010,May 2013,March 2013,2010-04-30,NA,Interventional,Not Applicable,1500,Completed,Prenatal Iron Supplements: Safety and Efficacy in Tanzania,Prenatal Iron Supplements: Safety and Efficacy in Tanzania
NCT01121237,2016-04-05,February 2010,November 2014,November 2014,2010-05-06,NA,Observational,NA,2086,Completed,"An International, Prospective, Open-label, Multicenter, Pharmacoepidemiological Study to Determine Predictors of Clinical Outcomes in Haemodialysis Patients With Anaemia Treated With Biosimilar Epoetin Alfa","MONITOR-CKD5 - Multi-level Evaluation of Anaemia Treatment, Outcomes, and Determinants in Chronic Kidney Disease Stage 5"
NCT01131624,2015-05-27,May 2010,April 2015,May 2014,2010-05-25,NA,Interventional,Phase 3,252,Completed,"An Open-label, Multicentre, Randomised, 2-arm Study to Investigate the Comparative Efficacy and Safety of Intravenous Ferric Carboxymaltose Versus Oral Iron for the Treatment of Iron Deficiency Anaemia in Pregnant Women",Comparative Efficacy and Safety of Intravenous Ferric Carboxymaltose (FCM) Versus Oral Iron for Iron Deficiency Anaemia in Pregnant Women
NCT01136850,2013-04-20,November 2009,January 2013,December 2012,2010-04-06,NA,Interventional,Phase 3,2793,Completed,Intermittent Preventive Treatment With Azithromycin-containing Regimens for the Prevention of Malarial Infections and Anaemia and the Control of Sexually Transmitted Infections in Pregnant Women in Papua New Guinea,Intermittent Preventive Treatment With Azithromycin-containing Regimens in Pregnant Women in Papua New Guinea
NCT01146574,2024-02-02,"June 30, 2010","March 7, 2016","March 7, 2016",2010-06-16,2024-02-02,Interventional,Phase 2,50,Completed,"A Phase 2a, Multi-center, Randomized, Single Dose, Double-blind, Placebo-controlled Followed by a Multiple-dose, Single-blind, Placebo-controlled, Dose Escalation Study to Evaluate the Pharmacokinetics, Safety, Efficacy, Tolerability, and Pharmacodynamics of Sotatercept (ACE-011) for the Correction of Anemia in Subjects With End-stage Renal Disease (ESRD) on Hemodialysis (HD).","A Phase 2a Study To Evaluate The Pharmacokinetics, Safety, Efficacy, Tolerability, And Pharmacodynamics of Sotatercept (ACE-011) for the Correction of Anemia in Subjects With End-stage Renal Disease on Hemodialysis."
NCT01155375,2022-03-31,"October 17, 2011","June 24, 2014","June 24, 2014",2010-06-28,2017-08-10,Interventional,Phase 3,14,Terminated,"A Randomized, Open-Label, Active-Controlled Study of the Safety, Efficacy, and Pharmacokinetics of Ferumoxytol Compared With Oral Iron for the Treatment of Iron Deficiency Anemia in Pediatric Subjects With Chronic Kidney Disease",A Trial of Ferumoxytol for the Treatment of Iron Deficiency Anemia in Pediatric Participants With Chronic Kidney Disease
NCT01155388,2022-03-31,"October 17, 2011","June 24, 2014","June 24, 2014",2010-06-30,2017-08-10,Interventional,Phase 3,14,Terminated,"A Randomized, Open-Label, Active-Controlled Study of the Safety, Efficacy, and Pharmacokinetics of Ferumoxytol Compared With Oral Iron for the Treatment of Iron Deficiency Anemia in Pediatric Subjects With Nondialysis-dependent Chronic Kidney Disease",A Trial of Ferumoxytol for the Treatment of Iron Deficiency Anemia in Pediatric Participants With Nondialysis-Dependent Chronic Kidney Disease
NCT01183572,2012-09-08,August 2010,January 2012,January 2012,2010-08-13,NA,Interventional,Not Applicable,802,Completed,Trial of Pre-Pregnancy Supplements,Trial of Pre-Pregnancy Supplements
NCT01191983,2018-07-17,"August 13, 2010","April 23, 2018","April 23, 2018",2010-08-16,NA,Interventional,Phase 4,102,Completed,"A Single Arm Open Label Multicenter Interventional Study to Assess the Efficacy, Safety, and Tolerability of Every 4 Weeks Administration of Subcutaneous C.E.R.A. for the Treatment of Chronic Renal Anemia in Diabetic Nephropathy With Chronic Kidney Disease Stages III-IV Not on Dialysis, Not Currently Treated With ESA.",A Study of Methoxy Polyethylene Glycol-Epoetin Beta (Mircera) for the Treatment of Chronic Renal Anemia in Participants With Diabetic Nephropathy
NCT01193192,2011-11-22,July 2010,November 2010,November 2010,2010-08-30,NA,Observational,NA,30,Terminated,A Retrospective Analysis of Neevo® and NeevoDHA® Compared to a Standard Prenatal Vitamin in Anemia During Pregnancy,A Retrospective Analysis of Neevo® and NeevoDHA® Compared to a Standard Prenatal Vitamin in Anemia During Pregnancy
NCT01221844,2011-06-24,February 2010,May 2011,March 2011,2010-10-12,NA,Interventional,Phase 4,300,Completed,Phase IV Study of Oral Administration of Bovine Lactoferrin (bLf) to Prevent and Cure Iron Deficiency (ID) and Iron Deficiency Anemia (IDA) Until Delivery in Hereditary Thrombophilia (HT) Affected Pregnant Women,Bovine Lactoferrin to Prevent and Cure Iron Deficiency and Iron Deficiency Anemia in Complicated Pregnancies
NCT01232387,2013-09-19,May 2011,September 2013,June 2012,2010-10-29,NA,Observational,NA,39,Completed,Identification of Early Predictors of Fetomaternal Hemorrhage And Development Of An Automated Screening Strategy For At-Risk Pregnancies,Identification of Early Predictors of Fetomaternal Hemorrhage
NCT01235936,2022-06-07,"October 21, 2010",May 2011,"April 13, 2011",2010-11-05,2022-04-22,Interventional,Phase 2,10,Completed,"Phase 2a Open-Label Pilot Study to Assess the Pharmacodynamic Response, Pharmacokinetics, Safety, and Tolerability of 28-Day Repeat Oral Doses of AKB-6548 in Subjects With Anemia Secondary to Chronic Kidney Disease (CKD), Stages 3 and/or 4",Safety and Efficacy Study for AKB-6548 in Participants With Chronic Kidney Disease and Anemia
NCT01244763,2022-01-17,"October 29, 2010","June 13, 2012","June 13, 2012",2010-11-16,2021-09-01,Interventional,Phase 2,145,Completed,"A Phase 2, Randomized, Open-Label, Dose Titration, Efficacy and Safety Study of FG-4592 (Roxadustat) in Non-Dialysis Chronic Kidney Disease Patients With Anemia",Study of Roxadustat in Non-Dialysis Chronic Kidney Disease Participants With Anemia
NCT01245777,2014-12-04,October 2009,December 2012,December 2012,2010-11-19,NA,Interventional,Phase 4,15,Completed,"Exploratory Study of the Efficacy, Practicability and Safety of Intravenous Iron Supplementation Therapy in Moderate to Severe Restless Legs Syndrome With Iron Deficiency or Anaemia in the 3rd Trimester of Pregnancy",Restless Legs Syndrome With Iron Deficiency or Anaemia in the 3rd Trimester of Pregnancy
NCT01264679,2022-03-31,"December 27, 2011","April 24, 2015","April 24, 2015",2010-12-20,2017-08-10,Interventional,Phase 3,8,Terminated,An Open-Label Extension Study of the Safety and Efficacy of Ferumoxytol for the Episodic Treatment of Iron Deficiency Anemia in Pediatric Subjects With Chronic Kidney Disease,A Trial of Ferumoxytol for the Episodic Treatment of Iron Deficiency Anemia in Pediatric Participants With Chronic Kidney Disease
NCT01331018,2023-07-10,"February 22, 2012","July 17, 2032","July 17, 2032",2011-03-16,NA,Interventional,Phase 1,3,"Active, not recruiting",Gene Transfer for Patients With Fanconi Anemia Complementation Group A (FANCA),Gene Therapy for Fanconi Anemia
NCT01358552,2013-04-30,January 2011,March 2012,March 2012,2011-05-18,NA,Observational,NA,53,Terminated,"Néevo®/NéevoDHA® P.L.U.S. Program (Progress Through Learning, Understand & Support)","Néevo®/NéevoDHA® P.L.U.S. Program (Progress Through Learning, Understand & Support)"
NCT01379963,2017-06-15,"April 30, 2009","February 28, 2011","February 28, 2011",2011-06-22,2015-11-20,Observational,NA,780,Completed,Non-interventional Study of Six-month Retrospective Reporting of Hemoglobin Levels in Patients With Renal Anaemia Who Are Treated With MIRCERA® (Methoxy-polyethylene-glycol-epoetin Beta),A Retrospective Observational Study of Hemoglobin Levels in Patients With Renal Anemia Treated With Mircera (Methoxy Polyethylene Glycol-Epoetin Beta)
NCT01381094,2022-06-07,"June 15, 2011","February 16, 2012","February 16, 2012",2011-06-23,2022-04-22,Interventional,Phase 2,93,Completed,"Phase 2a Randomized, Double-Blind, Placebo-Controlled, Dose Range Study to Assess the Pharmacodynamic Response, Pharmacokinetics, Safety, and Tolerability of 42-Day Repeat Oral Doses of AKB-6548 in Subjects With Anemia Secondary to Chronic Kidney Disease (CKD), Stages 3 and 4",42-Day Repeat Oral Dose Study of AKB-6548 in Participants With Chronic Kidney Disease and Anemia
NCT01393496,2021-09-09,July 2011,"October 31, 2018","April 30, 2017",2011-07-12,NA,Interventional,Phase 4,1013,Completed,Effects of Transfusion Thresholds on Neurocognitive Outcome of Extremely Low Birth Weight Infants (ETTNO)- a Blinded Randomized Controlled Multicenter Trial,Effects of Transfusion Thresholds on Neurocognitive Outcome of Extremely Low Birth Weight Infants
NCT01422824,2016-02-26,June 2010,January 2014,January 2014,2011-08-23,2016-02-26,Observational,NA,185,Completed,An Observational. Non-interventional Study to Observe the Safety and Efficacy of MIRCERA in the Treatment of Chronic Renal Anemia in Maintenance ESA Treated Patients on Haemodialysis (STABILE),An Observational Study of Mircera (Methoxy Polyethylene Glycol-Epoetin Beta) as Maintenance Treatment in Patients With Chronic Renal Anemia on Haemodialysis
NCT01428154,2016-06-16,April 2016,November 2016,November 2016,2011-09-01,NA,Interventional,Phase 1,0,Withdrawn,"An Open-label, Single-dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Darbepoetin Alfa in Paediatric Subjects From Birth to Less Than 1 Year of Age With Anemia Due to Chronic Kidney Disease",Study to Evaluate Darbepoetin Alfa in Pediatric Subjects With Anemia Due to Chronic Kidney Disease
NCT01519947,2019-06-17,"May 30, 2012","May 30, 2015","May 30, 2015",2012-01-18,2017-09-08,Interventional,Phase 4,87,Completed,Comparative Study to Evaluate the Effect of the Altitude on Dosage Requirements of Methoxy Polyethylene Glycol-Epoetin Beta to Correct Hemoglobin Levels in Chronic Renal Anemia in Pre-Dialysis and Dialysis Patients,A Study of The Effect of Altitude on Mircera (Methoxy Polyethylene Glycol-Epoetin Beta) Dose Requirements in Participants With Chronic Renal Anemia in Pre-Dialysis or Dialysis
NCT01543477,2020-09-29,"July 7, 2010","April 29, 2020","April 29, 2020",2012-02-21,NA,Observational,NA,4501,Completed,POST-AUTHORISATION SAFETY COHORT OBSERVATION OF RETACRIT (EPOETIN ZETA) ADMINISTERED SUBCUTANEOUSLY FOR THE TREATMENT OF RENAL ANAEMIA (PASCO II),Post-Authorisation Safety Cohort Observation of RetacritTM (Epoetin Zeta) Administered Subcutaneously for the Treatment of Renal Anaemia
NCT01555255,2015-04-22,November 2010,December 2012,March 2012,2012-03-14,NA,Observational,NA,1205,Unknown status,Malaria Rapid Diagnostic Tests (RDTs) in Pregnancy: Detection of Placental Malaria,Malaria Rapid Diagnostic Tests (RDTs) in Pregnancy: Detection of Placental Malaria
NCT01555515,2016-09-12,March 2012,April 2014,June 2013,2012-03-13,NA,Interventional,Phase 1/Phase 2,4,Terminated,Safety and Efficacy of Sustained Erythropoietin Therapy of Anemia in End Stage Renal Disease (ESRD) Dialysis Patients Using EPODURE Biopump,Epodure Therapy of Anemia in End Stage Renal Disease on Dialysis With Epodure Skin Implant
NCT01587898,2017-10-09,"May 17, 2012","May 7, 2013","May 7, 2013",2012-04-19,2017-08-15,Interventional,Phase 2,72,Completed,"A Four-week Phase IIa, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multi-center Study to Evaluate the Safety, Efficacy and Pharmacokinetics of GSK1278863 in Subjects With Anemia Associated With Chronic Kidney Disease Who Are Not Taking Recombinant Human Erythropoietin and Are Not Undergoing Dialysis",4 Week Correction Study in Subjects With Anemia Associated With Chronic Kidney Disease Who Are Not Undergoing Dialysis
NCT01587924,2017-10-12,"May 23, 2012","May 27, 2013","May 27, 2013",2012-04-23,2017-08-14,Interventional,Phase 2,80,Completed,"A Four-week, Phase IIa, Randomized, Active-controlled, Parallel-group, Multi-center Study to Evaluate the Safety, Efficacy and Pharmacokinetics of Switching Subjects From a Stable Dose of Recombinant Human Erythropoietin to GSK1278863 in Hemodialysis-dependent Subjects With Anemia Associated With Chronic Kidney Disease",4 Week Switch Study in Hemodialysis-dependent Subjects With Anemia Associated With Chronic Kidney Disease
NCT01599507,2014-02-27,December 2011,January 2013,January 2013,2012-05-11,NA,Interventional,Phase 2,91,Completed,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Sequential Group, Dose Ranging Safety and Efficacy Study of FG 4592 in Non-dialysis Chronic Kidney Disease (CKD) Subjects With Anemia",Study of FG-4592 in Subjects With Chronic Kidney Disease in China
NCT01665378,2021-07-07,October 2011,December 2019,September 2014,2012-08-13,NA,Interventional,Not Applicable,5011,Completed,Impact of Pre-Pregnancy Micronutrient Supplementation on Maternal and Child Outcomes,Impact of Pre-pregnancy Micronutrient Supplementation on Maternal and Child Outcomes
NCT01666249,2022-11-01,April 2014,December 2020,November 2014,2012-07-25,NA,Interventional,Phase 3,347,Suspended,Evaluation of the Clinic Efficacy of Immunoglobulin Anti-RhD KamRho-D® (Panamerican) in Postpartum Immunization of Rh and Coombs Negative Women at Sensitization Risk.,Clinical Efficacy of Postpartum Immunization of Rh and Coombs Negative Women With Sensitization Risk.
NCT01695759,2018-08-17,December 2013,January 2018,December 2014,2012-09-26,NA,Interventional,Phase 3,92,Terminated,"Evaluation of Clinical Efficacy and Immunogenicity of Drug Eritromax® at Blau Farmacêutica S.A. Compared to Eprex®, Produced by Janssen-Cilag Laboratory in Participants With Secondary Anemia to Chronic Kidney Disease.",Clinical Efficacy of Two Erythropoietin Drug in Participants With Secondary Anemia to Chronic Kidney Disease.
NCT01719146,2022-10-25,January 2013,"June 5, 2021","June 5, 2021",2012-10-29,NA,Observational,NA,134,Completed,Computational Approach to Personalized Anemia Management,Prospective Observational Study of Erythropoietin-Iron Interaction in Anemia of Renal Disease
NCT01720147,2024-01-17,July 2012,"October 26, 2021","October 26, 2021",2012-07-25,NA,Interventional,Phase 1,30,Completed,Quercetin in Children With Fanconi Anemia; a Pilot Study,Quercetin in Children With Fanconi Anemia; a Pilot Study
NCT01750190,2021-09-01,"November 5, 2012","September 24, 2018","September 24, 2018",2012-12-11,2021-09-01,Interventional,Phase 3,922,Completed,"A Phase 3, Randomized, Double-Blind, Placebo Controlled Study of the Efficacy and Safety of Roxadustat (FG-4592) for the Treatment of Anemia in Chronic Kidney Disease Patients Not on Dialysis",A Study of Roxadustat for the Treatment of Anemia in Participants With Chronic Kidney Disease and Not Receiving Dialysis
NCT01763242,2013-01-06,December 2011,December 2012,December 2012,2013-01-06,NA,Interventional,Phase 4,102,Completed,EMAN-Anaemia: An Open Labelled Randomised Control Trial of the Synchronized Electronic MANagement of Anaemia in Chronic Kidney Disease (CKD) Compared to Usual Care Anaemia Management,Study of the Effect of Synchronised Anaemia Management in Chronic Kidney Disease
NCT01768351,2014-07-29,October 2010,October 2012,March 2011,2013-01-13,NA,Interventional,Phase 4,60,Completed,Direct Effect of Paricalcitol on Anemia in Chronic Kidney Disease,Paricalcitol Effect on Anemia in CKD
NCT01795131,2014-04-02,February 2010,December 2013,June 2012,2013-02-09,NA,Interventional,Phase 2/Phase 3,120,Completed,Role of Vitamin B12 Supplementation During Pregnancy and Postpartum to Reduce Nutritional Anemia and Improve Immunity in Bangladeshi Women and Their Infants,Vitamin B12 Supplementation During Pregnancy
NCT01813682,2013-03-20,September 2012,June 2014,December 2013,2013-03-12,NA,Interventional,Not Applicable,118,Unknown status,Effect of Iron-fortified TPN on Preterm Infants Anemia,Effect of Iron-fortified TPN on Preterm Infants Anemia
NCT01832688,2020-02-26,February 2014,September 2015,September 2015,2013-04-04,NA,Observational,NA,2306,Completed,"Assessment of the Nutritional Status of Pregnant Women in Zinder, Niger and Optimization of Prenatal Care Services",Assessment of the Nutritional Status of Pregnant Women and Optimization of Prenatal Care Services
NCT01887600,2021-02-07,"September 3, 2013","November 1, 2017","November 1, 2017",2013-06-25,2020-10-08,Interventional,Phase 3,594,Completed,"A Phase 3, Randomized, Double-Blind, Placebo Controlled Study of the Efficacy and Safety of Roxadustat for the Treatment of Anemia in Chronic Kidney Disease Patients Not on Dialysis",Roxadustat in the Treatment of Anemia in Chronic Kidney Disease Patients Not Requiring Dialysis
NCT01888445,2019-12-31,"March 28, 2013","September 15, 2014","September 15, 2014",2013-06-25,NA,Interventional,Phase 2,130,Completed,"A Japanese, Phase 2, Multicenter, Randomized, 4-arm Parallel, Double-blind (Arms 1-3), Open-label (Arm 4), Active-comparator (Darbepoetin Alfa) Study of Intermittent Oral Dosing of ASP1517 in Hemodialysis-dependent Chronic Kidney Disease Patients With Anemia",A Study to Investigate the Effect of ASP1517 After Intermittent Oral Dosing in Dialysis Chronic Kidney Disease Patients With Anemia Compared With Darbepoetin as a Reference Drug
NCT01902628,2019-08-07,"July 15, 2013","September 4, 2016","September 4, 2016",2013-07-16,2017-10-23,Observational,NA,437,Completed,"An Observational, Prospective Study to Evaluate the Hemoglobin Levels in Non-Dialysis Chronic Kidney Disease Subjects With Renal Anemia, Treated With MIRCERA (Methoxy-Polyethylene-Glycol-Epoetin Beta)",OPTIMA: An Observational Study of Mircera (Methoxy Polyethylene Glycol-Epoetin Beta) in Participants With Chronic Kidney Disease Stages 3 and 4 Not on Dialysis
NCT01903148,2013-11-08,October 2011,June 2012,June 2012,2013-07-12,2013-08-22,Observational,NA,455,Completed,ANEMIA MANAGEMENT IN CHRONIC KIDNEY DISEASE NOT ON DIALYSIS PATIENTS AFTER THE ERBP WORKING GROUP RECOMMENDATIONS,Anemia Management in Chronic Kidney Disease Not on Dialysis Patients After the European Renal Best Practice (ERBP) Working Group Recommendations
NCT01906489,2022-07-12,"July 23, 2013","September 3, 2014","September 3, 2014",2013-07-20,2022-04-22,Interventional,Phase 2,210,Completed,"Phase 2b Randomized, Double-Blind, Placebo-Controlled Study to Assess the Pharmacodynamic Response, Safety, and Tolerability to 20 Weeks of Oral Dosing of AKB-6548 in Participants With Anemia Secondary to Chronic Kidney Disease (CKD), GFR Categories G3a-G5 (Stages 3, 4, AND 5) (Pre-Dialysis)",20-Week Repeat Oral Dose Study of AKB-6548 in Participants With Chronic Kidney Disease and Anemia
NCT01940484,2017-06-13,"August 31, 2009","July 31, 2012","July 31, 2012",2013-09-09,2016-03-21,Observational,NA,98,Completed,"An Observational, Non-Interventional Cohort Study to Observe the Efficacy and Use of MIRCERA in the Treatment of Chronic Renal Anaemia in Patients With Chronic Kidney Disease Stage V on Haemodialysis",An Observational Study of Methoxy Polyethylene Glycol-Epoetin Beta (Mircera) in Stage V Chronic Kidney Disease Participants on Hemodialysis
NCT01964196,2021-04-08,"September 17, 2013","December 1, 2015","July 6, 2015",2013-10-15,NA,Interventional,Phase 2,107,Completed,"ASP1517 Phase 2 Clinical Trial -A Multi-center, Randomized, Parallel Groups, Placebo-controlled, Double-Blind Study of ASP1517 for the Treatment of Anemia in Chronic Kidney Disease Patients Not on Dialysis-",ASP1517 Phase 2 Clinical Trial - Double-Blind Study of ASP1517 for the Treatment of Anemia in Chronic Kidney Disease Patients Not on Dialysis-
NCT01974271,2016-11-01,January 2014,April 2015,April 2015,2013-10-28,NA,Observational,NA,661,Completed,IMPACT OF COMORBITIES ON HEMOGLOBIN STABILITY IN CHONIC KIDNEY DISEASE PATIENTS ON DIALYSIS TREATED WITH C.E.R.A,An Observational Study of Hemoglobin Stability in Chronic Kidney Disease Patients on Dialysis Treated With Mircera (Methoxy Polyethylene Glycol-epoetin Beta)
