nct_id,id_source,id_value,id_type,id_type_description,id_link
NCT00968617,org_study_id,2578-002,NA,NA,NA
NCT00968617,secondary_id,2009_653,NA,NA,NA
NCT05687149,org_study_id,10001109,NA,NA,NA
NCT05687149,secondary_id,001109-C,NA,NA,NA
NCT05977686,org_study_id,NCR234874,NA,NA,NA
NCT01331018,org_study_id,2097.00,NA,NA,NA
NCT01331018,secondary_id,NCI-2011-00202,Registry Identifier,CTRP (Clinical Trial Reporting Program),NA
NCT01331018,secondary_id,RG9212015,Other Identifier,Fred Hutch/University of Washington Cancer Consortium,NA
NCT00924781,org_study_id,2578-003,NA,NA,NA
NCT00924781,secondary_id,2009_603,NA,NA,NA
NCT04667533,org_study_id,DESI.20.001,NA,NA,NA
NCT01264679,org_study_id,AMAG-FER-CKD-253,NA,NA,NA
NCT05304442,org_study_id,H-49444,NA,NA,NA
NCT03605511,org_study_id,18/0217,NA,NA,NA
NCT02221752,org_study_id,Vifor/PFH supplement trial,NA,NA,NA
NCT04976179,org_study_id,PACTR202012843695208,NA,NA,NA
NCT04976179,secondary_id,ISRCTN63484804,Registry Identifier,International Standard Randomised Controlled Trial Number,NA
NCT04976179,secondary_id,Investment ID INV-017271,Other Grant/Funding Number,Bill and Melinda Gates Foundation,NA
NCT04976179,secondary_id,2021-002867-23,EudraCT Number,NA,NA
NCT03481790,org_study_id,AinShams Maternity Hospital,NA,NA,NA
NCT02817555,org_study_id,HIC10.104,NA,NA,NA
NCT06016036,org_study_id,SAL0951A301,NA,NA,NA
NCT03562143,org_study_id,GCO 18-1781,NA,NA,NA
NCT05545527,org_study_id,U32401,NA,NA,NA
NCT05504863,org_study_id,R-2111-07169,NA,NA,NA
NCT05358509,org_study_id,1811-03347,NA,NA,NA
NCT04310059,org_study_id,UW 20-084,NA,NA,NA
NCT00422513,org_study_id,ML20336,NA,NA,NA
NCT03428594,org_study_id,136Ane14004,NA,NA,NA
NCT05479799,org_study_id,anemia in pregnancy: Beni-Suef,NA,NA,NA
NCT05143021,org_study_id,211778,NA,NA,NA
NCT01832688,org_study_id,447971,NA,NA,NA
NCT01832688,secondary_id,10-1335-UCALIF,Other Grant/Funding Number,The Micronutrient Initiative,NA
NCT06261398,org_study_id,2023H0065,NA,NA,NA
NCT00609544,org_study_id,IL1T-AN-0704,NA,NA,NA
NCT05082571,org_study_id,AKB-6548-CI-0041,NA,NA,NA
NCT06220461,org_study_id,REB23-1665,NA,NA,NA
NCT02278341,org_study_id,1517-CL-0613,NA,NA,NA
NCT02278341,secondary_id,2013-001497-16,EudraCT Number,NA,NA
NCT03968952,org_study_id,22-19,NA,NA,NA
NCT05725278,org_study_id,Triggerise Protocol V2,NA,NA,NA
NCT03361124,org_study_id,00006502,NA,NA,NA
NCT02185911,org_study_id,20130301,NA,NA,NA
NCT03317210,org_study_id,34130203,NA,NA,NA
NCT02191527,org_study_id,EGPAF-004,NA,NA,NA
NCT02191683,org_study_id,1309-00003B,NA,NA,NA
NCT02191683,secondary_id,Strategiske Forskningsråd,Other Identifier,Danish Council for Strategic Research,NA
NCT05910853,org_study_id,SAN-09686,NA,NA,NA
NCT05251493,org_study_id,HC6-024-c260086 SHA REB-21-64,NA,NA,NA
NCT02228655,org_study_id,FX-C-888,NA,NA,NA
NCT01902628,org_study_id,ML28261,NA,NA,NA
NCT05496400,org_study_id,0106769,NA,NA,NA
NCT03287882,org_study_id,4324-Ped-ERC-16,NA,NA,NA
NCT02075463,org_study_id,114837,NA,NA,NA
NCT01977573,org_study_id,113747,NA,NA,NA
NCT01587898,org_study_id,116581,NA,NA,NA
NCT02174627,org_study_id,D5740C00001,NA,NA,NA
NCT02021318,org_study_id,1517-CL-0610,NA,NA,NA
NCT02021318,secondary_id,2013-000951-42,EudraCT Number,NA,NA
NCT01977482,org_study_id,113633,NA,NA,NA
NCT02019719,org_study_id,116099,NA,NA,NA
NCT01906489,org_study_id,AKB-6548-CI-0007,NA,NA,NA
NCT04391998,org_study_id,175,NA,NA,NA
NCT05691257,org_study_id,JRen,NA,NA,NA
NCT00167206,org_study_id,0312M54991,NA,NA,NA
NCT00167206,secondary_id,MT2003-18,Other Identifier,Blood and Marrow Transplantation Program,NA
NCT06201910,org_study_id,2023-1405,NA,NA,NA
NCT05644964,org_study_id,MCBU_anemia,NA,NA,NA
NCT02441439,org_study_id,0036-15,NA,NA,NA
NCT01519947,org_study_id,ML25754,NA,NA,NA
NCT00548860,org_study_id,1VIT07017,NA,NA,NA
NCT01750190,org_study_id,FGCL-4592-060,NA,NA,NA
NCT04414527,org_study_id,BC-06756,NA,NA,NA
NCT05423249,org_study_id,IRB2022-00121,NA,NA,NA
NCT04148859,org_study_id,04-220,NA,NA,NA
NCT03580941,org_study_id,LS30885-2,NA,NA,NA
NCT03484845,org_study_id,u1111-1210-1436,NA,NA,NA
NCT02680574,org_study_id,AKB-6548-CI-0015,NA,NA,NA
NCT02680574,secondary_id,2015-004774-14,EudraCT Number,NA,NA
NCT00994318,org_study_id,FER-CKD-01,NA,NA,NA
NCT03392298,org_study_id,TH-3,NA,NA,NA
NCT04505514,org_study_id,2020121-8204,NA,NA,NA
NCT02268994,org_study_id,KRX-0502-306,NA,NA,NA
NCT03251664,org_study_id,AAHB-217/15,NA,NA,NA
NCT04008147,org_study_id,INDIA,NA,NA,NA
NCT03476330,org_study_id,2018-0073,NA,NA,NA
NCT03476330,secondary_id,6353,Other Grant/Funding Number,FDA Office of Orphan Products Development (OOPD),NA
NCT03217656,org_study_id,ZJU_JBC2013013,NA,NA,NA
NCT05082584,org_study_id,AKB-6548-CI-0042,NA,NA,NA
NCT02689206,org_study_id,204836,NA,NA,NA
NCT02689206,secondary_id,2015-004790-32,EudraCT Number,NA,NA
NCT03206086,org_study_id,170121,NA,NA,NA
NCT03206086,secondary_id,17-H-0121,NA,NA,NA
NCT00642967,org_study_id,ML21146,NA,NA,NA
NCT00642967,secondary_id,2007-005757-28,EudraCT Number,NA,NA
NCT00970866,org_study_id,223623,NA,NA,NA
NCT00548691,org_study_id,1VIT07018,NA,NA,NA
NCT00479115,org_study_id,CCHMCEH004,NA,NA,NA
NCT00479115,secondary_id,R01HL081499,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01HL081499
NCT01795131,org_study_id,PR-09033,NA,NA,NA
NCT03657433,org_study_id,1807765944,NA,NA,NA
NCT03212781,org_study_id,IDAO,NA,NA,NA
NCT03836703,org_study_id,3201,NA,NA,NA
NCT00981045,org_study_id,1VIT09030,NA,NA,NA
NCT05543499,org_study_id,20210709,NA,NA,NA
NCT01102413,org_study_id,P-Monofer-CKD-02,NA,NA,NA
NCT03814408,org_study_id,RP-L102-0418,NA,NA,NA
NCT01888445,org_study_id,1517-CL-0304,NA,NA,NA
