"","nct_id","last_update_submitted_date","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region"
"62","NCT01865487",2019-12-03,2013-05-21,2019-04-23,"Interventional","Phase 1/Phase 2",98,"Completed","A Phase I/IIa Double-Blind, Randomized, Placebo-controlled Dose-Finding Study to Evaluate the Safety and Immunogenicity of AERAS-456 in HIV-Negative Adults With and Without Latent Tuberculosis Infection","A Phase I/IIa AERAS-456 in HIV-Negative Adults With & Without Latent Tuberculosis Infection (C-035-456)",2013-08-01,2015-11-01,2015-08-01,TRUE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"63","NCT01660646",2018-03-20,2012-07-26,NA,"Interventional","Not Applicable",650000,"Completed","A Cluster Randomised Trial to Assess the Impact of an Enhanced Case Finding Strategy on Tuberculosis Notification in The Gambia","Determining the Impact of Enhanced Case Finding on Tuberculosis Notification in The Gambia",2012-06-01,2015-10-01,2014-12-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Gambia","LMIC"
"64","NCT00600782",2020-10-02,2008-01-15,NA,"Interventional","Phase 2",45,"Completed","Immunogenicity and Safety of GSK Biologicals' Candidate Tuberculosis (TB) Vaccine (692342) When Administered to Healthy Adults Aged 21 to 40 Years.","Immunogenicity and Safety of a Candidate Tuberculosis (TB) Vaccine Given to Healthy Adults in a TB-endemic Region",2008-02-05,2008-12-19,2008-12-19,FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","South Africa","LMIC"
"65","NCT01583972",2014-08-22,2012-04-14,NA,"Interventional","Not Applicable",300,"Completed","Efficacy of Newborn Vitamin A Supplementation in Improving Immune Function","Efficacy of Newborn Vitamin A Supplementation in Improving Immune Function",2012-01-01,2014-08-01,2013-07-01,FALSE,"Randomized","Quadruple","FED",FALSE,"Monocentric","Bangladesh","LMIC"
"66","NCT02234908",2021-01-07,2014-09-05,NA,"Interventional","Not Applicable",301,"Completed","Rewards for Tuberculosis Contact Screening","Rewards for Tuberculosis Contact Screening",2014-10-01,2016-12-01,2016-01-01,FALSE,"Non-Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","South Africa","LMIC"
"67","NCT01053598",2013-02-16,2010-01-19,NA,"Observational",NA,600,"Completed","EVALUATION OF THE PERFORMANCE OF THE NITRATE REDUCTASE AND RESAZURIN TITRE ASSAY FOR THE DETECTION OF MYCOBACTERIUM TUBERCULOSIS COMPLEX FROM SPUTUM IN A HIGH TB AND HIV SETTING","Evaluation Of The Performance Of The Nitrate Reductase And Resazurin Titre Assay For The Detection of Mycobacterium Tuberculosis Complex From Sputum In A High Tb and Hiv Setting",2011-09-01,2012-12-01,2012-09-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Uganda","LMIC"
"68","NCT02778828",2019-02-01,2016-05-12,NA,"Interventional","Not Applicable",31,"Completed","Determination of Pharmacokinetic and Therapeutic Adaptation of Linezolid in the Treatment of Multi-Resistant Tuberculosis MDR-TB","Pharmacokinetic and Therapeutic Adaptation of Linezolid in the Treatment of Multi-Resistant Tuberculosis",2015-11-04,2018-12-31,2017-12-31,FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC"
"69","NCT02021747",2017-05-23,2013-11-22,NA,"Observational",NA,0,"Withdrawn","Biologic Basis Of Increased Susceptibility Of Smokers To Pulmonary Infection With Mycobacterium Tuberculosis","Biologic Basis Of Increased Susceptibility Of Smokers To Pulmonary Infection With Mycobacterium Tuberculosis",2014-01-01,2016-10-01,2016-10-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Qatar","HIC"
"70","NCT01162486",2019-01-29,2010-07-13,2014-11-20,"Interventional","Phase 1",37,"Completed","Phase I Dose Escalation Study of the Pharmacokinetics, Safety and Tolerability of Rifapentine and the Effects of Increasing Doses of Rifapentine on Induction of Metabolizing Enzymes in Healthy Volunteers","Pharmacokinetics, Safety and Tolerability of Escalating Rifapentine Doses in Healthy Volunteers",2010-04-01,2011-03-01,2011-02-01,TRUE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC"
"71","NCT01002170",2010-11-01,2009-07-13,NA,"Observational",NA,30,"Completed","The Impact Factor Analysis of the Therapeutic Drug Monitoring of Oral 2nd Line Antituberculosis Agent, Cycloserine","Pharmacokinetic Study of Patients Who Undergo Cycloserine, a 2nd-line Antituberculosis Medicament",2009-05-01,2010-05-01,2009-06-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Taiwan","HIC"
"72","NCT00707967",2018-07-26,2008-06-27,2016-11-07,"Interventional","Phase 2",37,"Completed","Safety and Immunogenicity of a Candidate Tuberculosis (TB) Vaccine (692342) in HIV-positive Adults.","Safety and Immunogenicity of a Candidate Tuberculosis (TB) Vaccine in HIV-positive Adults.",2008-06-30,2009-05-27,2009-05-27,TRUE,"Randomized","Triple","INDUSTRY",FALSE,"Monocentric","Switzerland","HIC"
"73","NCT00797836",2012-01-09,2008-11-24,NA,"Interventional","Phase 4",1024,"Completed","Cost-effectiveness of Quantiferon Gold in VITRO Test of T-lymphocytic Response for Detection of Latent Tuberculosis in At-risk Healthcare Workers","Quantiferon for Detection of Latent Tuberculosis in Healthcare Workers",2008-11-01,2010-11-01,2010-10-01,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC"
"74","NCT01365702",2011-06-06,2011-05-31,NA,"Observational",NA,70,"Unknown status","Clinical Efficacy of Tiotripium in Patients With Airflow Obstruction Due to TB Destroyed Lung","Tiotropium in Patients With Tuberculosis (TB) Destroyed Lung",2011-06-01,2012-12-01,2012-12-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Korea, Republic of","HIC"
"75","NCT02142894",2019-06-05,2014-05-16,2018-09-18,"Observational",NA,33,"Completed","Evaluation of the 4th Generation QuantiFERON-TB Test (CST001) for the Detection of Tuberculosis Infection","Evaluation of the QuantiFERON-TB Test.",2014-05-27,2016-03-28,2016-03-28,TRUE,NA,NA,"INDUSTRY",FALSE,"Monocentric","United States","HIC"
"76","NCT02619240",2019-04-16,2015-11-23,NA,"Observational",NA,200,"Completed","Application of GeneXpert on Bronchoscopic Samples in the Clinical Management of Patients Suspicious of TB","Application of GeneXpert on Bronchoscopic Samples in the Clinical Management of Patients Suspicious of TB",2015-10-01,2017-08-30,2017-04-30,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Hong Kong","HIC"
"77","NCT01167452",2017-05-17,2010-07-20,2016-08-16,"Interventional","Phase 4",36,"Completed","Population Pharmacokinetic Analysis of Sulfamethoxazole and Trimethoprim in Normal Weight, Overweight, and Obese Volunteers","Effect of Weight and/or Obesity on Sulfamethoxazole and Trimethoprim Concentrations",2010-07-01,2012-05-01,2012-05-01,TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC"
"78","NCT00905970",2011-07-08,2009-05-19,NA,"Observational",NA,105,"Unknown status","Demonstration of the Dynamic Hypothesis of Latent Tuberculosis Infection","Demonstration of the Dynamic Hypothesis of Latent Tuberculosis Infection",2009-05-01,2011-12-01,2011-12-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Spain","HIC"
"79","NCT01611844",2013-07-30,2011-12-22,NA,"Interventional","Not Applicable",59,"Completed","Optimization of Tuberculosis Intradermal Skin Test: TB Dermatest WP 3.1","Optimization of Tuberculosis Intradermal Skin Test",2011-09-01,2013-04-01,2012-06-01,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","France","HIC"
"80","NCT02782416",2016-12-13,2016-05-11,NA,"Interventional","Not Applicable",800,"Unknown status","A Randomized Study for Screening Latent Tuberculosis Infection and Observing Preventive Therapy in Patients Preparing for Kidney Transplantation","Screening Latent Tuberculosis Infection and Observing Preventive Therapy in Kidney Transplantation",2014-01-01,2017-12-01,2017-12-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Taiwan","HIC"
"81","NCT00925249",2009-12-11,2009-05-13,NA,"Observational",NA,90,"Unknown status","Comparison of the Tuberculin Skin Test (TST) and QuantiFERON ®-TB Gold Test (QFT-G) In Patients With Rheumatoid Arthritis Being Considered for Anti-TNF-Alpha Therapy","Comparison of the Tuberculin Skin Test (TST) and QuantiFERON ®-TB Gold Test (QFT-G) In Patients With Rheumatoid Arthritis Being Considered for Anti-TNF-Alpha Therapy",2009-05-01,2011-06-01,2011-05-01,FALSE,NA,NA,"FED",FALSE,"Monocentric","United States","HIC"
"82","NCT01007396",2011-12-06,2009-11-02,2010-05-17,"Interventional","Not Applicable",322,"Completed","Diagnosis of Tuberculosis Infection in Health Care Workers Using Ex-vivo Interferon-gamma Assay","Diagnosis of Tuberculosis Infection in Health Care Workers Using Ex-vivo Interferon-gamma Assay",2008-01-01,2009-12-01,2009-12-01,TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC"
"83","NCT03010111",2017-01-03,2016-12-17,NA,"Interventional","Not Applicable",240,"Unknown status","Latent Tuberculosis Infection in Korean Health Care Workers Using Interferon Gamma Releasing Assay","Latent Tuberculosis Infection in Korean Health Care Workers",2016-12-01,2017-12-01,2017-12-01,FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC"
"84","NCT01879163",2014-12-15,2013-06-12,NA,"Interventional","Phase 1",30,"Completed","A Phase I Randomised Trial to Evaluate the Safety and Immunogenicity of MVA85A-IMX313 Compared to MVA85A in Bacille Calmette-Guérin (BCG) Vaccinated Adults","Phase I Trial Evaluating Safety and Immunogenicity of MVA85A-IMX313 Compared to MVA85A in BCG Vaccinated Adults",2013-07-01,2014-12-01,2014-12-01,FALSE,"Randomized","Single","OTHER",TRUE,"Multicentric Local","United Kingdom","HIC"
"85","NCT00979290",2015-04-14,2009-09-14,NA,"Observational",NA,161,"Completed","Comparison of Adverse Reactions and Efficiency of Fixed-dose Combination Chemotherapy and Separate Formulations for Pulmonary Tuberculosis","Adverse Reactions and Efficacy of Fixed-dose Combination Anti-tuberculosis (TB) Drugs",2008-10-01,2011-11-01,2009-11-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Taiwan","HIC"
"86","NCT02382107",2018-03-06,2015-03-05,NA,"Observational",NA,400,"Completed","A Blinded, Cross-sectional, Diagnostic Evaluation Study Performed in Pulmonary TB Suspects at the TB Dispensary for Sector 4 of the Marius-Nasta-Institute in Bucharest, Romania","A Blinded, Cross-sectional, Diagnostic Evaluation Study Performed in Pulmonary TB Suspects at the TB Dispensary for Sector 4 of the Marius-Nasta-Institute in Bucharest, Romania",2015-03-01,2017-08-01,2016-05-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Romania","HIC"
"87","NCT03822156",2019-06-23,2019-01-25,NA,"Observational",NA,500,"Completed","Clinical Analysis of the Patients With Cavitary Pulmonary Tuberculosis and Endobronchial Tuberculosis in the Private-Public Mix Project for Tuberculosis, Ulsan University Hospital Cohort (PPM-UUH Cohort)","Clinical Analysis of the Patients With Cavitary Pulmonary TB and Endobronchial TB in the PPM-UUH Cohort",2010-01-01,2018-06-30,2018-06-30,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Korea, Republic of","HIC"
"88","NCT02073669",2019-01-24,2014-02-25,NA,"Interventional","Not Applicable",115,"Completed","Better Identification of Latent Tuberculosis Infection Among Israeli Young Adults by Comparison Skin Tests and Interferon Gamma Releasing Assays (IGRA)","Latent Tuberculosis in Second Generation Immigrants From High Risk Countries Compare to Low-risk Young Israeli Adults",2014-03-01,2018-11-01,2018-08-01,FALSE,"Non-Randomized","Single","OTHER_GOV",TRUE,"Multicentric Local","Israel","HIC"
"89","NCT01866579",2014-05-19,2013-05-28,NA,"Observational",NA,49,"Completed",NA,"Early Retinal Nerve Fiber Layer Change of Ethambutol Optic Neuropathy by Optical Coherence Tomography",2013-05-01,2014-05-01,2014-05-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Korea, Republic of","HIC"
"90","NCT02774993",2017-11-22,2016-03-11,NA,"Interventional","Phase 2",40,"Completed","Doxycycline and the Modulation of Host Immunopathology in Human Pulmonary Tuberculosis: A Pilot Study","Doxycycline in Human Pulmonary Tuberculosis",2015-09-01,2017-06-01,2017-06-01,FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","Singapore","HIC"
"91","NCT01329250",2016-11-17,2011-03-08,NA,"Interventional","Phase 4",9,"Terminated","Pharmacokinetics and Safety of Moxifloxacin; a Dose Escalation in Patients With Tuberculosis","Pharmacokinetics and Safety of Moxifloxacin",2011-05-01,2016-08-01,2015-06-01,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC"
"92","NCT02393586",2017-04-03,2015-03-06,NA,"Interventional","Phase 1",43,"Completed","Evaluating Pharmacokinetics and Whole Blood Bactericidal Activity Against Mycobacterium Tuberculosis of Single Doses of Faropenem Plus Amoxicillin/Clavulanic Acid in Healthy Volunteers","Whole Blood Bactericidal Activity (WBA) Against Mycobacterium Tuberculosis of Faropenem Plus Amoxicillin/Clavulanic Acid in Healthy Volunteers",2015-02-01,2015-10-01,2015-10-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Singapore","HIC"
"93","NCT01350674",2018-07-30,2011-04-28,NA,"Interventional","Not Applicable",50,"Suspended","Role of EBUS-TBNA (Endobronchial Ultrasound Transbronchial Needle Aspiration- in Diagnosing Tuberculosis in Mediastinal and/or Hilar Lymph Nodes","Role of EBUS-TBNA in Diagnosing TB in Mediastinal/Hilar Lymph Nodes",2010-12-01,2018-03-01,2017-12-01,FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Belgium","HIC"
"94","NCT02581579",2019-12-03,2015-10-19,NA,"Interventional","Not Applicable",24,"Completed","Pilot Phase I Clinical Trial, Double-blind, Randomized, Placebo Controlled and Masked to Evaluate the Tolerability and Immunogenicity of Nyaditum Resae ® Probiotic Administered to Pediatric Population in Contact With Tuberculosis With or Without Latent Tuberculosis Infection","Study to Evaluate the Tolerability and Immunogenicity of Nyaditum Resae ® Probiotic Administered to Pediatric Population in Contact With Tuberculosis With or Without Latent Tuberculosis Infection",2015-12-09,2019-03-06,2019-03-06,FALSE,"Randomized","Triple","INDUSTRY",TRUE,"Multicentric Local","Spain","HIC"
"95","NCT02074956",2014-03-14,2014-02-27,NA,"Interventional","Phase 1",60,"Completed","A Phase I Randomized Placebo-Controlled, Double-Blind Study to Evaluate Safety and Immunogenicity of AERAS 404 When Administered as Different IC31 Adjuvant Amounts With Different AERAS-404 (HyVac4) Antigen Amounts in HIV-Negative BCG-Vaccinated Adults Without Evidence of Tuberculosis Infection","A Phase I Study to Evaluate Safety and Immunogenicity of AERAS 404 Administered in Adults",2008-05-01,2009-10-01,2009-10-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Finland","HIC"
"96","NCT01521364",2013-05-27,2011-09-13,2013-01-17,"Interventional","Phase 4",7,"Completed","The Pharmacokinetic Effect of Clarithromycin on the AUC0-12h of Linezolid in Multidrug-resistant and Extensively Drug-resistant Tuberculosis (MDR/XDR-TB) Patients","Drug Interaction Study Between Linezolid and Clarithromycin in Tuberculosis Patients",2011-12-01,2012-11-01,2012-10-01,TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC"
"97","NCT01587677",2016-10-05,2012-04-23,NA,"Observational",NA,92,"Completed","Diagnostic Evaluation of a Urine and Plasma Based LAM FLISA for the Diagnosis of Infection With Mycobacterium Tuberculosis","Evaluation of a LAM FLISA for the Diagnosis of Tuberculosis",2012-02-01,2013-02-01,2012-11-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Germany","HIC"
"98","NCT02288481",2019-09-03,2014-11-07,NA,"Interventional","Phase 1",48,"Completed","A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose Study With a Food Effect Cohort to Evaluate the Safety, Tolerability, and Pharmacokinetics of TBA-354 in Healthy Adult Subjects","A Phase 1 Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of TBA-354 in Healthy Adult Subjects",2015-01-01,2015-06-01,2015-06-01,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","United States","HIC"
"99","NCT01165840",2016-06-09,2010-07-16,2015-10-28,"Interventional","Phase 4",37,"Completed","Population Pharmacokinetic Analysis of Dapsone in Normal, Overweight and Obese Volunteers","Effect of Weight and/or Obesity on Dapsone Drug Concentrations",2010-07-01,2012-05-01,2012-05-01,TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC"
"100","NCT01395654",2012-12-26,2011-07-05,NA,"Interventional","Phase 4",100,"Unknown status","Different Reintroduction Regimens of Antituberculosis Drugs After Development of Hepatitis During Anti-tuberculosis Treatment","Reintroduction Regimens After Hepatitis During Anti-tuberculosis Treatment",2011-07-01,2015-12-01,2013-12-01,FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Taiwan","HIC"
