"","nct_id","last_update_submitted_date","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region"
"64","NCT01191983",2018-07-17,2010-08-16,NA,"Interventional","Phase 4",102,"Completed","A Single Arm Open Label Multicenter Interventional Study to Assess the Efficacy, Safety, and Tolerability of Every 4 Weeks Administration of Subcutaneous C.E.R.A. for the Treatment of Chronic Renal Anemia in Diabetic Nephropathy With Chronic Kidney Disease Stages III-IV Not on Dialysis, Not Currently Treated With ESA.","A Study of Methoxy Polyethylene Glycol-Epoetin Beta (Mircera) for the Treatment of Chronic Renal Anemia in Participants With Diabetic Nephropathy",2010-08-13,2018-04-23,2018-04-23,FALSE,NA,"None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","India","LMIC"
"65","NCT03019172",2017-11-27,2017-01-10,NA,"Interventional","Not Applicable",40,"Completed","Safety, and Effectiveness of Lactobacillus Reuteri for the Treatment of Urinary Tract Infections in Women: A Pilot Randomized Clinical Trial (RCT)","Clinical Trial of L. Reuteri in Urinary Tract Infections in Non Pregnant Women",2017-03-05,2017-09-30,2017-07-30,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","Mexico","LMIC"
"66","NCT03378791",2017-12-14,2017-12-14,NA,"Interventional","Phase 3",120,"Completed","Iron Bisglycinate Chelate or Ferrous Fumarate in Treatment of Iron Deficiency Anemia in Pregnant Women","Efficacy of Iron Bisglycinate in Treatment of Iron Deficiency Anemia in Pregnant Women",2015-12-31,2017-10-31,2017-10-31,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","Egypt","LMIC"
"67","NCT01337791",2011-04-18,2011-04-15,NA,"Interventional","Phase 4",88,"Completed",NA,"Efficacy, Safety and Tolerability of Telbivudine in HBeAg Positive Chronic Hepatitis B Pregnant Women With Elevated Alanine Aminotransferase Levels",2008-08-01,2009-12-01,2009-12-01,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","China","LMIC"
"68","NCT00731315",2015-03-05,2008-08-05,NA,"Interventional","Not Applicable",200,"Terminated","Computer-Assisted Treatment in the Management of Adult Female Patients With Symptoms of Urinary Tract Infection in Emergency Departments and Community Health Centers: A Randomized Trial","Computer-Assisted Treatment of Urinary Tract Infection in Emergency Departments and Community Health Centers",2008-08-01,2011-07-01,2011-07-01,FALSE,"Randomized","Double","OTHER",TRUE,"Multicentric Local","United States","HIC"
"69","NCT01482832",2019-04-23,2011-11-25,NA,"Interventional","Not Applicable",250,"Completed","Preventing Postpartum Depression in Adolescent Mothers","Interpersonal Therapy-Based Treatment to Prevent Postpartum Depression in Adolescent Mothers",2011-12-01,2018-10-30,2017-12-01,FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","United States","HIC"
"70","NCT02289794",2016-02-10,2014-11-03,NA,"Interventional","Phase 1",194,"Completed","Evaluation of a Candidate Vaccine Against Uropathogenic Escherichia Coli in Women With a Clinical History of Recurrent Urinary Tract Infection","Vaccine Against Escherichia Coli Infection",2014-01-01,2015-09-01,2015-07-01,FALSE,"Randomized","Single","INDUSTRY",FALSE,"Monocentric","Switzerland","HIC"
"71","NCT01346774",2015-05-26,2011-04-29,2015-04-28,"Interventional","Phase 2",200,"Completed","Phase II Efficacy of Cranberry Powder in Preventing Catheter-associated Urinary Tract Infection Post Elective Gynecological Surgery","Preventing Urinary Tract Infection Post-Surgery",2011-06-01,2013-10-01,2013-05-01,TRUE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","United States","HIC"
"72","NCT01142752",2016-08-02,2010-06-07,NA,"Observational",NA,71,"Completed","Vaginal, Oral and Systemic Inflammation in Preterm Birth","Vaginal, Oral and Systemic Inflammation in Preterm Birth",2011-11-01,2015-05-01,2015-04-01,FALSE,NA,NA,"OTHER",FALSE,"Monocentric","Switzerland","HIC"
"73","NCT02267382",2019-10-07,2014-10-08,2019-09-10,"Interventional","Phase 2",254,"Completed","A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Study to Evaluate the Efficacy and Safety of VT-1161 Oral Tablets in the Treatment of Patients With Recurrent Vulvovaginal Candidiasis","A Study to Evaluate Oral VT-1161 in the Treatment of Patients With Recurrent Vaginal Candidiasis (Yeast Infection)",2015-02-10,2016-11-09,2016-11-09,TRUE,"Randomized","Double","INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"74","NCT02661789",2016-01-19,2016-01-13,NA,"Interventional","Not Applicable",63,"Completed","Neuropsychobiological Correlates of Sex-steroid Hormone Manipulation in Healthy Women: a Risk Model for Depression","Neuropsychobiological Correlates of Sex-steroid Hormone Manipulation in Healthy Women: a Risk Model for Depression",2011-01-01,2012-12-01,2012-12-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Denmark","HIC"
"75","NCT01974271",2016-11-01,2013-10-28,NA,"Observational",NA,661,"Completed","IMPACT OF COMORBITIES ON HEMOGLOBIN STABILITY IN CHONIC KIDNEY DISEASE PATIENTS ON DIALYSIS TREATED WITH C.E.R.A","An Observational Study of Hemoglobin Stability in Chronic Kidney Disease Patients on Dialysis Treated With Mircera (Methoxy Polyethylene Glycol-epoetin Beta)",2014-01-01,2015-04-01,2015-04-01,FALSE,NA,NA,"INDUSTRY",TRUE,"Multicentric Local","France","HIC"
"76","NCT01779193",2015-04-26,2013-01-28,NA,"Interventional","Phase 4",200,"Unknown status","A Double-blind,Randomized,Parallel,Placebo-controlled Study of Probiotics Capsule as Supplemental Therapy for Group B Streptococci Infection and Vaginitis During Pregnancy","Probiotics Capsule as Supplemental Therapy for Group B Streptococci Infection and Vaginitis During Pregnancy",2012-06-01,2015-07-01,2015-07-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Taiwan","HIC"
"77","NCT01768351",2014-07-29,2013-01-13,NA,"Interventional","Phase 4",60,"Completed","Direct Effect of Paricalcitol on Anemia in Chronic Kidney Disease","Paricalcitol Effect on Anemia in CKD",2010-10-01,2012-10-01,2011-03-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Italy","HIC"
"78","NCT01903148",2013-11-08,2013-07-12,2013-08-22,"Observational",NA,455,"Completed","ANEMIA MANAGEMENT IN CHRONIC KIDNEY DISEASE NOT ON DIALYSIS PATIENTS AFTER THE ERBP WORKING GROUP RECOMMENDATIONS","Anemia Management in Chronic Kidney Disease Not on Dialysis Patients After the European Renal Best Practice (ERBP) Working Group Recommendations",2011-10-01,2012-06-01,2012-06-01,TRUE,NA,NA,"OTHER",TRUE,"Multicentric Local","Spain","HIC"
"79","NCT00981045",2018-01-22,2009-09-21,2013-08-14,"Interventional","Phase 3",2561,"Completed","Randomized Evaluation of Efficacy and Safety of Ferric Carboxymaltose in Patients With Iron Deficiency Anemia and Impaired Renal Function","Evaluation of Efficacy and Safety of Ferric Carboxymaltose (FCM) in Patients With Iron Deficiency Anemia and Impaired Renal Function",2009-08-01,2011-08-01,2011-07-01,TRUE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","United States","HIC"
"80","NCT02741206",2017-11-20,2016-03-30,NA,"Interventional","Not Applicable",0,"Withdrawn","Bellevue ROSE: Preventing Postpartum Depression in Prenatal Care","Preventing Postpartum Depression in Prenatal Care",2016-06-01,2017-07-20,2017-07-20,FALSE,"Randomized","Double","OTHER",FALSE,"Monocentric","United States","HIC"
"81","NCT01891331",2018-07-05,2013-06-17,2018-06-06,"Interventional","Phase 2",55,"Completed","A Phase 2A, Randomized, Double-Blind, Dose Ranging Study to Evaluate the Efficacy and Safety of VT-1161 Oral Tablets Compared to Fluconazole in the Treatment of Patients With Moderate to Severe Acute Vulvovaginal Candidiasis","A Study to Evaluate the Efficacy and Safety of Oral VT-1161 in Patients With Acute Vaginal Candidiasis (Yeast Infection)",2013-08-01,2014-12-01,2014-12-01,TRUE,"Randomized","Triple","INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"82","NCT02829320",2019-11-19,2016-07-08,2018-05-07,"Interventional","Phase 3",28,"Completed","A 24-week, Phase III, Open-label, Non-comparative, Multi-center Study to Evaluate Efficacy and Safety of GSK1278863 in Japanese Hemodialysis Subjects With Anemia Associated With Chronic Kidney Disease Who Are Not Taking Erythropoiesis Stimulating Agents","Efficacy and Safety Study of GSK1278863 in Japanese Hemodialysis Subjects With Anemia Associated With Chronic Kidney Disease Who Are Not Taking Erythropoiesis Stimulating Agents",2016-08-08,2017-10-17,2017-05-16,TRUE,NA,"None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Japan","HIC"
"83","NCT01347632",2017-11-20,2011-04-15,2013-11-01,"Interventional","Not Applicable",35,"Completed","Prospective Evaluation of the Impact of Bacterial Vaginosis and Its Treatment on Mucosal Susceptibility to HIV-1 Infection and Endpoints of Cervico-Vaginal Safety","Study of How Bacterial Vaginosis and Its Treatment Affects Cervical and Vaginal Tissue",2011-04-01,2011-12-01,2011-12-01,TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC"
"84","NCT03420755",2019-11-13,2018-01-29,NA,"Interventional","Not Applicable",63,"Completed","Integrating Text Messages Into the Mothers and Babies Course to Address Depression in Low-Income Women and Their Partners","Integrating Text Messages Into the Mothers and Babies Course",2017-06-07,2019-03-31,2019-02-28,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC"
"85","NCT00700219",2010-07-19,2008-06-13,NA,"Observational",NA,900,"Unknown status","Development of a Non-invasive Test to Detect Intra-amniotic Infection and Predict Preterm Birth in Women Presenting With Preterm Labor and and Intact Amniotic Membranes","Non-invasive Test to Detect Intra-amniotic Infection in Women With Preterm Labor and Intact Amniotic Membranes",2008-06-01,2010-09-01,2010-09-01,FALSE,NA,NA,"INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"86","NCT02639520",2017-07-26,2015-12-11,NA,"Interventional","Phase 3",659,"Completed","A Double-blind, Controlled, Parallel-group, Randomized, Multicenter Clinical Trial to Assess the Efficacy and Safety of a Herbal Drug Containing Centaury, Lovage Root and Rosemary Leaf (CLR) in Comparison to Fosfomycin Trometamol for the Treatment of Acute Lower Uncomplicated Urinary Tract Infections (uUTIs) in Women","Efficacy of CLR Compared to Fosfomycin Trometamol in Acute Lower uUTIs",2015-12-01,2017-06-29,2017-06-01,FALSE,"Randomized","Quadruple","INDUSTRY",FALSE,"Monocentric","Germany","HIC"
"87","NCT01640379",2020-05-14,2012-07-11,2017-12-18,"Interventional","Not Applicable",286,"Completed","Technology Enhanced Community Health Nursing (TECH-N) to Prevent Recurrent Sexually Transmitted Infections After Pelvic Inflammatory Disease","Technology Enhanced Community Health Nursing (TECH-N) Study",2012-07-01,2017-04-01,2017-03-01,TRUE,"Randomized","Single","OTHER",FALSE,"Monocentric","United States","HIC"
"88","NCT02285504",2022-01-20,2014-10-22,2021-11-01,"Interventional","Phase 2",4,"Completed","An Open-Label Proof-of-Concept Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Efficacy of SAGE-547 Injection in the Treatment of Adult Female Patients With Severe Postpartum Depression","Evaluate SAGE-547 in Female Participants With Severe Postpartum Depression",2015-01-07,2015-06-05,2015-06-05,TRUE,NA,"None (Open Label)","INDUSTRY",FALSE,"Monocentric","United States","HIC"
"89","NCT02942017",2022-01-20,2016-10-20,2019-04-11,"Interventional","Phase 3",108,"Completed","A Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study Evaluating the Efficacy, Safety, and Pharmacokinetics of SAGE-547 Injection in the Treatment of Adult Female Subjects With Severe Postpartum Depression and Adult Female Subjects With Moderate Postpartum Depression","A Study to Evaluate Safety and Efficacy of SAGE-547 in Participants With Moderate Postpartum Depression (547-PPD-202C)",2016-07-01,2017-10-11,2017-09-17,TRUE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"90","NCT03091777",2020-01-02,2017-03-21,2019-08-01,"Interventional","Phase 3",871,"Completed","A Multicenter, Randomized, Double-Blind, Vehicle Controlled Study Evaluating the Therapeutic Equivalence and Safety of GDC-229 (Investigational Metronidazole 0.75% Vaginal Gel) and Metronidazole 0.75% Vaginal Gel in the Treatment of Bacterial Vaginosis","Study Evaluating the Equivalence of GDC-229 and Metronidazole Vaginal Gel 0.75% in the Treatment of Bacterial Vaginosis",2017-03-10,2018-03-27,2017-11-15,TRUE,"Randomized","Quadruple","INDUSTRY",FALSE,"Monocentric","United States","HIC"
"91","NCT01095198",2011-07-19,2010-03-29,NA,"Interventional","Phase 2/Phase 3",1440,"Unknown status","Randomized Controlled Trial of Vaginal Self Sampling for Human Papillomavirus to Increase Cervical Cancer Screening Participation","Randomized Trial of Vaginal Self Sampling for Human Papillomavirus (HPV)",2010-04-01,2013-01-01,2012-11-01,FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Canada","HIC"
"92","NCT02268994",2018-02-22,2014-10-11,2017-11-30,"Interventional","Phase 3",234,"Completed","A Phase 3 Study of KRX-0502 (Ferric Citrate) for the Treatment of Iron Deficiency Anemia (IDA) in Adult Subjects With Non-Dialysis Dependent (NDD) Chronic Kidney Disease","KRX-0502 (Ferric Citrate) for the Treatment of IDA in Adult Subjects With NDD-CKD",2014-10-01,2016-01-01,2016-01-01,TRUE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"93","NCT00929526",2016-09-09,2009-06-26,2012-02-16,"Interventional","Phase 3",752,"Completed","Long-term Extension Study of the Efficacy of the 580299 Vaccine in the Prevention of HPV-16 and/or HPV-18 Associated Cervical Intraepithelial Neoplasia (CIN) in Japanese Women Vaccinated in the Primary Vaccination Study NCT00316693","Extension Study of the Efficacy of the GSK 580299 Vaccine in Japanese Women Vaccinated in the Primary NCT00316693 Study",2009-06-01,2011-02-01,2011-02-01,TRUE,"Randomized","None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Japan","HIC"
"94","NCT02625844",2016-02-04,2015-12-07,2016-02-04,"Observational",NA,110,"Completed","Croatian Time and Motion Survey for Anaemia Management With Erythropoietin Stimulating Agents in Haemodialysis Units","Health Care Personnel Time for Anemia Management With Erythropoiesis Stimulating Agents in Hemodialysis Centers in Croatia",2011-09-01,2012-08-01,2012-08-01,TRUE,NA,NA,"INDUSTRY",TRUE,"Multicentric Local","Croatia","HIC"
"95","NCT01235936",2022-06-07,2010-11-05,2022-04-22,"Interventional","Phase 2",10,"Completed","Phase 2a Open-Label Pilot Study to Assess the Pharmacodynamic Response, Pharmacokinetics, Safety, and Tolerability of 28-Day Repeat Oral Doses of AKB-6548 in Subjects With Anemia Secondary to Chronic Kidney Disease (CKD), Stages 3 and/or 4","Safety and Efficacy Study for AKB-6548 in Participants With Chronic Kidney Disease and Anemia",2010-10-21,2011-05-01,2011-04-13,TRUE,NA,"None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"96","NCT01450800",2016-12-23,2011-10-10,2013-09-30,"Interventional","Phase 4",163,"Completed","Antibiotic Prophylaxis for Urinary Tract Infection in Patients Requiring Catheterization After Urogynecologic Surgery","Suppressive Therapy With Oral Antibiotics for Prevention of Postoperative Urinary Tract Infection (UTI)",2011-08-01,2013-09-01,2013-03-01,TRUE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","United States","HIC"
"97","NCT01062958",2013-04-12,2010-02-03,NA,"Observational",NA,100,"Completed","A Retrospective Analysis of Neevo® and Neevo®DHA Compared to a Standard Prenatal Vitamin in Anemia During Pregnancy (N-001)","A Retrospective Analysis of Neevo®/Neevo®DHA Compared to a Standard Prenatal Vitamin in Anemia During Pregnancy",2009-12-01,2010-02-01,2010-02-01,FALSE,NA,NA,"INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"98","NCT01221844",2011-06-24,2010-10-12,NA,"Interventional","Phase 4",300,"Completed","Phase IV Study of Oral Administration of Bovine Lactoferrin (bLf) to Prevent and Cure Iron Deficiency (ID) and Iron Deficiency Anemia (IDA) Until Delivery in Hereditary Thrombophilia (HT) Affected Pregnant Women","Bovine Lactoferrin to Prevent and Cure Iron Deficiency and Iron Deficiency Anemia in Complicated Pregnancies",2010-02-01,2011-05-01,2011-03-01,FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Italy","HIC"
"99","NCT02971007",2018-10-04,2016-11-10,2018-09-07,"Interventional","Phase 2",137,"Completed","A Multi-Center Randomized Study to Evaluate the Safety, Tolerability, and Efficacy of Oral Encochleated Amphotericin B (CAMB/MAT2203) Compared With Oral Fluconazole in the Treatment of Moderate to Severe Vulvovaginal Candidiasis (VVC)","Safety and Efficacy of Oral Encochleated Amphotericin B (CAMB/MAT2203) in the Treatment of Vulvovaginal Candidiasis (VVC)",2016-11-01,2017-05-01,2017-05-01,TRUE,"Randomized","Single","INDUSTRY",TRUE,"Multicentric Local","United States","HIC"
"100","NCT01217658",2015-12-04,2010-10-06,NA,"Interventional","Not Applicable",28,"Completed","Measuring and Reducing Excessive Infant Crying: A Randomized Trial","Measuring and Reducing Excessive Infant Crying",2011-01-01,2015-09-01,2015-09-01,FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","United States","HIC"
