nct_id,agency_class,lead_or_collaborator,name
NCT01359046,OTHER,lead,Mayo Clinic
NCT05553652,OTHER,lead,Hvidovre University Hospital
NCT00305071,OTHER,lead,Min-Sheng General Hospital
NCT00305071,INDUSTRY,collaborator,Acrobio Healthcare Inc.
NCT00087828,NIH,lead,National Center for Complementary and Integrative Health (NCCIH)
NCT00121797,OTHER,lead,Hadassah Medical Organization
NCT06002126,OTHER,lead,Weill Medical College of Cornell University
NCT06002126,NIH,collaborator,National Cancer Institute (NCI)
NCT06002126,OTHER,collaborator,H. Lee Moffitt Cancer Center and Research Institute
NCT06002126,OTHER,collaborator,University of Sao Paulo
NCT06002126,OTHER_GOV,collaborator,Mexican National Institute of Public Health
NCT06002126,OTHER,collaborator,Rutgers University
NCT05999851,OTHER,lead,IRCCS Azienda Ospedaliero-Universitaria di Bologna
NCT05999851,OTHER,collaborator,University of Bologna
NCT03813576,OTHER,lead,"National University Hospital, Singapore"
NCT02845284,OTHER,lead,Johns Hopkins University
NCT02845284,OTHER,collaborator,MU-JHU CARE
NCT05334706,OTHER,lead,Miquel Angel Pavon Ribas
NCT05334706,OTHER,collaborator,Hospital del Mar
NCT05334706,OTHER_GOV,collaborator,Catalan Institute of Health
NCT02309346,OTHER,lead,Hospital de Clinicas de Porto Alegre
NCT05460546,INDUSTRY,lead,"Beijing Konruns Pharmaceutical Co., Ltd."
NCT03497598,OTHER,lead,Kantonsspital Aarau
NCT03987620,INDUSTRY,lead,"Scynexis, Inc."
NCT05573334,OTHER,lead,Vaginal Biome Science
NCT05573334,OTHER,collaborator,ChristianaCare
NCT05826925,OTHER,lead,University of Utah
NCT05826925,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT05510830,OTHER,lead,Tongji Hospital
NCT05510830,OTHER_GOV,collaborator,National Natural Science Foundation of China
NCT01064024,INDUSTRY,lead,"Amneal Pharmaceuticals, LLC"
NCT01064024,INDUSTRY,collaborator,"Oxford Pharmaceutical Resources, Inc."
NCT01064024,UNKNOWN,collaborator,Sristek Clinical Research
NCT01064024,UNKNOWN,collaborator,"Biostudy Solutions, LLC"
NCT03490045,OTHER,lead,Yale University
NCT03490045,UNKNOWN,collaborator,National Diaper Bank Network
NCT03490045,UNKNOWN,collaborator,Yale New Haven Health Primary Care Consortium
NCT03840616,INDUSTRY,lead,Mycovia Pharmaceuticals Inc.
NCT00091130,NIH,lead,National Cancer Institute (NCI)
NCT00093938,NIH,lead,National Center for Complementary and Integrative Health (NCCIH)
NCT03425396,INDUSTRY,lead,Paratek Pharmaceuticals Inc
NCT03729336,OTHER,lead,Baylor Research Institute
NCT03729336,UNKNOWN,collaborator,Forte Medical
NCT00100061,NIH,lead,National Center for Complementary and Integrative Health (NCCIH)
NCT00100061,NIH,collaborator,Office of Dietary Supplements (ODS)
NCT03672214,OTHER,lead,University of Aarhus
NCT03672214,OTHER,collaborator,Randers Regional Hospital
NCT03838965,OTHER_GOV,lead,Hillel Yaffe Medical Center
NCT03251898,OTHER,lead,"Bayi Children's Hospital Affiliated to PLA Army General Hospital, China"
NCT03251898,OTHER,collaborator,"Northwest Women's and Children's Hospital, Xi'an, Shaanxi"
NCT03251898,OTHER,collaborator,Chengdu Women's and Children's Central Hospital
NCT03251898,OTHER,collaborator,Shenzhen Maternity & Child Healthcare Hospital
NCT03251898,OTHER,collaborator,Nanjing Maternity and Child Health Care Hospital
NCT03251898,OTHER,collaborator,Shenzhen Bao'an Maternal and Child Health Hospital
NCT03251898,OTHER,collaborator,Second Hospital of Jilin University
NCT02186145,INDUSTRY,lead,Marjan Industria e Comercio ltda
NCT05408624,OTHER,lead,Nantes University Hospital
NCT00352300,NETWORK,lead,Gynecologic Oncology Group
NCT00352300,NIH,collaborator,National Cancer Institute (NCI)
NCT00353743,OTHER,lead,Hospital de Clinicas de Porto Alegre
NCT05995106,OTHER,lead,Seoul National University Hospital
NCT05613283,OTHER,lead,Peking University People's Hospital
NCT05613283,UNKNOWN,collaborator,"BeijingNewBiorayTechnologyCo.,Ltd."
NCT05613283,UNKNOWN,collaborator,"Hangzhou Newhorizon Health Technology Co., Ltd."
NCT00115388,OTHER,lead,"St George's, University of London"
NCT03771651,OTHER,lead,University of Oklahoma
NCT01241110,OTHER,lead,Guilan University of Medical Sciences
NCT05591742,OTHER,lead,Aalborg University Hospital
NCT05591742,OTHER,collaborator,Aalborg University
NCT01132131,OTHER,lead,University of Oslo
NCT03929991,OTHER,lead,Doctors with Africa - CUAMM
NCT04709601,OTHER,lead,University of Texas Southwestern Medical Center
NCT03929991,OTHER,collaborator,University of Bari
NCT03929991,OTHER,collaborator,University of Palermo
NCT01231737,OTHER,lead,University Of Perugia
NCT00136370,FED,lead,Centers for Disease Control and Prevention
NCT00136370,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT00136370,FED,collaborator,United States Agency for International Development (USAID)
NCT00136370,UNKNOWN,collaborator,National Vaccine Program Office
NCT02527941,OTHER,lead,University of Toronto
NCT03178734,OTHER,lead,charbel salamon
NCT01590017,NETWORK,lead,AIDS Malignancy Consortium
NCT01590017,NIH,collaborator,National Cancer Institute (NCI)
NCT01590017,INDUSTRY,collaborator,"The Emmes Company, LLC"
NCT01590017,OTHER,collaborator,University of Arkansas
NCT01590017,OTHER,collaborator,Montefiore Medical Center
NCT05726318,OTHER,lead,Megan Bradley
NCT05726318,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT05140941,OTHER,lead,Catherine Anne Chappell
NCT05140941,INDUSTRY,collaborator,Gilead Sciences
NCT04095572,OTHER,lead,"University Hospital, Basel, Switzerland"
NCT04095572,INDUSTRY,collaborator,IBSA Institut Biochimique SA
NCT01290393,INDUSTRY,lead,GlaxoSmithKline
NCT01290393,OTHER,collaborator,The Organization of Teratology Information Specialists
NCT02439632,INDUSTRY,lead,Lee's Pharmaceutical Limited
NCT03800667,OTHER,lead,American University of Beirut Medical Center
NCT05587283,INDUSTRY,lead,AtoGen Co. Ltd
NCT05587283,UNKNOWN,collaborator,ATOGEN AUSTRALIA PTY LTD
NCT03681678,OTHER,lead,William Beaumont Hospitals
NCT02366676,OTHER,lead,Samsung Medical Center
NCT02946346,OTHER,lead,"University Hospital, Montpellier"
NCT02946346,OTHER,collaborator,Université Montpellier
NCT02074852,OTHER,lead,Akmal El-Mazny
NCT04414527,OTHER,lead,University Ghent
NCT04414527,NETWORK,collaborator,Flemish Interuniversity Council (VLIR)
NCT04414527,OTHER,collaborator,Arba Minch University
NCT06148532,OTHER,lead,Columbia University
NCT06148532,UNKNOWN,collaborator,Northern Manhattan Perinatal Partnership
NCT06148532,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT04519502,OTHER,lead,The George Washington University Biostatistics Center
NCT04519502,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT04718220,OTHER,lead,Washington University School of Medicine
NCT04718220,OTHER,collaborator,Mercy Research
NCT04723069,OTHER,lead,University of Karachi
NCT04723069,UNKNOWN,collaborator,"Zhuzhou Qianjin Pharmaceutical Co., Ltd., 801, Zhuzhou, China"
NCT04723069,UNKNOWN,collaborator,"Center for bioequivalence studies and Clinical Research (CBSCR), ICCBS, University of Karachi"
NCT03818321,OTHER,lead,TriHealth Inc.
NCT00682851,OTHER,lead,University of Pittsburgh
NCT00536848,OTHER_GOV,lead,"National Institute for Medical Research, Tanzania"
NCT00536848,OTHER,collaborator,"University of Western Ontario, Canada"
NCT00536848,OTHER,collaborator,Erasmus Medical Center
NCT00536848,UNKNOWN,collaborator,"Sekou-Toure Regional Hosipital, Mwanza, Tanzania"
NCT00536848,OTHER,collaborator,Lawson Health Research Institute
NCT00536848,OTHER,collaborator,Danone Institute International
NCT05632705,OTHER,lead,University of Pretoria
NCT02203942,OTHER,lead,University of Pittsburgh
NCT02971007,INDUSTRY,lead,"Matinas BioPharma Nanotechnologies, Inc."
NCT00194142,OTHER,lead,University of Pennsylvania
NCT05603624,OTHER,lead,Eastern Virginia Medical School
NCT04096820,OTHER,lead,Queen's University
NCT00616330,INDUSTRY,lead,"Lumara Health, Inc."
NCT03581617,OTHER,lead,University Hospital of Ferrara
NCT04444440,OTHER,lead,University of Alberta
NCT04444440,OTHER,collaborator,"Women and Children's Health Research Institute, Canada"
NCT06093035,OTHER,lead,Fondazione Policlinico Universitario Agostino Gemelli IRCCS
NCT03570112,OTHER,lead,The Christ Hospital
NCT03570112,INDUSTRY,collaborator,Gilead Sciences
NCT03837015,OTHER,lead,McMaster University
NCT03837015,NETWORK,collaborator,CIHR Canadian HIV Trials Network
NCT04679675,OTHER,lead,Kaiser Permanente
NCT04679675,NIH,collaborator,National Cancer Institute (NCI)
NCT04679675,OTHER,collaborator,University of Washington
NCT04679675,OTHER,collaborator,University of Texas Southwestern Medical Center
NCT03080389,OTHER,lead,The Cleveland Clinic
NCT04680325,OTHER,lead,"University of Arkansas, Fayetteville"
NCT04680325,INDUSTRY,collaborator,"Ocean Spray, Inc."
NCT05138822,INDUSTRY,lead,GlaxoSmithKline
NCT03362697,OTHER,lead,Innovacion y Desarrollo de Estrategias en Salud
NCT03362697,INDUSTRY,collaborator,BioGaia AB
NCT05580341,INDUSTRY,lead,"Shanghai Zerun Biotechnology Co.,Ltd"
NCT05580341,INDUSTRY,collaborator,"Walvax Biotechnology Co., Ltd."
NCT03585023,OTHER,lead,University Hospital of Ferrara
NCT04629001,OTHER,lead,Assiut University
NCT01207999,INDUSTRY,lead,GlaxoSmithKline
NCT01207999,OTHER,collaborator,University of Cape Town
NCT01207999,UNKNOWN,collaborator,African Organization for Research and Training in Cancer (AORTIC)
NCT00128128,NIH,lead,National Center for Complementary and Integrative Health (NCCIH)
NCT04353141,OTHER,lead,KU Leuven
NCT01213459,INDUSTRY,lead,GlaxoSmithKline
NCT01123603,OTHER,lead,The Cleveland Clinic
NCT04955717,OTHER,lead,University of Southern California
NCT04955717,OTHER,collaborator,Botswana Harvard AIDS Institute Partnership
NCT04955717,OTHER,collaborator,"University of California, San Diego"
NCT00213018,OTHER,lead,Population Council
NCT00213018,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT00213018,OTHER,collaborator,FHI 360
NCT00213018,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00213018,OTHER,collaborator,"Medical Research Council, South Africa"
NCT00213018,OTHER,collaborator,University of Cape Town
NCT00213018,OTHER,collaborator,University of Limpopo
NCT00213018,FED,collaborator,United States Agency for International Development (USAID)
NCT05788991,INDUSTRY,lead,Medinova AG
NCT06120205,INDUSTRY,lead,"Teal Health, Inc."
NCT06035601,OTHER,lead,University of Pennsylvania
NCT06035601,OTHER,collaborator,Independence Blue Cross
NCT06131749,OTHER,lead,University of Bern
NCT06131749,UNKNOWN,collaborator,Foundation for Professional Development
NCT06131749,OTHER,collaborator,Utrecht University
NCT06131749,OTHER,collaborator,University of Pretoria
NCT06131749,OTHER,collaborator,University of Cape Town
NCT06131749,OTHER,collaborator,University of Southern California
NCT06131749,OTHER,collaborator,University of Alabama at Birmingham
NCT06131749,OTHER,collaborator,Louisiana State University Health Sciences Center in New Orleans
NCT06131684,OTHER,lead,Oregon Health and Science University
NCT02094703,OTHER,lead,Dr Cipto Mangunkusumo General Hospital
NCT02094703,INDUSTRY,collaborator,Astellas Pharma Indonesia Inc.
NCT02094703,INDUSTRY,collaborator,Pharos Life Corporation
NCT03093194,OTHER,lead,Rambam Health Care Campus
NCT04463758,OTHER,lead,Assistance Publique - Hôpitaux de Paris
NCT04463758,UNKNOWN,collaborator,"INSERM, Epopé team"
NCT03749746,OTHER,lead,University of Pittsburgh
NCT00197561,OTHER,lead,Harvard School of Public Health (HSPH)
NCT00197561,OTHER,collaborator,Muhimbili University of Health and Allied Sciences
NCT01693783,NIH,lead,National Cancer Institute (NCI)
NCT02454309,OTHER,lead,University of British Columbia
NCT03239223,INDUSTRY,lead,Antiva Biosciences
NCT06253169,OTHER_GOV,lead,Patient Organization Veronica
NCT03055130,OTHER,lead,"Sixth Affiliated Hospital, Sun Yat-sen University"
NCT01281319,INDUSTRY,lead,Promyco Diagnostics
NCT01281319,OTHER,collaborator,Soroka University Medical Center
NCT04936815,OTHER,lead,Thomas Pilgrim
NCT04936815,OTHER,collaborator,B.P. Koirala Institute of Health Sciences
NCT02087735,OTHER,lead,Laval University
NCT06177236,OTHER,lead,Istanbul University - Cerrahpasa (IUC)
NCT06177236,OTHER_GOV,collaborator,Health Institutes of Turkey
NCT05793970,OTHER,lead,Parma University Hospital
NCT05793814,INDUSTRY,lead,"Church & Dwight Company, Inc."
NCT03185169,OTHER,lead,Alta Bates Summit Medical Center
NCT04823234,OTHER,lead,Azienda Sanitaria-Universitaria Integrata di Udine
NCT05670535,OTHER,lead,Ankara City Hospital Bilkent
NCT01219595,OTHER,lead,"University of Wisconsin, Madison"
NCT01219595,INDUSTRY,collaborator,"Ocean Spray Cranberries, Inc."
NCT01299259,OTHER,lead,Children's Hospital of Philadelphia
NCT00740584,INDUSTRY,lead,Starpharma Pty Ltd
NCT00740584,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT03548129,OTHER,lead,Ain Shams University
NCT04910802,OTHER_GOV,lead,Miriam Elfström
NCT04910802,OTHER,collaborator,Karolinska University Hospital
NCT01236131,OTHER,lead,Sharon Hillier
NCT01236131,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT03779347,OTHER,lead,Centre de Recherche Médicale de Lambaréné
NCT03779347,OTHER,collaborator,Universität Tübingen
NCT05908682,INDUSTRY,lead,"Scynexis, Inc."
NCT05908682,UNKNOWN,collaborator,AWINSA
NCT04558996,OTHER,lead,Puerta de Hierro University Hospital
NCT04558996,OTHER,collaborator,Hospital Universitario La Paz
NCT04558996,OTHER,collaborator,Hospital Universitario 12 de Octubre
NCT04558996,OTHER,collaborator,Hospital General Universitario Gregorio Marañon
NCT04558996,OTHER,collaborator,Hospital Universitario La Fe
NCT05275257,OTHER,lead,Region Örebro County
NCT05275257,UNKNOWN,collaborator,Örebro kommun
NCT05275257,UNKNOWN,collaborator,Kumla kommun
NCT03284866,NETWORK,lead,AIDS Malignancy Consortium
NCT03284866,NIH,collaborator,National Cancer Institute (NCI)
NCT03284866,OTHER,collaborator,University of Arkansas
NCT03284866,OTHER,collaborator,AIDS and Cancer Specimen Resource
NCT03284866,INDUSTRY,collaborator,Merck Sharp & Dohme LLC
NCT03284866,INDUSTRY,collaborator,"The Emmes Company, LLC"
NCT03284866,OTHER,collaborator,"University of California, Los Angeles"
NCT04578015,OTHER,lead,Ohio State University
NCT04552210,OTHER,lead,Aljazeera Hospital
NCT04552210,OTHER,collaborator,Cairo University
NCT04704908,OTHER,lead,Jun Zhang
NCT04704908,INDUSTRY,collaborator,"Xiamen Innovax Biotech Co., Ltd"
NCT04704908,INDUSTRY,collaborator,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd."
NCT05210348,OTHER,lead,Peking University People's Hospital
NCT05210348,UNKNOWN,collaborator,"Hangzhou Mingze Medical Research Co., Ltd."
NCT05210348,UNKNOWN,collaborator,"Beijing Tsingke Biological Technology Co., Ltd. Hangzhou Branch"
NCT05210348,UNKNOWN,collaborator,"Hangzhou Newhorizon Health Technology Co., Ltd."
NCT03297216,OTHER,lead,"University of North Carolina, Chapel Hill"
NCT03297216,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT03297216,INDUSTRY,collaborator,"AMAG Pharmaceuticals, Inc."
NCT03297216,OTHER,collaborator,Bill and Melinda Gates Foundation
NCT05040334,OTHER,lead,Cairo University
NCT05089175,OTHER,lead,Women's Hospital School Of Medicine Zhejiang University
NCT02189291,OTHER,lead,Oregon Health and Science University
NCT01588301,OTHER,lead,"University Hospital, Tours"
NCT02358993,OTHER,lead,University of Pennsylvania
NCT03122704,OTHER,lead,Manh Tuong Ho
NCT06296615,OTHER,lead,ShangHai Ji Ai Genetics & IVF Institute
NCT02840825,OTHER,lead,Centre Hospitalier Universitaire de Besancon
NCT02705495,OTHER,lead,Medical University of Graz
NCT03008421,OTHER,lead,Medical University of Vienna
NCT02323087,OTHER,lead,University of Copenhagen
NCT00261248,OTHER,lead,"University of Wisconsin, Madison"
NCT00261248,NIH,collaborator,National Institutes of Health (NIH)
NCT05059015,OTHER_GOV,lead,"Instituto Nacional de Cancerologia, Columbia"
NCT04792710,OTHER,lead,University of Pretoria
NCT01640379,OTHER,lead,Johns Hopkins University
NCT01640379,NIH,collaborator,National Institute of Nursing Research (NINR)
NCT03158220,INDUSTRY,lead,Merck Sharp & Dohme LLC
NCT00270530,OTHER,lead,Center for International Health and Development
NCT00270530,FED,collaborator,Centers for Disease Control and Prevention
NCT00214045,OTHER,lead,"University of Wisconsin, Madison"
NCT00417365,INDUSTRY,lead,Abbott Research Group
NCT05895578,INDUSTRY,lead,ProbiSearch SL
NCT01322971,OTHER,lead,Stanford University
NCT00676533,INDUSTRY,lead,Bayer
NCT03561701,INDUSTRY,lead,Mycovia Pharmaceuticals Inc.
NCT03129295,INDUSTRY,lead,Mission Pharmacal
NCT06231056,OTHER,lead,Liaquat University of Medical & Health Sciences
NCT06231056,OTHER,collaborator,Università degli Studi dell'Insubria
NCT03397615,OTHER,lead,Cairo University
NCT04187144,INDUSTRY,lead,GlaxoSmithKline
NCT00303823,NIH,lead,National Cancer Institute (NCI)
NCT01792973,OTHER_GOV,lead,Institut de Recherche pour le Developpement
NCT01792973,OTHER_GOV,collaborator,"National Cancer Institute, France"
NCT01792973,OTHER,collaborator,Fondation de France
NCT04959331,OTHER,lead,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina
NCT04959331,OTHER,collaborator,Balearic Islands Health Service (Ibsalut)
NCT04959331,OTHER,collaborator,Instituto de Investigación Sanitaria Aragón
NCT04959331,OTHER_GOV,collaborator,"Gerencia de Atención Primaria, Madrid"
NCT03395288,OTHER,lead,Washington University School of Medicine
NCT03099863,OTHER,lead,MetroHealth Medical Center
NCT03386695,OTHER_GOV,lead,Tata Memorial Hospital
NCT00386477,OTHER,lead,Indiana University School of Medicine
NCT04024046,OTHER,lead,Hawthorne Effect Inc.
NCT04024046,UNKNOWN,collaborator,"Uqora, Inc."
NCT05702762,OTHER,lead,Mercy Health Ohio
NCT05702762,UNKNOWN,collaborator,Northeast Ohio Medical University
NCT01055106,INDUSTRY,lead,"Graceway Pharmaceuticals, LLC"
NCT00330278,OTHER,lead,Medical University of South Carolina
NCT04763486,OTHER,lead,Meir Medical Center
NCT05340322,OTHER,lead,Duke University
NCT05340322,FED,collaborator,United States Agency for International Development (USAID)
NCT05340322,OTHER,collaborator,Universidad Peruana Cayetano Heredia
NCT04699578,OTHER,lead,"University of Campania ""Luigi Vanvitelli"""
NCT01958073,OTHER,lead,"University of California, San Diego"
NCT01958073,OTHER,collaborator,American Urogynecologic Society
NCT01958073,OTHER,collaborator,NYU Langone Health
NCT05242172,OTHER,lead,Adiyaman University Research Hospital
NCT03697226,INDUSTRY,lead,Antiva Biosciences
NCT00353561,OTHER_GOV,lead,Indian Council of Medical Research
NCT04244526,OTHER,lead,Assiut University
NCT02996981,OTHER,lead,TriHealth Inc.
NCT02812914,OTHER,lead,"University of California, San Francisco"
NCT02812914,OTHER,collaborator,"Universidad del Valle, Guatemala"
NCT04226313,OTHER,lead,"The Institute of Molecular and Translational Medicine, Czech Republic"
NCT04226313,UNKNOWN,collaborator,Cancer Research Czech Republic
NCT03839875,INDUSTRY,lead,Exeltis Turkey
NCT03839875,INDUSTRY,collaborator,Monitor CRO
NCT05124327,OTHER,lead,Cedars-Sinai Medical Center
NCT05124327,OTHER,collaborator,"University of California, Los Angeles"
NCT02543827,INDUSTRY,lead,Inmunotek S.L.
NCT04488991,OTHER,lead,Haseki Training and Research Hospital
NCT03168178,OTHER,lead,University of Utah
NCT06332781,OTHER,lead,Women and Infants Hospital of Rhode Island
NCT03108079,OTHER,lead,The Pelvic Floor Institute
NCT03108079,UNKNOWN,collaborator,Cystosure
NCT03108079,UNKNOWN,collaborator,Innovative Research Inc.
NCT03366077,INDUSTRY,lead,BioGaia AB
NCT06304610,OTHER,lead,"University Hospital, Ghent"
NCT06304610,OTHER,collaborator,Horizon 2020 - European Commission
NCT06304610,OTHER,collaborator,Universidad de Cuenca
NCT03143920,OTHER,lead,"University of California, San Diego"
NCT00868621,OTHER,lead,Cleveland Clinic Florida
NCT00868621,INDUSTRY,collaborator,"Astellas Pharma US, Inc."
NCT05520684,OTHER,lead,Trabzon Arakli Bayram Halil Public Hospital
NCT02787486,INDUSTRY,lead,"Progenity, Inc."
NCT03345875,OTHER,lead,Jhpiego
NCT03345875,OTHER_GOV,collaborator,Botswana Ministry of Health
NCT03347513,OTHER,lead,Kasr El Aini Hospital
NCT02509403,OTHER,lead,University of Alberta
NCT02509403,INDUSTRY,collaborator,Taiga BioActives Inc.
NCT06067386,OTHER,lead,Nantes University Hospital
NCT00892866,NETWORK,lead,GOG Foundation
NCT00892866,NIH,collaborator,National Cancer Institute (NCI)
NCT06049693,OTHER,lead,National and Kapodistrian University of Athens
NCT05966649,OTHER,lead,Ziekenhuis Oost-Limburg
NCT03954990,OTHER,lead,"The University of Texas Medical Branch, Galveston"
NCT03819712,OTHER,lead,Centre Hospitalier Universitaire de Nice
NCT03354598,INDUSTRY,lead,"Iterum Therapeutics, International Limited"
NCT03032003,OTHER,lead,University of Thessaly
NCT00783419,OTHER,lead,Unity Health Toronto
NCT03287089,OTHER,lead,Wake Forest University Health Sciences
NCT03229603,OTHER_GOV,lead,Tata Memorial Hospital
NCT03229603,OTHER,collaborator,University of Arizona
NCT00000808,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000862,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT00000862,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)
NCT05762016,OTHER_GOV,lead,KK Women's and Children's Hospital
NCT03306719,OTHER,lead,Medical University of Vienna
NCT03299387,OTHER,lead,Mayo Clinic
NCT00937547,OTHER,lead,Instituto Oncologico Luis Razetti
NCT00937547,INDUSTRY,collaborator,Merck Sharp & Dohme LLC
NCT00520598,INDUSTRY,lead,Merck Sharp & Dohme LLC
NCT04694495,OTHER,lead,Zhujiang Hospital
NCT04694495,UNKNOWN,collaborator,Peking University Hospital
NCT04694495,OTHER,collaborator,The Affiliated Hospital Of Guizhou Medical University
NCT04694495,OTHER,collaborator,Hainan People's Hospital
NCT04694495,OTHER,collaborator,LanZhou University
NCT04694495,OTHER,collaborator,Lianyungang Hospital Affiliated Bengbu Medical College
NCT04694495,OTHER,collaborator,General Hospital of Ningxia Medical University
NCT04694495,OTHER,collaborator,Jinan Central Hospital
NCT04694495,OTHER,collaborator,First Affiliated Hospital Xi'an Jiaotong University
NCT04694495,OTHER,collaborator,Tibet Autonomous Region People's Hospital
NCT04694495,OTHER,collaborator,The Affiliated Hospital Of Southwest Medical University
NCT04694495,UNKNOWN,collaborator,Maternal and Child Health Hospital of Xinjiang Uygur Autonomous Region
NCT04694495,UNKNOWN,collaborator,Yan'an Hospital of Kunming City
NCT04694495,OTHER,collaborator,The First Affiliated Hospital of University of Science and Technology of China
NCT04694495,INDUSTRY,collaborator,Zunyi First People's Hospital
NCT04694495,OTHER,collaborator,Peking University Shenzhen Hospital
NCT04694495,OTHER_GOV,collaborator,Dongguan People's Hospital
NCT04694495,UNKNOWN,collaborator,Guangdong Provincial Hospital of Integrated Traditional Chinese and Western Medicine
NCT04694495,OTHER_GOV,collaborator,The Third Affiliated Hospital of Southern Medical University
NCT04694495,UNKNOWN,collaborator,Taihe Branch of Nanfang Hospital
NCT04694495,OTHER,collaborator,"First Affiliated Hospital, Sun Yat-Sen University"
NCT04694495,UNKNOWN,collaborator,Shenzhen Luohu Hospital Group Luohu People's Hospital
NCT04694495,OTHER,collaborator,Zhuhai Center for Maternal and Child Health Care
NCT04694495,OTHER,collaborator,Obstetrics & Gynecology Hospital of Fudan University
NCT04694495,OTHER,collaborator,First Affiliated Hospital of Guangxi Medical University
NCT04694495,OTHER,collaborator,The Second Hospital of Hebei Medical University
NCT04694495,UNKNOWN,collaborator,Jilin Central General Hospital
NCT04694495,UNKNOWN,collaborator,The First Hospital fo Qiqihar
NCT04694495,OTHER,collaborator,Qinghai Red Cross Hospital
NCT04694495,OTHER,collaborator,Changzhi People's Hospital
NCT04694495,UNKNOWN,collaborator,Shanghai East Hospital Tongji University
NCT04694495,OTHER,collaborator,Sir Run Run Shaw Hospital
NCT04694495,UNKNOWN,collaborator,The Third Affiliated Hospital of Guangzhou University of Chinese Medicine
NCT04694495,OTHER,collaborator,Fifth Affiliated Hospital of Guangzhou Medical University
NCT04694495,UNKNOWN,collaborator,Shenzhen Hospital of Guangzhou University of Chinese Medicine
NCT04694495,OTHER,collaborator,Huizhou Municipal Central Hospital
NCT04694495,OTHER,collaborator,First Affiliated Hospital of Jinan University
NCT04694495,OTHER,collaborator,"Nanfang Hospital, Southern Medical University"
NCT04694495,OTHER,collaborator,Shenzhen Third People's Hospital
NCT04694495,OTHER,collaborator,Yuebei People's Hospital
NCT04694495,OTHER,collaborator,The Seventh Affiliated Hospital of Sun Yat-sen University
NCT04694495,UNKNOWN,collaborator,Xiaolan People's Hospital of Zhongshan
NCT04694495,UNKNOWN,collaborator,Chaozhou Central Hospital
NCT04694495,UNKNOWN,collaborator,The Third Affiliated Hospital of CQMU
NCT04694495,OTHER,collaborator,Changsha Central Hospital
NCT02742636,OTHER,lead,Leiden University Medical Center
NCT02742636,OTHER,collaborator,Bronovo Hospital
NCT02742636,OTHER,collaborator,Haga Hospital
NCT02742636,OTHER,collaborator,Alrijne Hospital
NCT02742636,OTHER,collaborator,Reinier de Graaf Groep
NCT02742636,OTHER,collaborator,Groene Hart Ziekenhuis
NCT02742636,OTHER,collaborator,Medical Center Haaglanden
NCT05551949,OTHER,lead,Johns Hopkins University
NCT05551949,OTHER,collaborator,University of Maryland
NCT05551949,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
NCT04880343,OTHER,lead,Carmen Gonzalez Enguita
NCT04624568,OTHER,lead,Centre Hospitalier Régional d'Orléans
NCT05477953,INDUSTRY,lead,Bayer
NCT04307069,OTHER,lead,Rambam Health Care Campus
NCT03042273,INDUSTRY,lead,Swisse Wellness Pty Ltd
NCT03042273,OTHER_GOV,collaborator,"Commonwealth Scientific and Industrial Research Organisation, Australia"
NCT03206255,OTHER,lead,Jun Zhang
NCT03206255,INDUSTRY,collaborator,"Xiamen Innovax Biotech Co., Ltd"
NCT03206255,INDUSTRY,collaborator,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd."
NCT02444975,INDUSTRY,lead,Danone Research
NCT01337791,OTHER,lead,"Southeast University, China"
NCT05509413,OTHER,lead,Ruhr University of Bochum
NCT03190421,OTHER,lead,Loyola University
NCT03187457,INDUSTRY,lead,Danisco
NCT03187457,OTHER,collaborator,Community Pharmacology Services Ltd
NCT04163679,FED,lead,Womack Army Medical Center
NCT04753502,OTHER,lead,"Austral University, Argentina"
NCT02733068,INDUSTRY,lead,"Shanghai Zerun Biotechnology Co.,Ltd"
NCT02733068,OTHER_GOV,collaborator,Guangxi Center for Disease Control and Prevention
NCT03597152,INDUSTRY,lead,"AmPurity Nutraceuticals, LLC"
NCT03597152,UNKNOWN,collaborator,Arkansas Urology
NCT02673216,OTHER,lead,Statens Serum Institut
NCT02673216,OTHER,collaborator,Aarhus University Hospital Skejby
NCT02536872,OTHER,lead,Medway NHS Foundation Trust
NCT00620984,OTHER,lead,State University of New York - Upstate Medical University
