nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT01776021,2015-04-24,January 2013,April 2015,December 2014,2013-01-23,NA,Interventional,Not Applicable,330,Completed,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Trial to Assess the Effects of a Cranberry Beverage on Women With Recent History of Urinary Tract Infections",Effects of a Cranberry Beverage on Women With Recent History of Urinary Tract Infections
NCT01779193,2015-04-26,June 2012,July 2015,July 2015,2013-01-28,NA,Interventional,Phase 4,200,Unknown status,"A Double-blind,Randomized,Parallel,Placebo-controlled Study of Probiotics Capsule as Supplemental Therapy for Group B Streptococci Infection and Vaginitis During Pregnancy",Probiotics Capsule as Supplemental Therapy for Group B Streptococci Infection and Vaginitis During Pregnancy
NCT01792973,2021-10-20,February 2012,December 2016,December 2016,2013-02-11,NA,Observational,NA,829,Completed,HPV Infection and Cervical Lesions in HIV Infected Women in Thailand,HPV Infection and Cervical Lesions in HIV Infected Women in Thailand: A Prospective Study
NCT01799356,2013-08-27,June 2010,March 2013,March 2013,2013-02-16,NA,Interventional,Phase 4,1303,Completed,NA,Moxifloxacin Versus Ofloxacin Plus Metronidazole in Uncomplicated Pelvic Inflammatory Disease: Multicenter Randomized Controlled Trials
NCT01800799,2017-02-16,February 2013,December 2014,December 2014,2013-02-19,NA,Interventional,Not Applicable,37,Completed,Use of Urinary Nerve Growth Factor as A Biomarker to Determine Complete Resolution of Bladder Inflammation After Acute Bacterial Cystitis in Women,Urinary NGF as A Biomarker for Acute Bacterial Cystitis
NCT01808755,2014-04-25,January 2012,October 2012,October 2012,2013-03-07,2013-04-01,Interventional,Phase 3,60,Completed,Recurrent Urinary Tract Infections in Adult Women: a Pilot Study With Oral D Mannose,D Mannose in Recurrent Urinary Tract Infections
NCT01812889,2014-05-15,April 2013,May 2014,January 2014,2013-03-14,NA,Interventional,Phase 1,26,Completed,"A Two Part Randomized, Open-Label Phase I Safety and Pharmacokinetic Evaluation of Gel and Ovule Formulations of TOL-463 (Intravaginal Therapy) in 18-45 Year Old Healthy Female Subjects and Women With Vaginitis",Evaluation of Intravaginal Gel and Ovule Formulations of TOL-463
NCT01818180,2013-03-21,May 2010,NA,September 2012,2013-03-19,NA,Interventional,Not Applicable,11,Terminated,Effect of URELL(Cranberry Vaccinium Macrocarpon)Consumption on the Prevalence of Recurrent Urinary Tract Infection and Asymptomatic Bacteriuria During Pregnancy.,Urell and Pregnancy
NCT01820793,2018-01-11,May 2013,November 2015,July 2015,2013-02-19,NA,Interventional,Not Applicable,9,Terminated,Efficacy and Pharmacokinetic/Pharmacodynamic Parameters of Cefoxitin in Women With Acute Pyelonephritis Without Severity Symptoms Due to Extended-spectrum β-lactamase Producing Escherichia Coli.,Efficacy and Pharmacokinetic/Pharmacodynamic Parameters of Cefoxitin in Women With Acute Pyelonephritis Without Severity Symptoms Due to Extended-spectrum β-lactamase Producing Escherichia Coli
NCT01832480,2019-01-22,"October 6, 2014","June 5, 2017","June 5, 2017",2013-04-04,2018-09-10,Interventional,Phase 3,623,Completed,Trichomonas Vaginalis Repeat Infections Among HIV Negative Women,Trichomonas Vaginalis Repeat Infections Among HIV Negative Women
NCT01842100,2013-04-24,September 1999,February 2006,February 2006,2013-04-21,NA,Interventional,Not Applicable,2193,Completed,To Compare the Strategies of Universal Antibiotic Prophylaxis Versus Screen-and-treat in Reducing Infective Complications and Re-infection in Women Who Undergo Termination of Pregnancy,To Compare the Strategies of Universal Antibiotic Prophylaxis Versus Screen-and-treat in Reducing Infective Complications and Re-infection in Women Who Undergo Termination of Pregnancy
NCT01843166,2018-11-02,July 2012,December 2016,December 2016,2012-07-08,NA,Interventional,Not Applicable,150,Completed,Use of Vaginal Estrogen With Pessary Treatment of Pelvic Organ Prolapse and Urinary Incontinence,Vaginal Estrogen With Pessary Treatment
NCT01867164,2013-11-01,December 2007,December 2008,December 2008,2013-05-29,2013-07-12,Interventional,Phase 3,160,Completed,"A Prospective, Open-Label, Comparative, Parallel Double-Arm, Multicentric Clinical Study to Evaluate the Efficacy of an Ovule With Triple Active Agents (Terconazole, Clindamycin, Fluocinolone) Administered Once Per Day for Three Days Versus an Ovule With Triple Active Agents (Metronidazole, Nystatin, Fluocinolone) Administered Once Per Day for Ten Days to Treat Secondary Vulvar/Vaginal Symptoms of Vaginitis/Infectious Vaginosis (Bacterial and/or Mycotic and/or Parasitic)","A Study to Compare Efficacy and Safety of an Ovule Containing Terconazole, Clindamycin and Fluocinolone Versus an Ovule Containing Metronidazole, Nystatin and Fluocinolone in the Treatment of Secondary Vulvar/ or Vaginal Symptoms of Infectious Vaginitis/ and Infectious Vaginosis"
NCT01874158,2016-12-16,November 2012,April 2014,April 2014,2013-06-06,NA,Observational,NA,99,Completed,DNA Clearance of Uncomplicated Trichomonas Vaginalis Infections in HIV Negative Women,DNA Clearance of Uncomplicated Trichomonas Vaginalis Infections in HIV Negative Women
NCT01881165,2014-12-12,September 2014,March 2016,December 2015,2013-06-17,NA,Interventional,Phase 4,0,Withdrawn,"A Randomized, Double-blind, Placebo Controlled Trial Evaluating the Effectiveness of a Cranberry Concentrate in Preventing Recurrent Urinary Tract Infections in Adult Women",Cranberry on Urinary Tract Infections
NCT01891331,2018-07-05,August 2013,December 2014,December 2014,2013-06-17,2018-06-06,Interventional,Phase 2,55,Completed,"A Phase 2A, Randomized, Double-Blind, Dose Ranging Study to Evaluate the Efficacy and Safety of VT-1161 Oral Tablets Compared to Fluconazole in the Treatment of Patients With Moderate to Severe Acute Vulvovaginal Candidiasis",A Study to Evaluate the Efficacy and Safety of Oral VT-1161 in Patients With Acute Vaginal Candidiasis (Yeast Infection)
NCT01905462,2013-09-26,November 2012,August 2013,August 2013,2013-07-18,NA,Observational,NA,1046,Completed,Post-marketing Safety Study to Assess the Risk of Spontaneous Abortions in Women Exposed to Cervarix in the United Kingdom,Post-marketing Safety Study to Assess the Risk of Spontaneous Abortions in Women Exposed to Cervarix Residing in UK
NCT01915251,2019-09-11,"July 30, 2013","September 10, 2019","August 15, 2019",2013-07-30,NA,Observational,NA,13,Terminated,Microbiomic and Immunologic Profiling of Women With Antibiotic Induced Vaginal Candidiasis,Study of Antibiotic-induced Vaginal Yeast Infections in Healthy Women
NCT01958073,2020-08-26,October 2013,December 2017,December 2017,2013-03-27,2018-12-30,Interventional,Phase 4,35,Completed,Vaginal Estrogen for the Prevention of Recurrent Urinary Tract Infection in Postmenopausal Women: A Randomized Clinical Trial,Vaginal Estrogen for the Prevention of Recurrent Urinary Tract Infection in Postmenopausal Women
NCT01966653,2017-05-01,October 2013,August 2017,May 2017,2013-10-10,NA,Interventional,Phase 4,600,Unknown status,Randomised Clinical Trial Comparing Fosfomycin vs. Nitrofurantoin for Treatment of Uncomplicated Lower Urinary Tract Infection in Female Adults at Increased Risk of Antibiotic-resistant Bacterial Infection,Study Comparing Nitrofurantoin to Fosfomycin for Acute Urinary Tract Infection in Women
NCT01988168,2017-05-11,February 2014,December 2019,December 2019,2013-10-31,NA,Interventional,Not Applicable,60,Unknown status,Closure of Skin in ChorioAmnionitis Research Pilot Study,Closure of Skin in ChorioAmnionitis Research Pilot Study
NCT02016118,2014-02-11,January 2014,December 2014,March 2014,2013-10-07,NA,Observational,NA,500,Unknown status,INTRAVESICAL ADMINISTRATION OF COMBINED HYALURONIC ACID (HA) AND CHONDROITIN SULPHATE (CS) vs. STANDARD OF CARE FOR THE TREATMENT OF RECURRENT URINARY TRACT INFECTIONS (RUTIs),Retrospective Analysis of Ialuril vs. Standard of Care in Recurrent Urinary Tract Infections
NCT02074852,2014-03-01,November 2012,NA,December 2013,2014-02-24,NA,Observational,NA,300,Completed,NA,Comparison of Immediate Versus Delayed Removal of Urinary Catheter Following Elective Cesarean Section
NCT02087735,2016-10-07,January 2014,March 2014,March 2014,2014-03-12,NA,Interventional,Phase 1,15,Completed,Measurement of Urinary Catabolites of the Proanthocyanidines (PACs) in Healthy Young Women as Biomarkers of Consumption of Cranberry Extracts.,Measurement of Urinary Catabolites of PACs as Biomarkers of Consumption of Cranberry Extracts
NCT02094703,2014-03-19,April 2013,December 2014,November 2014,2014-03-10,NA,Interventional,Phase 4,126,Unknown status,The Efficacy of Solifenacin Succinate as Adjuvant Therapy for Symptomatic Non-complicated Urinary Tract Infection in Females,The Efficacy of Solifenacin Succinate as Adjuvant Therapy for Urinary Tract Infection in Females
NCT02124252,2019-04-09,January 2016,March 2019,October 2016,2014-04-24,NA,Interventional,Not Applicable,7200,Completed,Evaluation of a Community-Driven Cervical Cancer Prevention Strategy in Western Kenya,Community-Driven Cervical Cancer Prevention in Western Kenya
NCT02186145,2015-04-08,January 2016,January 2017,January 2017,2014-07-07,NA,Interventional,Phase 3,160,Unknown status,"Single Blind Randomized Study of Efficacy and Safety of Vaginal Cream With Association of Metronidazole, Nystatin and Dexamethasone in the Treatment of Bacterial and Fungal Vaginal Infections","Efficacy and Safety Study of Metronidazole, Nystatin and Dexamethasone Combination Therapy in Bacterial and Fungal Vaginal Infections"
NCT02189291,2019-03-13,July 2014,"December 31, 2018","July 1, 2018",2014-07-03,NA,Interventional,Not Applicable,72,Completed,When to Remove the Indwelling Catheter After Minimally Invasive Sacrocolpopexy?,Study to Assess Duration of Indwelling Catheter After Sacrocolpopexy
NCT02203942,2016-01-26,July 2014,June 2015,June 2015,2014-07-25,NA,Observational,NA,300,Completed,Comparing NAAT Testing to Standard Methods in Diagnosis of Vaginal Infections in the General Gynecology and Vulvovaginal Referral Offices.,Comparing NAAT Testing to Standard Methods for the Diagnosis of Vaginitis
NCT02216253,2015-08-24,October 2014,NA,August 2015,2014-08-09,NA,Interventional,Not Applicable,150,Completed,"L-methionine, Hibiscus Sabdariffa and Boswellia Leaf Extract to Prevent Postoperative Urinary Tract Infection: a Double-blind Randomized Controlled Trial.","L-methionine, Hibiscus Sabdariffa and Boswellia Leaf Extract to Prevent Postoperative Urinary Tract Infection."
NCT02246270,2023-12-12,"November 28, 2017",December 2024,December 2024,2014-09-15,NA,Interventional,Phase 1/Phase 2,30,Recruiting,Recurrent Urinary Tract Infections and Heparin: a Double-blind Randomized Trial (RUTIH Trial),Recurrent Urinary Tract Infections and Heparin (RUTIH Trial)
NCT02267382,2019-10-07,"February 10, 2015","November 9, 2016","November 9, 2016",2014-10-08,2019-09-10,Interventional,Phase 2,254,Completed,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Study to Evaluate the Efficacy and Safety of VT-1161 Oral Tablets in the Treatment of Patients With Recurrent Vulvovaginal Candidiasis",A Study to Evaluate Oral VT-1161 in the Treatment of Patients With Recurrent Vaginal Candidiasis (Yeast Infection)
NCT02289794,2016-02-10,January 2014,September 2015,July 2015,2014-11-03,NA,Interventional,Phase 1,194,Completed,Evaluation of a Candidate Vaccine Against Uropathogenic Escherichia Coli in Women With a Clinical History of Recurrent Urinary Tract Infection,Vaccine Against Escherichia Coli Infection
NCT02304770,2019-06-11,January 2015,January 2017,January 2017,2014-11-23,NA,Interventional,Phase 2,73,Completed,A Pilot Study of Aminolaevulinic Acid (ALA) Photodynamic Therapy (PDT) in Patients With Cervical Persistent High Risk HPV Infection or Cervical Intraepithelial Neoplasia,Aminolaevulinic Acid Photodynamic Therapy of Cervical Persistent HPV Infection and Cervical Neoplasia
NCT02309346,2018-08-27,"December 31, 2014",December 2019,November 2019,2014-12-03,NA,Interventional,Phase 4,190,Unknown status,A Randomized Clinical Trial Between Clindamycin Once and Thrice a Day in Septic Abortion.,Clindamycin Once a Day in Septic Abortion
NCT02323087,2016-05-02,March 2015,May 2016,May 2016,2014-12-11,NA,Interventional,Not Applicable,377,Completed,"Reducing Antibiotic Resistance: Improved Diagnostics and Treatment for Uncomplicated Urinary Tract Infection in General Practice, Denmark",Point of Care Susceptibility Testing in Primary Care
NCT02346227,2018-10-11,January 2015,August 2018,August 2018,2014-11-08,NA,Interventional,Phase 3,327,Completed,"Efficiency of AV2 Antiviral Drug in the Treatment of Human Papillomavirus-associated Precancerous Lesions of the Uterine Cervix: a Randomized Clinical Trial in Kinshasa, Democratic Republic of the Congo",Impact of AV2 Antiviral Drug on the Treatment of HPV-associated Lesions of the Uterine Cervix
NCT02358993,2022-02-03,December 2014,"September 30, 2020","September 30, 2020",2015-02-03,2021-09-24,Interventional,Not Applicable,201,Completed,The Efficacy and Cost-effectiveness of a 24-hour Course of metheNamine Hippurate for Preventing Post-Operative Urinary Tract Infection,Short-course Methenamine Hippurate for Prevention of Post-operative UTI
NCT02366676,2019-11-28,January 2014,"October 30, 2019",January 2018,2015-02-12,NA,Interventional,Phase 4,105,Completed,"Efficacy of Combined Intravesical Therapy With Hyaluronic Acid and Chondroitin Sulphate in the Treatment of Recurrent Cystitis Refractory to Escherichia Coli Extract: a Multicenter, Prospective Study",Efficacy of IARULIL® in the Treatment of Recurrent Cystitis Refractory to Escherichia Coli Extract
NCT02402907,2020-10-16,April 2015,"October 11, 2019","October 11, 2019",2015-03-25,2020-10-16,Interventional,Not Applicable,1356,Completed,A Randomized Trial to Determine if a Pre-operative Wash With a Chlorhexidine Cloth Reduces Infectious Morbidity in Patients Undergoing Cesarean Section,STRIPES Study: Study To Reduce Infection Post cEsarean Section
NCT02439632,2015-07-15,February 2014,July 2015,March 2015,2014-06-04,NA,Interventional,Phase 3,216,Completed,"A Multi-center, Randomized, Double-blind, Double-dummy Clinical Study to Evaluate the Safety and Efficacy of Prulifloxacin Film-coated Tablet for the Treatment of Acute Uncomplicated Lower Urinary Tract Infection With Levofloxacin Hydrochloride Tablet as Active Control","A Multi-center, Randomized, Double-blind, Double-dummy Clinical Study to Evaluate the Safety and Efficacy of Prulifloxacin Film-coated Tablet for the Treatment of Acute Uncomplicated Lower Urinary Tract Infection With Levofloxacin Hydrochloride Tablet as Active Control"
NCT02444975,2016-09-05,December 2013,July 2016,July 2016,2015-04-29,NA,Interventional,Not Applicable,140,Completed,The Effect of Increased Water Intake on the Frequency of the Clinical Recurrent Urinary Tract Infections in Pre-menopausal Women: S-HYDRACYST,The Effect of Increased Water Intake on the Frequency of the Clinical Recurrent Urinary Tract Infections in Pre-menopausal Women: S-HYDRACYST
NCT02454309,2016-05-30,July 2015,March 2017,December 2016,2015-05-22,NA,Interventional,Phase 4,150,Unknown status,"A Randomised, Double-blind, Placebo Controlled Trial Evaluating the Effectiveness of a Cranberry Concentrate (CranrichTM) in Preventing Recurrent Urinary Tract Infections in Adult Women",Cranberry for the Prevention of Urinary Tract Infections
NCT02509403,2020-03-30,January 2020,January 2020,January 2020,2015-07-24,NA,Interventional,Phase 1,0,Withdrawn,An Open-label Trial to Evaluate the Safety of an Essential Oil Infused Perineal Towel - WIPEAWAY,An Open-label Trial to Evaluate the Safety of an Essential Oil Infused Perineal Towel
NCT02515656,2018-08-13,September 2015,August 2016,August 2016,2015-07-29,2017-09-21,Interventional,Phase 3,661,Completed,"Assessment of the Efficacy of POLYGYNAX® in the Empirical Treatment of Infectious Vaginitis International, Multicentre, Randomised, Double-blind, Parallel Group Study, Comparative Versus Miconazole",Assessment of the Efficacy of POLYGYNAX® in the Empirical Treatment of Infectious Vaginitis
NCT02527941,2016-02-09,August 2015,November 2015,November 2015,2015-08-14,NA,Interventional,Phase 1,50,Completed,Effect of Bacterial Vaginosis and Its Treatment on HIV Susceptibility and Female Genital Immunology,Effect of Bacterial Vaginosis on HIV Susceptibility and Female Genital Immunology
NCT02536872,2016-10-13,October 2015,October 2016,September 2016,2015-08-24,NA,Observational,NA,25,Completed,An Observational Study of the Effect of Antibiotics on the Microbiology of the Bladder in Patients With Overactive Bladder,A Study of the Effect of Antibiotics on the Microbiology of the Bladder in Patients With Overactive Bladder
NCT02543827,2021-02-17,November 2015,December 2020,"November 4, 2020",2015-08-17,NA,Interventional,Phase 3,240,Completed,"Prospective Randomized, Double-blind, Parallel-controlled Versus Placebo in a Polyvalent Sublingual Bacterial Vaccine to 3 Months and 6 Months in Women With RUTI for the Immunomodulatory Efficacy Evaluation, Safety and Clinical Impact",Evaluation of the Efficacy and Safety of MV140
NCT02562508,2018-08-15,"December 5, 2015","August 12, 2016","August 12, 2016",2015-09-14,NA,Interventional,Phase 3,979,Completed,"Immunogenicity and Safety Study of a Bivalent Human Papillomavirus (Type 16, 18) Recombinant Vaccine (E.Coli) in Healthy Female Subjects Aged 9 to 17 Years",A Bridging Study of a Recombinant Human Papillomavirus 16/18 Bivalent Vaccine in Preadolescent Girls
NCT02567812,2019-04-01,October 2015,September 2024,September 2024,2015-10-01,NA,Observational [Patient Registry],NA,200,Recruiting,Prospective Data Collection of Patients With Pelvic Inflammatory Disease,Database of Pelvic Inflammatory Disease
NCT02572895,2016-09-07,August 2015,December 2017,June 2017,2015-10-08,NA,Interventional,Phase 1,140,Unknown status,Recurrent Urinary Tract Infection Prevention With Biologic Cranberry Extract Intake Standardized in Proanthocyanidins: A Double-blind Clinical Trial,Cranberry Extract and Urinary Infection Prevention: a Clinical Trial
NCT02585115,2016-10-05,October 2015,July 2016,July 2016,2015-10-05,NA,Observational,NA,117,Completed,"Is a First Void Urine Sample as Accurate as a Midstream Urine Sample in Diagnosing Urinary Tract Infections With a Point-Of-Care-Test Method in Adult, Symptomatic, Non-pregnant Women in General Practice?",Diagnostic Accuracy of Point of Care Test of First Voided Urine Compared to Midstream Voided Urine in Primary Care
NCT02631863,2019-07-05,"March 22, 2016","November 24, 2018","November 24, 2018",2015-12-12,NA,Interventional,Phase 2,60,Completed,A Pilot Study of Photodynamic Therapy (PDT) Using Aminolaevulinic Acid (ALA) in Patients With HPV+ Low Grade Cervical Intraepithelial Neoplasia (LSIL;CIN1),Aminolaevulinic Acid Photodynamic Therapy for HPV+ Low Grade Cervical Intraepithelial Neoplasia (LSIL;CIN1)
NCT02637986,2022-11-07,"November 7, 2022","November 7, 2022","November 7, 2022",2015-12-16,NA,Interventional,Not Applicable,0,Withdrawn,The Efficacy of Orally Administrated Probiotic Formula in Preventing a Recurrence of a Urinary Tract Infection During Pregnancy - a Prospective Randomized Double Blind Placebo-control Study,The Efficacy of Orally Administrated Probiotic Formula in Preventing a Recurrence of a Urinary Tract Infection During Pregnancy
NCT02639520,2017-07-26,December 2015,"June 29, 2017",June 2017,2015-12-11,NA,Interventional,Phase 3,659,Completed,"A Double-blind, Controlled, Parallel-group, Randomized, Multicenter Clinical Trial to Assess the Efficacy and Safety of a Herbal Drug Containing Centaury, Lovage Root and Rosemary Leaf (CLR) in Comparison to Fosfomycin Trometamol for the Treatment of Acute Lower Uncomplicated Urinary Tract Infections (uUTIs) in Women",Efficacy of CLR Compared to Fosfomycin Trometamol in Acute Lower uUTIs
NCT02653118,2024-04-12,"January 22, 2016","January 1, 2040","January 1, 2040",2016-01-08,NA,Observational,NA,4453,"Active, not recruiting","A Registry-Based Extension of Protocol V503-001 in Countries With Centralized Cervical Cancer Screening Infrastructures to Evaluate the Long-Term Effectiveness, Immunogenicity, and Safety of Multivalent Human Papillomavirus (HPV) L1 Virus-Like Particle (VLP) Vaccine as Administered to 16- to 26- Year-Old Women",Long-term Follow-up of Broad Spectrum Human Papillomavirus (HPV) Vaccine Study in Women (V503-021)
NCT02673216,2021-05-06,September 2015,December 2023,December 2020,2016-01-27,NA,Observational,NA,2200,Unknown status,Infection and Adverse Pregnancy Outcome,Infection and Adverse Pregnancy Outcome
NCT02693483,2016-02-25,April 2015,October 2016,June 2016,2016-02-15,NA,Interventional,Phase 4,306,Unknown status,Preoperative Vaginal Cleansing With Povidone Iodine and the Risk of Post Cesarean Endometritis,Preoperative Vaginal Cleansing With Povidone Iodine and the Risk of Post Cesarean Endometritis
NCT02702297,2018-11-12,"January 7, 2016","November 10, 2018","February 28, 2018",2016-02-22,NA,Observational,NA,57,Completed,Multimodales Monitoring Des Fetalen Inflammationsrisikos Bei frühem Vorzeitigen Blasensprung (PPROM),Multimodal Monitoring of Fetal Risk of Inflammation in Preterm Premature Rupture of Membranes
NCT02705495,2022-08-04,May 2015,June 2022,December 2021,2016-02-01,NA,Interventional,Not Applicable,136,Completed,Segmental and Ear Acupuncture for Prevention of Recurrent Urinary Tract Infections(SARUTI Study): a Multicenter Randomized Controlled Trial,Acupuncture for Prevention of Recurrent Urinary Tract Infections.
NCT02733068,2022-12-16,"November 2, 2014","January 16, 2020","July 30, 2019",2016-02-19,NA,Interventional,Phase 3,12000,Completed,"A Phase III Double Blinded, Randomized Controlled Study to Evaluate Efficacy of Protection Against HPV-16 and 18 Related Diseases, Immunogenicity and Safety of HPV-16/18 Vaccine in Healthy Females Aged 18-30 Years",A Phase III Study of Human Papillomavirus (HPV)-16/18 Vaccine.
NCT02733432,2020-08-21,"June 8, 2016","December 23, 2016","November 23, 2016",2016-03-28,NA,Interventional,Phase 2,126,Completed,"A Phase 2, Multicenter, Randomized, Active-controlled Study of the Safety and Tolerability of Two Formulations of CD101 Compared to Fluconazole for the Treatment of Moderate to Severe Episodes of Acute Vulvovaginal Candidiasis",RADIANT: CD101 vs Standard of Care in Subjects With Acute Vaginal Yeast Infections
NCT02740777,2023-04-12,February 2016,July 2019,November 2016,2016-04-05,NA,Interventional,Phase 2,900,Completed,"Immunogenicity Study of a 2-dose Immunization Schedule of Recombinant Human Papillomavirus Virus-like Particle Vaccine (Type 16 and 18 L1 Proteins, Yeast) in Adolescent Females Aged 9 to 14 Years",Evaluating the 2-dose Immunization Schedule of Human Papillomavirus (HPV)-16/18 in Adolescent Females
NCT02742636,2017-08-22,"May 31, 2016","June 21, 2017","June 21, 2017",2016-04-01,NA,Interventional,Not Applicable,162,Completed,When is the Best Moment to Remove the Urinary Catheter After Laparoscopic Hysterectomy: MUCH Study.,When is the Best Moment to Remove the Urinary Catheter After Laparoscopic Hysterectomy?
NCT02746588,2022-03-14,"February 1, 2016","January 1, 2019","January 1, 2019",2016-04-18,NA,Observational,NA,100,Completed,Description of the Uterine Cavity in Patients With Recurrent Miscarriages,Description of the Uterine Cavity in Patients With Recurrent Miscarriages
NCT02751073,2018-08-14,February 2016,"July 30, 2018","May 31, 2017",2016-02-22,NA,Observational,NA,25,Completed,Evaluation of Vaginal and Urinary Microbiome Markers as Predictors of Post-Surgical Urinary Tract Infection,Evaluation of the Relationship Between Vaginal and Lower Urinary Tract Microbiomes and Infection After Hysterectomy
NCT02755012,2016-04-26,June 2012,November 2013,November 2013,2016-04-19,NA,Observational,NA,271,Completed,"Reducing Maternal Stress Due to Infection, Malnutrition and Psychosocial Conditions of Poverty: A New Paradigm for Tackling Infant Stunting",Impact of Maternal Stress on Infant Stunting
NCT02787486,2019-08-19,October 2015,September 2018,September 2018,2016-05-26,NA,Observational,NA,760,Completed,"A Clinical Study to Evaluate the Relative Clinical Sensitivity, Specificity, and Performance of the a Laboratory Developed Test as a Screening Test for Fetal Chromosomal Aneuploidy, Infectious and Other Diseases, and RhD Genotyping in the General Population of Pregnant Women",Expanded Noninvasive Genomic Medical Assessment: The Enigma Study
NCT02795845,2021-08-02,November 2016,August 2021,July 2021,2016-06-07,NA,Interventional,Not Applicable,157,Completed,"Oral Probiotics for the Treatment and Prevention of Vulvovaginal Infections in Pregnancy - Double-blind, Randomized, Placebo-controlled Study","Oral Probiotics for the Treatment and Prevention of Vulvovaginal Infections in Pregnancy - Double-blind, Randomized, Placebo-controlled Study"
NCT02811367,2016-10-14,June 2016,September 2016,September 2016,2016-06-20,NA,Interventional,Not Applicable,117,Completed,The HPV Self-test as a Test of Cure in the Follow-up of HPV-positive Women in Madagascar,The HPV Self-test as a Test of Cure in Madagascar
NCT02812914,2017-10-25,April 2016,"June 19, 2017","June 19, 2017",2016-06-03,NA,Interventional,Not Applicable,50,Completed,NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health,NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health
NCT02830321,2016-07-11,March 2015,December 2015,December 2015,2016-07-03,NA,Observational,NA,90,Completed,Study to Explore the Association Between Hyperemesis Gravidarum in Pregnant Women and Helicobacter Pylori Infection by Using H.P. Stool Antigen Test to Diagnose H Pylori Infection,The Association of Helicobacter Pylori in the Pathogenesis of Hyperemesis Gravidarum in Pregnant Women
NCT02840825,2022-07-26,"March 8, 2016","September 29, 2021","September 29, 2021",2016-07-19,NA,Observational,NA,2,Terminated,Biochip for HCMV Detection in Breast Milk From Lactating Women of Preterm Infants Less Than 33 Weeks,Biochip for HCMV Detection in Breast Milk
NCT02845284,2019-05-15,"March 30, 2016","December 30, 2017","December 1, 2017",2016-07-20,NA,Interventional,Not Applicable,486,Completed,Enhanced HIV/Sexually Transmitted Infections and Pregnancy Prevention Study to Improve Adolescent Reproductive Health Services in Uganda,'HI-4-TU' Study: Health Improvement for Teen Ugandans Study
NCT02859493,2018-06-11,August 2016,NA,March 2017,2016-08-04,NA,Interventional,Not Applicable,80,Terminated,Evaluation of the Effect of Saccharomyces Cerevisiae on the Improvement of the Conventional Treatment for Vulvo-vaginal Infection to Candida Spp (Local Administration),Effect of Saccharomyces Cerevisiae on Vulvo-vaginal Candidiasis
NCT02860845,2019-11-05,"July 12, 2016","November 30, 2017","October 16, 2017",2016-07-19,2019-08-19,Interventional,Phase 4,48,Completed,"Multicenter Pilot Study to Compare the Efficacy of a Combination of Vaginal Capsules With Acid Boric, L.Gasseri and L.Rhamnosus Versus the Reference Medication in Patients With Vaginal Candidiasis or Bacterial Vaginosis",Use of Boric Acid in Combination With Probiotics for the Treatment of Vaginal Infections
NCT02869165,2021-05-13,January 2017,"December 31, 2019","June 30, 2018",2016-07-31,NA,Interventional,Phase 4,110,Completed,The Effects of Vaginal Estrogen and a Nonhormonal Alternative on the Vaginal and Urinary Microbiome in Women With Genitourinary Syndrome of Menopause: A Randomized Controlled Trial,Vaginal and Urinary Microbiome Trial
NCT02882360,2016-08-24,October 2016,December 2018,January 2018,2016-05-12,NA,Interventional,Phase 4,40,Unknown status,The Use of Antimicrobial Gauze in Pregnant Women Undergoing C-section With BMI >40 to Decrease Wound Complications by 6 Weeks postpartum--a Small Feasibility Study,Kerlix for Pregnant Women With Elevated BMI to Prevent Wound Infection by 6 Weeks Post Partum
NCT02888197,2018-02-28,"August 16, 2016","March 15, 2017","March 15, 2017",2016-08-30,NA,Observational,NA,32,Completed,"A Non-Interventional Extension Study to Investigate Vulvovaginal Candidiasis Recurrence and Candida Colonization Following a Phase 2 Randomized, Active-Controlled Study of Two Formulations of CD101 Compared to Fluconazole for the Treatment of Moderate to Severe Episodes of Acute Vulvovaginal Candidiasis",Non-Interventional Extension to Investigate Recurrence of Vulvovaginal Candidiasis and Candida Colonization
NCT02905890,2020-03-10,"October 2, 2017","December 20, 2019","December 20, 2019",2016-09-09,NA,Interventional,Phase 4,250,Completed,"Hormonal Contraception and Bacterial Vaginosis (HCBV): The Effect of Norethisterone Enanthate on Recurrent Bacterial Vaginosis Among Women at High Risk for HIV Infection in Kampala, Uganda",The Effect of Norethisterone Enanthate on Recurrent Bacterial Vaginosis
NCT02946346,2020-10-13,"November 11, 2016","September 29, 2020","September 29, 2020",2016-08-22,NA,Interventional,Not Applicable,190,Terminated,KINETICS AND ECOLOGY OF HUMAN PAPILLOMAVIRUS (HPV) GENITAL INFECTIONS IN YOUNG WOMEN,Kinetics and Ecology of Human Papillomavirus Genital Infections in Young Women
