"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
340,"NCT00396084","Early Bactericidal Activity of Linezolid, Gatifloxacin, Levofloxacin, Isoniazid (INH) and Moxifloxacin in HIV Negative Adults With Initial Episodes of Sputum Smear-Positive Pulmonary Tuberculosis",,"Completed","Has Results","Tuberculosis","Drug: Gatifloxacin|Drug: Isoniazid|Drug: Levofloxacin|Drug: Linezolid|Drug: Moxifloxacin","Sputum Bacillary Loads: Adjusted Area Under the Curve (aAUC)|Difference in Sputum Bacillary Loads: Early Bactericidal Activity (EBA) Days 0 to 2; Fluoroquinolones/Isoniazid (INH) Comparison|Extended Early Bactericidal Activity (EBA) From Days 2 to 7; Fluoroquinolones/Isoniazid (INH) Comparison|Difference in Sputum Bacillary Loads: Early Bactericidal Activity (EBA) Days 0 to 2; Linezolid Once Daily/Linezolid Twice Daily/Isoniazid (INH) Comparison|Difference in Sputum Bacillary Loads: Extended Early Bactericidal Activity (EBA) From Days 2 to 7; Linezolid Once Daily/Linezolid Twice Daily/INH Comparison|Sputum mRNA Clearance Rate - Results Are Pending.|Sputum Cytokine Proteins - Results Are Pending.|Maximum Plasma Drug Concentration (Cmax)|Time to Maximum Plasma Drug Concentration (Tmax) and Half-life|Maximum Plasma Drug Concentration/Minimum Inhibitory Concentration (Cmax/MIC)|Pharmacokinetic Parameters: Area Under the Curve (AUC) During First 12 and 24 Hours|Area Under the Curve During First 12 or 24 Hours / Minimum Inhibitory Concentration (AUC/MIC)|Pharmacokinetic Parameters: Area Under the Curve During First 12 and 24 Hours|Maximum Plasma Drug Concentrations (Cmax), Adjusted for Free Drug Concentration|Maximum Plasma Drug Concentration/Minimum Inhibitory Concentration (Cmax/MIC) Adjusted for Free Drug Concentrations|Area Under the Curve (AUC) During First 12 and 24 Hours Adjusted for Free Drug Concentrations|Area Under the Curve (AUC) Adjusted for Free Drug Concentrations/Minimum Inhibitory Concentration (MIC)|Percent Dosing Interval Above Minimum Inhibitory Concentration (MIC)","National Institute of Allergy and Infectious Diseases (NIAID)","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","70","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","01-553","February 10, 2004","November 23, 2007","December 28, 2007","November 6, 2006","June 25, 2009","November 8, 2018","San Francisco General Hospital - Pulmonary and Critical Care Medicine, San Francisco, California, United States|Universidade Federal do Espirito Santo - Duke Hubert-Yeargan Center, Vitória, Espírito Santo, Brazil",,"https://ClinicalTrials.gov/show/NCT00396084"
341,"NCT01600963","A Study to Evaluate the Efficacy and Safety of TMC207 in Patients With Pulmonary Infection With Multi-drug Resistant Mycobacterium Tuberculosis",,"Withdrawn","No Results Available","Multi-drug Resistant Tuberculosis","Drug: Arm A Double-blind Phase: TMC207|Drug: Arm B Double-blind Phase: Placebo|Drug: Treatment Failure During Double-blind Phase: TMC207|Drug: Treatment Failure During Follow-up Phase: TMC207","Number of patients with favorable treatment outcome at Week 60|Number of patients with confirmed culture conversion at Week 84|Number of patients with confirmed culture conversion at Week 60 or at time of trial discontinuation|The number of patients with development of pre-extensively drug-resistant tuberculosis and extensively drug-resistant tuberculosis|Time to sputum culture conversion|Number of patients with negative culture and smear for tuberculosis|Time to positive signal in Mycobacteria Growth Indicator Tube (MGIT960)|Number of patients with confirmed culture conversion by lung cavity status|Number of patients with confirmed culture conversion by geographic region|Number of patients with confirmed culture conversion by human immunodeficiency virus status|Number of patients with confirmed culture conversion by baseline resistance to anti-tuberculosis therapy|Number of patients with Tuberculosis Symptom Profile symptoms at Week 36 and at the end of the treatment-free follow up|Number of tuberculosis-related deaths per investigator assessment|Number of patients with weight gain (greater than 5 percent) at Week 36 and at the end of the treatment-free follow up|Number of patients with improvements in laboratory assessments at Week 36 and at the end of the treatment-free follow up|Number of patients with improvements in chest radiograph assessments at Week 36 and at the end of the treatment-free follow up|Number of patients that received salvage regimen with favorable treatment outcome 24 weeks after the end of the individualized salvage regimen|Mean plasma concentrations of TMC207|Mean plasma concentrations of N-monodesmethyl metabolite of TMC207|Number of patients affected by an adverse event|Number of patients with confirmed culture conversion at Week 36|Number of patients who required lung surgeries (resection or pneumonectomy) during the study|Number of patients with confirmed culture conversion by baseline albumin grade|Number of patients with confirmed culture conversion by baseline TMC207 minimal inhibitory concentration|Number of patients with confirmed culture conversion at Week 132|Number of patients who experienced death|Number of patients will be qualified as cure based on the WHO outcome definition and the number of treatment failures, deaths, transfer out/defaults, and treatment completed","Janssen Infectious Diseases BVBA","All","18 Years and older   (Adult, Older Adult)","Phase 3","0","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","CR100807|TMC207-TIDP13-C210|2011-000653-23|U1111-1135-7013","March 2014","July 2016","November 2022","May 17, 2012",,"December 2, 2015","Porto Alegre, Brazil|Rio De Janeiro, Brazil|Sao Paulo, Brazil|Phnom Penh, Cambodia|Beijing, China|Changsha, China|Chongqing, China|Fuzhou, China|Jinan, China|Nanjing, China|Shanghai, China|Kohtla-Järve, Estonia|Talinn, Estonia|Addis Ababa, Ethiopia|Gondar, Ethiopia|Tbilisi, Georgia|Busan, Korea, Republic of|Daegu, Korea, Republic of|Gwangju, Korea, Republic of|Gyeongsangnam-Do, Korea, Republic of|Incheon, Korea, Republic of|Seoul, Korea, Republic of|Stopinu Region, Latvia|Monterrey, Mexico|Lima, Peru|Quezon City, Philippines|Arkhangelsk, Russian Federation|Ekaterinburg, Russian Federation|Moscow, Russian Federation|Novosibirsk, Russian Federation|Orel, Russian Federation|Saint-Petersburg, Russian Federation|Paarl, South Africa|Sandringham, South Africa|Ysterplaat, South Africa|Changhua County, Taiwan|New Taipei City, Taiwan|Taichung, Taiwan|Tainan, Taiwan|Nonthaburi, Thailand|Kecioren, Turkey|Donetsk, Ukraine|Kiev, Ukraine|Ternopil, Ukraine",,"https://ClinicalTrials.gov/show/NCT01600963"
342,"NCT04311502","Clofazimine- and Rifapentine-Containing Treatment Shortening Regimens in Drug-Susceptible Tuberculosis: The CLO-FAST Study",,"Active, not recruiting","No Results Available","HIV|Tuberculosis","Drug: Clofazimine (CFZ)|Drug: Rifapentine (RPT)|Drug: Isoniazid (INH)|Drug: Pyrazinamide (PZA)|Drug: Ethambutol (EMB)|Drug: Rifampicin (RIF)|Dietary Supplement: Pyridoxine (vitamin B6)","Time to stable culture conversion in liquid media|Proportion of participants across study arms experiencing any Grade 3 or higher adverse event (AE) that is at least a one grade increase from baseline|Proportion of participants with favorable clinical/bacteriologic outcome|Proportion of participants with favorable composite outcome including treatment completion|Proportion of participants across study arms who prematurely discontinue their treatment regimen|Mean QTcF change from baseline|Occurrence of absolute QTcF ≥480 ms and ≤500 ms, and ≥500 ms at any time during study treatment|Occurrence of QTcF change from baseline of ≥30 ms and ≤60 ms, and ≥60 ms at any time during study treatment|Time to stable culture conversion in solid media|Proportion of participants with culture conversion across all study arms|Proportion of participants with one or more serious adverse events (SAEs)|Time (days) to positivity in liquid culture (MGIT) after start of treatment across study arms|Change in chest X-ray score from baseline to end of treatment in each Arm (week 13 in Arm 1, week 26 in Arm 2)|Proportion of participants who have a TB relapse, from end of treatment until Week 65|Proportion of participants who have a TB recurrence, from end of treatment until Week 65|Pharmacokinetic parameter for CFZ: Minimum concentration (Cmin)|Pharmacokinetic parameter for CFZ: Maximum concentration (Cmax)|Pharmacokinetic parameter for CFZ: Time of Cmax (Tmax)|Pharmacokinetic parameter for CFZ: Area under the concentration curve (AUC0-24h)","National Institute of Allergy and Infectious Diseases (NIAID)","All","18 Years and older   (Adult, Older Adult)","Phase 2","104","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ACTG A5362|30148","June 16, 2021","June 23, 2024","June 23, 2024","March 17, 2020",,"September 11, 2023","Les Centres GHESKIO Clinical Research Site (GHESKIO-INLR) CRS, Port-au-Prince, Haiti|Byramjee Jeejeebhoy Medical College (BJMC) CRS, Pune, India|Malawi CRS, Lilongwe, Central, Malawi|Blantyre CRS, Blantyre, Malawi|CAPRISA eThekwini CRS, Durban, Kwa Zulu Natal, South Africa|Milton Park CRS, Harare, Zimbabwe",,"https://ClinicalTrials.gov/show/NCT04311502"
343,"NCT05097638","Lung Health After Tuberculosis: Clinical and Functional Assessment in Post Pulmonary Tuberculosis Egyptian Patients.",,"Completed","No Results Available","Pulmonary Tuberculoses|Pulmonary Function; Newborn, Abnormal","Diagnostic Test: spirometry","Post tuberculosis lung functional impairment|post tuberculosis persistent clinical symptoms|Grading of obstruction function:","Assiut University","All","Child, Adult, Older Adult",,"210","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","5884","January 20, 2018","November 1, 2019","February 4, 2020","October 28, 2021",,"October 28, 2021","Chest Department-faculty of medicine-Assuit university, Assuit, Egypt",,"https://ClinicalTrials.gov/show/NCT05097638"
344,"NCT03900858","Short Course Rifapentine and Isoniazid for the Preventive Treatment of Tuberculosis(SCRIPT-TB)","TB","Unknown status","No Results Available","Silicosis Tuberculosis","Drug: Isoniazid；Rifapentine","Cumulative rate of culture-confirmed or clinically diagnosed TB disease in participants|Percentage of participants with drug discontinuation for any reason and due to adverse drug reactions associated with 1RPT/INH|Percentage of patients with Grade 3 or 4 drug toxicities and deaths associated with 1RPT/INH|Percentage of participants who complete the treatment regimen","Huashan Hospital|Wenling No.1 People's Hospital, China","Male","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","566","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","2017ZX10201302-004","December 1, 2018","January 1, 2022","June 1, 2022","April 3, 2019",,"April 5, 2019","Wenling No.1 People's Hospital, Zhejiang, Taizhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT03900858"
345,"NCT02597621","Biomarkers for Therapy Response in Drug-resistant Tuberculosis",,"Completed","No Results Available","Tuberculosis, Multidrug-resistant","Other: no intervention","Identification of biomarkers for therapy response","Research Center Borstel","All","18 Years and older   (Adult, Older Adult)",,"192","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","M/XDR_BIO_01","March 2013","December 2020","January 2021","November 5, 2015",,"April 11, 2024","Research Center Borstel, Borstel, Schleswig-Holstein, Germany",,"https://ClinicalTrials.gov/show/NCT02597621"
346,"NCT05840809","Pharmacokinetics of Drugs Used to Treat Drug Sensitive Tuberculosis in Breastfeeding Mother-infant Pairs","MILK TB","Recruiting","No Results Available","Tuberculosis Active|Breastfeeding|Tuberculosis","Drug: First line tuberculosis treatment","Concentration of rifampicin in maternal plasma|Concentration of rifampicin in breastmilk|Concentration of rifampicin in infant plasma|Concentration of isoniazid in maternal plasma|Concentration of isoniazid in breastmilk|Concentration of isoniazid in infant plasma|Concentration of ethambutol in maternal plasma|Concentration of ethambutol in breastmilk|Concentration of ethambutol in infant plasma|Concentration of pyrazinamide in maternal plasma|Concentration of pyrazinamide in breastmilk|Concentration of pyrazinamide in infant plasma|Maximum concentration of rifampicin in maternal plasma|Maximum concentration of rifampicin in breastmilk|Maximum concentration of isoniazid in maternal plasma|Maximum concentration of isoniazid in breastmilk|Maximum concentration of ethambutol in maternal plasma|Maximum concentration of ethambutol in breastmilk|Maximum concentration of pyrazinamide in maternal plasma|Maximum concentration of pyrazinamide in breastmilk|Anxiety in mothers|Depression in mothers|Maternal beliefs about medicines","University of Liverpool|Infectious Diseases Institute, Makerere University College of Health Sciences","Female","18 Years and older   (Adult, Older Adult)",,"20","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","MILK TB","January 20, 2022","December 20, 2023","January 29, 2024","May 3, 2023",,"May 3, 2023","Infectious Diseases Institute, Kampala, Uganda","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/09/NCT05840809/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT05840809"
347,"NCT00172783","PPD Size and Mycobacteria Tuberculosis ELISPOT in Children Who Have Received BCG in Neonate Period",,"Unknown status","No Results Available","Tuberculosis",,,"National Taiwan University Hospital","All","3 Months to 15 Years   (Child)",,"460","Other","Observational","Time Perspective: Other","940201","June 2005",,"December 2005","September 15, 2005",,"September 15, 2005","National Taiwan University Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT00172783"
348,"NCT00266383","The Molecular Mechanism and the Role of NRAMP 1gene on Tuberculosis in Taiwan Aboriginal Tribes Population",,"Completed","No Results Available","Tuberculosis",,,"National Health Research Institutes, Taiwan","All","0 Years and older   (Child, Adult, Older Adult)",,"250","Other","Observational","Observational Model: Case-Control|Time Perspective: Other","DOH94-DC-1009","January 2005",,"December 2005","December 16, 2005",,"December 19, 2005","National Health Research Institutes, Miaoli county, Taiwan",,"https://ClinicalTrials.gov/show/NCT00266383"
349,"NCT02727582","Pharmacometric Optimization of Second Line Drugs for MDR Tuberculosis Treatment","PODrtb","Completed","No Results Available","Multidrug-resistant Tuberculosis",,"To characterize the effects of 2nd-line drug exposures on treatment response in MDR-TB patients.|To identify drug exposures associated with the risk of treatment-related toxicities in patients on a standard 2nd-line regimen for MDR-TB.","University of Cape Town|Baylor Research Institute","All","18 Years and older   (Adult, Older Adult)",,"142","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","PODrtb","July 30, 2015","January 30, 2021","January 30, 2021","April 4, 2016",,"April 29, 2021","Brooklyn Chest Hospital, Cape Town, Western Cape, South Africa|DP Marias Hospital, Cape Town, Western Cape, South Africa",,"https://ClinicalTrials.gov/show/NCT02727582"
350,"NCT02349841","Phase 2 Trial to Evaluate the Early Bactericidal Activity, Safety and Tolerability of Meropenem Plus Amoxycillin/CA and Faropenem Plus Amoxycillin/CA in Adult Patients With Newly Diagnosed Pulmonary Tuberculosis",,"Completed","No Results Available","Pulmonary Tuberculosis","Drug: Meropenem|Drug: Faropenem|Drug: Amoxycillin/clavulanic acid|Drug: Rifafour e275","Primary Endpoint (The EBA CFU(0-14) as determined by the rate of change in logCFU per ml sputum)|Efficacy (The EBA CFU(0-2) and EBA CFU(2-14) as determined by the rate of change of logCFU in sputum)|Safety and Tolerability (Incidence of treatment emergent adverse events (TEAEs)|Pharmacokinetics (The maximum observed plasma concentration (Cmax), time to reach Cmax (Tmax), the minimum observed plasma concentration (Cmin)|Pharmacokinetics - Pharmacodynamics (descriptive analyses, and no inferential tests will be carried out, of EBA CFU(0-14), EBA CFU(0-2), and EBA CFU(2-14) vs. AUC(0-24) • Time over Minimum inhibitory concentrations (TMIC) (for meropenem; faropenem)","TASK Applied Science|Eduardo Mondlane University|GlaxoSmithKline|Barcelona Centre for International Health Research|Research Center Borstel","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","46","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TASK-001","September 2014","December 2014","December 2014","January 29, 2015",,"September 13, 2018","TASK Foundation NPC, Cape Town, Western Cape, South Africa",,"https://ClinicalTrials.gov/show/NCT02349841"
351,"NCT03827811","Pharmacometrics to Advance Novel Regimens for Drug-resistant Tuberculosis-PandrTB Tuberculosis","PandrTB","Recruiting","No Results Available","Multi-drug Resistant Tuberculosis",,"Drug exposure (AUC)|Rate of decline of viable M.tubercolosis in sputum|Collecting adverse events as a measure of safety","University of Cape Town|Partners in Health|Epicentre|Medecins Sans Frontieres, Netherlands|Institute of Tropical Medicine, Belgium|Interactive Research and Development","All","15 Years to 99 Years   (Child, Adult, Older Adult)",,"625","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","PandrTB","January 30, 2020","April 30, 2023","April 30, 2023","February 1, 2019",,"November 4, 2022","National Scientific Center of Phthisiopulmonology, Almaty, Kazakhstan|Partners in Health Lesotho House 233 Corner Lancers and Caldwell Roads, Maseru, Lesotho|Indus Hospital, Karachi, Pakistan|Peru-1, Lima, Peru|Peru_2, Lima, Peru|Khayelitsha Town 2 Clinic, Cape Town, Western Cape, South Africa|Hanoi Lung Hospital, Hanoi, Vietnam",,"https://ClinicalTrials.gov/show/NCT03827811"
352,"NCT01311999","Surveillance and Follow-up for Latent Tuberculosis Infection and Risk of Developing Active Tuberculosis in Patients Receiving Long-term Dialysis",,"Completed","No Results Available","To Predict the Potential of Development of Active Tuberculosis in Those Receiving Long-term Dialysis by Using Interferon-gamma Release Assy",,"Development of active tuberculosis","National Taiwan University Hospital","All","18 Years and older   (Adult, Older Adult)",,"234","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","201009057R","February 2011","November 2013","November 2013","March 10, 2011",,"December 4, 2013","National Taiwan University Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT01311999"
353,"NCT03830671","The Effect of 18-month Regimen Containing 6 Anti-tuberculosis Drugs for Patients With MDR-TB",,"Completed","No Results Available","Multi-drug Resistant Tuberculosis","Drug: 18-month regimen containing 6 anti-TB drugs","the treatment success rate|death rate|sputum conversion rate at the end of month 2, month 3,intensive phase and treatment completion.|Frequency of adverse drug reaction occurring during treatment.|Radiological manifestation change of TB lesion or cavity at the end of month 2, month 3,intensive phase and treatment completion.","Beijing Chest Hospital","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 4","515","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2018ZX10722301-001","March 8, 2019","June 8, 2022","June 8, 2022","February 5, 2019",,"October 12, 2022","Beijing Chest Hospital, Beijing, China|The 8th Medical Center of Chinese Pla General Hospital, Beijing, China|Changchun Infectious Disease Hospital, Changchun, China|Hunan Institute For Tuberculosis Control, Changsha, China|Public Health Clinical Center of Chengdu, Chengdu, China|Shenzhen Third Peple's Hospital, Guangzhou, China|Guangzhou Chest Hospital, Guanzhou, China|The Affiliated Hospital of Guizhou Medical University, Guiyang, China|Infectious Disease Prevention Hospital in Heilongjiang Province, Harbin, China|Anhui Chest Hospital, Hefei, China|The Fourth People's Hospital of Inner Mongolia Autonomous region, Hohhot, China|Shandong Provincial Chest Hospital, Jinan, China|Shanghai Pulmonary Hospital, Shanghai, China|Shenyang Chest Hospital, Shenyang, China|Tianjin Haihe Hospital, Tianjin, China|The Tuberculosis Prevention and Treatment Hospital of Shanxi Province, Xi'an, China|Xi'an Chest Hospital, Xi'an, China|The Fourth People's Hospital of Ningxia Autonomous Region, Yinchuan, China|The Infectious Disease Hospital of Wangkai Zaozhuang, Zaozhuang, China|Chest of Hospital of Xinjiang Uygur Autonomous Region of the PRC, Ürümqi, China",,"https://ClinicalTrials.gov/show/NCT03830671"
354,"NCT00173433","Exogenous Reinfection of Tuberculosis in Taiwan",,"Completed","No Results Available","Tuberculosis",,"relapse due to reinfection","National Taiwan University Hospital","All","Child, Adult, Older Adult",,"150","Other","Observational",,"9461700627","August 2005","July 2006","July 2006","September 15, 2005",,"December 9, 2014","National Taiwan University Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT00173433"
355,"NCT04342598","Case Control Study of Vitamin D Status and Adult Multidrug-resistant Pulmonary Tuberculosis in Maharashtra, India",,"Completed","No Results Available","Multi-drug Resistant Tuberculosis","Other: Serum Vitamin D","Adult pulmonary multi-drug resistant tuberculosis|Latent TB infection among controls","Harvard School of Public Health (HSPH)|Foundation for Medical Research|Municipal Corporation of Greater Mumbai, India","All","18 Years to 60 Years   (Adult)",,"352","Other","Observational","Observational Model: Case-Control|Time Perspective: Cross-Sectional","IRB19-0237","January 27, 2020","December 17, 2020","December 17, 2020","April 13, 2020",,"February 25, 2021","Foundations for Medical Research, Mumbai, Maharashtra, India",,"https://ClinicalTrials.gov/show/NCT04342598"
356,"NCT06224036","Clinical Study of JDB0131 Benzenesulfonate Tablets in Patients With Drug-sensitive Pulmonary Tuberculosis",,"Recruiting","No Results Available","Drug-resistant Tuberculosis","Drug: JDB0131|Drug: Delamanid|Drug: Ethylpyrazine rifampicide (II)","EBA|Percentage of Participants With Adverse Events (AEs)|Percentage of Participants With Immediately Reportable Events (IREs)|ECG|Safe tolerance|Tmax|Cmax|AUC0-24h|T Tss,max|Css,max|Css,min|Css,avg|t1/2,ss|AUC0-12,ss|AUC0-t,ss|AUC0-∞,ss|Vd,ss|CL,ss|Rac（Cmax）|Rac（AUC）|Fluctuation coefficient","Beijing Chest Hospital|West China Hospital|Wuhan Pulmonary Hospital (Wuhan Institute For Tuberculosis Control)","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","52","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","JDB-131-201","October 31, 2023","March 31, 2024","March 31, 2024","January 25, 2024",,"January 25, 2024","Wuhan Chest Hospital (Wuhan Institute For Tuberculosis Control), Wuhan, Hubei, China|West China Hospital, Sichuan University, Chendu, Sichuan, China",,"https://ClinicalTrials.gov/show/NCT06224036"
357,"NCT01859923","A 6-Month Safety, Efficacy, and Pharmacokinetic (PK) Trial of Delamanid in Pediatric Participants With Multidrug Resistant Tuberculosis (MDR-TB)",,"Completed","Has Results","Multidrug Resistant Tuberculosis","Drug: Delamanid|Drug: Delamanid Pediatric Formulation (DPF)|Drug: Optimized Background Regimen (OBR)","Number of Participants With At Least One Treatment Emergent Adverse Event (TEAE)|Number of Participants With Abnormal Physical Examination Values|Number of Participants With Clinically Significant Abnormal Vital Sign Values|Number of Participants With Clinically Significant Abnormalities in Electrocardiogram (ECG) Values|Number of Participants With Clinically Significant Laboratory Test Abnormalities|Population Pharmacokinetic (POPPK) Model Point Estimate for Central Clearance (L) and Inter-compartmental Clearance (Q) of Delamanid|POPPK Model Point Estimate for Central Volume of Distribution (Vc) and Peripheral Volume of Distribution (Vp) of Delamanid|POPPK Model Point Estimate for Absorption Rate Constant (Ka) of Delamanid|POPPK Model Point Estimate for Absorption Lag Time (ALAG1) of Delamanid|Baseline QT Interval (QTcB) Effect|PK/PD Relationship: POPPK Model Point Estimate for Slope of Linear Mixed Effects Model for Change in QTcB Interval Versus Delamanid Plasma Concentrations|Number of Participants With Treatment Outcome as Assessed by Principal Investigator|Number of Participants With Abnormal Chest X-ray|Number of Participants With Investigator-Assessed Signs and Symptoms of Tuberculosis|Sputum Culture Conversion (SCC)|Number of Participants With Palatability Score as Assessed by the Investigator|Number of Participants With Palatability Score as Assessed by the Parent or Participant","Otsuka Pharmaceutical Development & Commercialization, Inc.","All","0 Years to 17 Years   (Child)","Phase 2","37","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","242-12-233|2012-004620-38","July 20, 2013","January 13, 2020","January 13, 2020","May 22, 2013","November 23, 2020","November 23, 2020","De La Salle Health Sciences Institute, Dasmariñas, Cavite, Philippines|Lung Center of the Philippines, Quezon City, Metro Manila, Philippines|Brooklyn Chest Hospital, Ysterplaat, Cape Town, South Africa","""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/23/NCT01859923/Prot_000.pdf|""Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/23/NCT01859923/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT01859923"
358,"NCT01317654","Study Of The Long Term Outcome Of Tuberculous Meningitis In Vietnamese Adults Treated With Adjunctive Dexamethasone","ES","Completed","No Results Available","Tuberculosis Meningitis","Other: Observation","Survival|Neurological disability|Tuberculosis relapse rate","Oxford University Clinical Research Unit, Vietnam|Hospital for Tropical Diseases, Ho Chi Minh City, Vietnam|Pham Ngoc Thach Hospital, Ho Chi Minh City, Vietnam","All","1 Year to 90 Years   (Child, Adult, Older Adult)",,"340","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","ES","April 2006","April 2008","April 2008","March 17, 2011",,"September 15, 2011",,,"https://ClinicalTrials.gov/show/NCT01317654"
359,"NCT06141148","Clinical Presentation, and Treatment Outcomes in Tuberculous Patients in Sohag Governorate",,"Recruiting","No Results Available","Tuberculosis","Diagnostic Test: sputum analysis|Diagnostic Test: lymph node biobsy","percent of cured tuberculous patients|percent of treatment failure","Sohag University","All","18 Years and older   (Adult, Older Adult)",,"200","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","Soh-Med-23-10-012MS","November 1, 2023","December 30, 2024","December 30, 2024","November 21, 2023",,"November 21, 2023","Sohag university Hospital, Sohag, Egypt",,"https://ClinicalTrials.gov/show/NCT06141148"
360,"NCT00082173","Moxifloxacin As Part of a Multi-Drug Regimen For Tuberculosis",,"Completed","Has Results","Tuberculosis","Drug: Moxifloxacin","Proportion of Patients With Sterile Sputum Cultures|Proportion of Patients With Grade 3 or 4 Adverse Reactions Attributable to Study Medications","Johns Hopkins University","All","18 Years and older   (Adult, Older Adult)","Phase 2","170","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","FD-R-002135-01","October 2004","September 2007","September 2008","May 4, 2004","May 22, 2013","May 22, 2013","Clementino Fraga Filho Hospital, Rio de Janeiro, Brazil",,"https://ClinicalTrials.gov/show/NCT00082173"
361,"NCT00397709","Short-Course Isoniazid and Rifampin Compared With Isoniazid for Latent Tuberculosis Infection",,"Terminated","No Results Available","Tuberculosis","Drug: I ( isoniazid), II (isoniazid + rifampin )","to compare the compliance|to compare the side effects|Development of tuberculosis","Hospital Virgen de la Luz","All","16 Years to 89 Years   (Child, Adult, Older Adult)","Phase 4","228","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TBQXCU2|TBQXPNCU1","March 1996",,"February 2006","November 9, 2006",,"December 31, 2008","Maria Paloma Geijo Martinez. Hospital Virgen de la Luz, Cuenca, Spain",,"https://ClinicalTrials.gov/show/NCT00397709"
362,"NCT05329415","Tuberculosis Drug Levels and Continuous Glucose Monitoring in Diabetic Patients",,"Active, not recruiting","No Results Available","Tuberculosis|Diabetes Mellitus","Diagnostic Test: TB Drug Levels","Rifampicin/Isoniazid/Pyrazinamide Cmax 2 hours post-dose|Antidiabetic medication Cmax at baseline and 2 hours post dose|Mean daily subcutaneous glucose measurement","London North West Healthcare NHS Trust","All","18 Years and older   (Adult, Older Adult)",,"48","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","v1 20.07.2021","February 1, 2022","May 1, 2023","May 2024","April 15, 2022",,"June 7, 2023","London North West University NHS University Trust, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT05329415"
363,"NCT01301144","Oral Urea Breath Testing for Diagnosis and Treatment Response in Pulmonary Tuberculosis",,"Completed","No Results Available","Tuberculosis|Urea Breath Test",,,"National Institute of Allergy and Infectious Diseases (NIAID)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)",,"113","NIH","Observational","Time Perspective: Prospective","999911106|11-I-N106","February 13, 2011",,"March 30, 2016","February 23, 2011",,"April 5, 2018","Unviersite de Bamako, Bamako, Mali",,"https://ClinicalTrials.gov/show/NCT01301144"
