nct_id,id_source,id_value,id_type,id_type_description,id_link
NCT00298311,org_study_id,PPD MOD,NA,NA,NA
NCT03416010,org_study_id,2017B0425,NA,NA,NA
NCT03416010,secondary_id,1R01MD012770-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01MD012770-01A1
NCT06258655,org_study_id,SA332962,NA,NA,NA
NCT03593473,org_study_id,12-2061,NA,NA,NA
NCT03593473,secondary_id,R01HD093901-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01HD093901-01A1
NCT05826327,org_study_id,IRB-20230021-R,NA,NA,NA
NCT06014892,org_study_id,2022P001157,NA,NA,NA
NCT05295069,org_study_id,AtaturkU-GulsenEryilmaz-001,NA,NA,NA
NCT05217251,org_study_id,Maternal EEG monitoring,NA,NA,NA
NCT04950868,org_study_id,118885,NA,NA,NA
NCT05763537,org_study_id,162-22,NA,NA,NA
NCT03285139,org_study_id,PL CBT,NA,NA,NA
NCT00282776,org_study_id,R01MH071825,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH071825
NCT00282776,secondary_id,R01MH071825,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH071825
NCT00282776,secondary_id,DSIR 82-SEMS,Other Identifier,National Institute of Mental Health,NA
NCT04998721,org_study_id,STUDY00011405,NA,NA,NA
NCT04998721,secondary_id,1R34MH124798-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R34MH124798-01
NCT06273423,org_study_id,OULA for Postpartum Depression,NA,NA,NA
NCT06049433,org_study_id,00159109,NA,NA,NA
NCT06049433,secondary_id,RF1NR020841,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/RF1NR020841
NCT06144294,org_study_id,23-01025619,NA,NA,NA
NCT02538497,org_study_id,2015/614REK nord,NA,NA,NA
NCT06310720,org_study_id,23-10026618,NA,NA,NA
NCT06301087,org_study_id,WP-2024-01,NA,NA,NA
NCT02094092,org_study_id,FZSPBT001,NA,NA,NA
NCT05159726,org_study_id,2000031817,NA,NA,NA
NCT05762133,org_study_id,1R21MD014798-01A1,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R21MD014798-01A1
NCT03856931,org_study_id,1000056960,NA,NA,NA
NCT04414696,org_study_id,1548855,NA,NA,NA
NCT04087317,org_study_id,Rambam Health Care Center.,NA,NA,NA
NCT06348316,org_study_id,TÜTF-GOBAEK 2023/45,NA,NA,NA
NCT05643898,org_study_id,210824004,NA,NA,NA
NCT02953626,org_study_id,2016-0032-B,NA,NA,NA
NCT04193462,org_study_id,InterdisciplinaryCH,NA,NA,NA
NCT02373709,org_study_id,2010/539/F,NA,NA,NA
NCT02726659,org_study_id,107775,NA,NA,NA
NCT03088319,org_study_id,2016-A00887-44,NA,NA,NA
NCT04821544,org_study_id,20-024,NA,NA,NA
NCT04821544,secondary_id,5U54GM104944-08,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/5U54GM104944-08
NCT04169334,org_study_id,H-18021300,NA,NA,NA
NCT04685148,org_study_id,2020-001592-33,NA,NA,NA
NCT03965572,org_study_id,0017-19-LND,NA,NA,NA
NCT06004232,org_study_id,R34MH131573,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH131573
NCT06004232,secondary_id,R34MH131573,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH131573
NCT02942017,org_study_id,547-PPD-202 C,NA,NA,NA
NCT06237569,org_study_id,inonu Caesarean,NA,NA,NA
NCT00560027,org_study_id,20064046,NA,NA,NA
NCT06250933,org_study_id,SBU-AKSOYGUVENC1,NA,NA,NA
NCT05322161,org_study_id,STUDY00003325,NA,NA,NA
NCT05322161,secondary_id,SITE00001252,Other Identifier,University of Washington,NA
NCT06275217,org_study_id,HMRF17182481,NA,NA,NA
NCT06242717,org_study_id,H22-03298,NA,NA,NA
NCT02532504,org_study_id,CREATOR001,NA,NA,NA
NCT05196152,org_study_id,202102537,NA,NA,NA
NCT05196152,secondary_id,202104724,Other Identifier,HawkIRB,NA
NCT05000879,org_study_id,18-0402,NA,NA,NA
NCT04644081,org_study_id,0000-0001-5034-0335,NA,NA,NA
NCT04657107,org_study_id,BeijingOGH,NA,NA,NA
NCT00565032,org_study_id,9899015,NA,NA,NA
NCT04580901,org_study_id,10612,NA,NA,NA
NCT05173285,org_study_id,27112020,NA,NA,NA
NCT05229913,org_study_id,JMYang,NA,NA,NA
NCT05229913,secondary_id,2019-ZJ-930,Other Grant/Funding Number,Wang Xuejun,NA
NCT04847362,org_study_id,11.04.2021-27076,NA,NA,NA
NCT05133583,org_study_id,lokman hekim,NA,NA,NA
NCT04820920,org_study_id,0000-0001-5034-0335a,NA,NA,NA
NCT06342310,org_study_id,RE104-201-PPD,NA,NA,NA
NCT01646463,org_study_id,K01AT005270,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/K01AT005270
NCT06070168,org_study_id,2021/485,NA,NA,NA
NCT04998565,org_study_id,CMUH106-REC1-101,NA,NA,NA
NCT05275413,org_study_id,KC/KE-20-0119/ER-2,NA,NA,NA
NCT05268588,org_study_id,P0555059,NA,NA,NA
NCT05268588,secondary_id,R01HD108510,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01HD108510
NCT04516668,org_study_id,APHP200878,NA,NA,NA
NCT03267043,org_study_id,AAAR4899,NA,NA,NA
NCT01439269,org_study_id,AAAD0389,NA,NA,NA
NCT04017442,org_study_id,GCO 18-2789,NA,NA,NA
NCT01379781,org_study_id,#6285,NA,NA,NA
NCT05830266,org_study_id,222-2022-166,NA,NA,NA
NCT06355375,org_study_id,02.24,NA,NA,NA
NCT00601757,org_study_id,R01MH071766,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH071766
NCT00601757,secondary_id,R01MH071766,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH071766
NCT00601757,secondary_id,DSIR 83-ATP,NA,NA,NA
NCT03615794,org_study_id,IRB00027369,NA,NA,NA
NCT06277661,org_study_id,2023H0305,NA,NA,NA
NCT01298778,org_study_id,IRB00012376,NA,NA,NA
NCT05657886,org_study_id,2020/P0226,NA,NA,NA
NCT05937867,org_study_id,HS-10353-202,NA,NA,NA
NCT02142972,org_study_id,2011/28,NA,NA,NA
NCT02769858,org_study_id,G016030,NA,NA,NA
NCT02818075,org_study_id,32189,NA,NA,NA
NCT03703219,org_study_id,NMP 0143,NA,NA,NA
NCT02710474,org_study_id,AAAQ7504,NA,NA,NA
NCT05595486,org_study_id,STU00216659,NA,NA,NA
NCT05595486,secondary_id,1R01HD105499-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R01HD105499-01
NCT05852314,org_study_id,CMAP- PND,NA,NA,NA
NCT05269732,org_study_id,PIER CBT,NA,NA,NA
NCT04693585,org_study_id,R21HD101786-A,NA,NA,NA
NCT04693585,secondary_id,R21HD101786,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21HD101786
NCT02059863,org_study_id,EPNPBE2610,NA,NA,NA
NCT02059863,secondary_id,093615,Other Grant/Funding Number,Wellcome Trust,NA
NCT05518162,org_study_id,RSRB00007456,NA,NA,NA
NCT05518162,secondary_id,R44MH112216,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R44MH112216
NCT03300713,org_study_id,2015_04,NA,NA,NA
NCT03300713,secondary_id,2016-A00540-51,Other Identifier,"ID-RCB number, ANSM",NA
NCT04427410,org_study_id,TYL-2019-12476,NA,NA,NA
NCT05362305,org_study_id,ECEMTZ,NA,NA,NA
NCT02121015,org_study_id,2014-1181,NA,NA,NA
NCT02121015,secondary_id,1R34MH102478-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R34MH102478-01
NCT02121015,secondary_id,7R34MH102478-02,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/7R34MH102478-02
NCT02133963,org_study_id,13-3229,NA,NA,NA
NCT05543746,org_study_id,21-2224,NA,NA,NA
NCT04211467,org_study_id,PRG-027,NA,NA,NA
NCT05520580,org_study_id,Rklapdor,NA,NA,NA
NCT01178008,org_study_id,Acup-003,NA,NA,NA
NCT02323152,org_study_id,PROGEA,NA,NA,NA
NCT05400161,org_study_id,22-019784,NA,NA,NA
NCT05400161,secondary_id,R33MH118405,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R33MH118405
NCT05044546,org_study_id,2020-0972,NA,NA,NA
NCT05044546,secondary_id,NCI-2021-07469,Registry Identifier,CTRP (Clinical Trial Reporting Program),NA
NCT05044546,secondary_id,2020-0972,Other Identifier,M D Anderson Cancer Center,NA
NCT02213601,org_study_id,201105725,NA,NA,NA
NCT05784116,org_study_id,RF-2019-12371066,NA,NA,NA
NCT05813782,org_study_id,22-KAEK-084,NA,NA,NA
NCT02614547,org_study_id,547-PPD-202 A,NA,NA,NA
NCT03267563,org_study_id,MichiganSUROSE,NA,NA,NA
NCT06285916,org_study_id,NORA520-PT-US-1a,NA,NA,NA
NCT05887115,org_study_id,20-0470,NA,NA,NA
NCT05676918,org_study_id,UCM-UPS-WELLBEING,NA,NA,NA
NCT01453114,org_study_id,2008P002161,NA,NA,NA
NCT05137925,org_study_id,STUDY21060191,NA,NA,NA
NCT05830955,org_study_id,Hatay Mustafa Kemal University,NA,NA,NA
NCT02867631,org_study_id,815827,NA,NA,NA
NCT05664529,org_study_id,09.2022.585,NA,NA,NA
NCT05654987,org_study_id,21-PSI-2022,NA,NA,NA
NCT04925765,org_study_id,STUDY21040063,NA,NA,NA
NCT03024645,org_study_id,CINEICC-2-BaM,NA,NA,NA
NCT03024645,secondary_id,SFRH/BPD/93996/2013,Other Grant/Funding Number,Portuguese Scientific Foundation,NA
NCT06056609,org_study_id,294028YNP,NA,NA,NA
NCT06046456,org_study_id,R7-A182,NA,NA,NA
NCT02454322,org_study_id,IRB #200388,NA,NA,NA
NCT03809572,org_study_id,1R21AT010292-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/1R21AT010292-01
NCT05206552,org_study_id,0514-21,NA,NA,NA
NCT04368208,org_study_id,2020-A01065-34,NA,NA,NA
NCT00961402,org_study_id,0903S61462,NA,NA,NA
NCT00961402,secondary_id,R21MH085176,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21MH085176
NCT04396509,org_study_id,mai-nsd-c/s,NA,NA,NA
NCT04639752,org_study_id,NU21J-09-00064,NA,NA,NA
NCT04964206,org_study_id,2021-026,NA,NA,NA
NCT01842542,org_study_id,44-03014-000,NA,NA,NA
NCT04414943,org_study_id,2019[336],NA,NA,NA
NCT03927378,org_study_id,2018[224],NA,NA,NA
NCT02235064,org_study_id,CUH IRB#: 14-078,NA,NA,NA
NCT04852757,org_study_id,PsyCOVIDUM,NA,NA,NA
NCT03949465,org_study_id,REB18-1175,NA,NA,NA
NCT04617132,org_study_id,H20-01884,NA,NA,NA
NCT01762943,org_study_id,12-1758,NA,NA,NA
NCT01762943,secondary_id,5R21MH101409,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/5R21MH101409
NCT01452321,org_study_id,0588/07,NA,NA,NA
NCT04273191,org_study_id,547-EXM-401,NA,NA,NA
NCT05873569,org_study_id,STU00217105,NA,NA,NA
NCT03221556,org_study_id,H-36434,NA,NA,NA
NCT03221556,secondary_id,AD-1603-34662,Other Grant/Funding Number,Patient-Centered Outcomes Research Institute,NA
NCT04485000,org_study_id,ONLINE1DAYCBT,NA,NA,NA
NCT06231602,org_study_id,202310157RINC,NA,NA,NA
NCT04745494,org_study_id,16/0679,NA,NA,NA
NCT02391870,org_study_id,13-0353-01,NA,NA,NA
NCT02391870,secondary_id,R34MH083866,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH083866
NCT02387424,org_study_id,13-0353-02,NA,NA,NA
NCT02387424,secondary_id,R34MH083866,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R34MH083866
NCT02370576,org_study_id,rambam001,NA,NA,NA
NCT05800509,org_study_id,202103014RINC,NA,NA,NA
NCT02020148,org_study_id,00082402,NA,NA,NA
NCT05077644,org_study_id,CU-T-002,NA,NA,NA
NCT03027037,org_study_id,49683,NA,NA,NA
NCT00602355,org_study_id,R01MH074919,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH074919
NCT00602355,secondary_id,R01MH074919,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH074919
NCT00602355,secondary_id,R01MH074636,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH074636
NCT00602355,secondary_id,DSIR 83-ATP,NA,NA,NA
NCT06042166,org_study_id,2023-15124,NA,NA,NA
NCT05314361,org_study_id,PHN1DayCBTPilot,NA,NA,NA
NCT04051320,org_study_id,19-0401,NA,NA,NA
NCT04051320,secondary_id,R21MH119615-01,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R21MH119615-01
NCT04437342,org_study_id,Covid-19 Postpartum depression,NA,NA,NA
NCT04146025,org_study_id,833693,NA,NA,NA
NCT04384887,org_study_id,beckcovid,NA,NA,NA
NCT03596879,org_study_id,12204,NA,NA,NA
NCT01838889,org_study_id,47847,NA,NA,NA
NCT01838889,secondary_id,PB-PG-1208-18087,Other Grant/Funding Number,NIHR Research for Patient Benefit,NA
NCT04355091,org_study_id,99984023-302.99-,NA,NA,NA
NCT05382884,org_study_id,H21-03407,NA,NA,NA
NCT03499756,org_study_id,PolyU 156082/17H,NA,NA,NA
NCT05662423,org_study_id,2022P003320,NA,NA,NA
NCT06221280,org_study_id,2023/10-02,NA,NA,NA
NCT04285437,org_study_id,414A/ĐHYD-HĐĐĐ,NA,NA,NA
NCT04167709,org_study_id,2018/1063,NA,NA,NA
NCT06253676,org_study_id,R33MH126877,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R33MH126877
NCT06253390,org_study_id,PO23063*,NA,NA,NA
NCT06252155,org_study_id,2023-03,NA,NA,NA
NCT03777046,org_study_id,H44040,NA,NA,NA
NCT01309516,org_study_id,pill110409,NA,NA,NA
NCT01883479,org_study_id,R01MH096748,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH096748
NCT01883479,secondary_id,R01MH096748,U.S. NIH Grant/Contract,NA,https://reporter.nih.gov/quickSearch/R01MH096748
