nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT02285504,2022-01-20,"January 7, 2015","June 5, 2015","June 5, 2015",2014-10-22,2021-11-01,Interventional,Phase 2,4,Completed,"An Open-Label Proof-of-Concept Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Efficacy of SAGE-547 Injection in the Treatment of Adult Female Patients With Severe Postpartum Depression",Evaluate SAGE-547 in Female Participants With Severe Postpartum Depression
NCT02323152,2014-12-22,September 2012,September 2016,September 2016,2014-12-18,NA,Interventional,Not Applicable,135,Unknown status,PREVENTION OF POSTPARTUM DEPRESSION DEVELOPMENT IN WOMEN WITH VERY HIGH RISK,PREVENTION OF POSTPARTUM DEPRESSION DEVELOPMENT IN WOMEN WITH VERY HIGH RISK
NCT02352142,2016-09-23,January 2015,May 2016,May 2016,2015-01-16,NA,Interventional,Not Applicable,54,Terminated,Randomized Control Trial of Family Nurture Intervention in the Children's Hospital of New Jersey Neonatal Intensive Care Unit,Family Nurture Intervention in the CHoNJ NICU
NCT02355067,2021-02-18,January 2015,"November 3, 2017","November 3, 2017",2015-01-30,2017-11-01,Interventional,Not Applicable,40,Completed,Social Media Intervention to Teach Parenting for Women With Postpartum Depression,Social Media Intervention for Postpartum Depression
NCT02370576,2015-02-24,March 2015,March 2018,March 2017,2015-02-15,NA,Observational [Patient Registry],NA,500,Unknown status,"The Effect of Traumatic Childbirth on the Incidence of Postpartum PTSD, MDD and Anxiety Disorders",The Effect of Traumatic Childbirth on the Incidence of PTSD and Other Major Postpartum Psychopathology
NCT02373709,2021-10-04,October 2010,December 2025,December 2023,2015-02-22,NA,Observational,NA,750,"Active, not recruiting",Sequence Variations of Genes in the Estrogen Pathway and Perinatal Depression,Sequence Variations of Genes in the Estrogen Pathway and Perinatal Depression
NCT02387424,2020-04-02,July 2010,May 2013,May 2013,2015-02-12,NA,Interventional,Not Applicable,86,Completed,Phase Two: A Pilot Randomized Trial of Mindfulness-Based Cognitive Therapy for the Prevention of Perinatal Depressive Relapse/Recurrence,Mindfulness-Based Cognitive Therapy for the Prevention of Perinatal Depressive Relapse/Recurrence
NCT02391870,2020-04-02,November 2008,March 2011,March 2011,2015-03-12,NA,Interventional,Not Applicable,49,Completed,Phase One: An Open Trial of Mindfulness-Based Cognitive Therapy for the Prevention of Perinatal Depression,The Staying Well Study: An Open Trial of Mindfulness-Based Cognitive Therapy for the Prevention of Perinatal Depression
NCT02441595,2018-08-07,January 2015,August 2018,January 2017,2015-05-04,NA,Interventional,Not Applicable,193,Completed,Mindfulness Based Childbirth and Parenting Education - RCT of Effects on Parent and Child Health,Mindfulness Based Childbirth and Parenting Education - RCT of Effects on Parent and Child Health
NCT02454322,2022-05-04,May 2015,December 2021,November 2020,2015-05-15,NA,Observational,NA,300,Completed,"The Effect of Magnesium on Maternal Mood, Cognitive Function, and Birth Experience","The Effect of Magnesium on Maternal Mood, Cognitive Function, and Birth Experience"
NCT02495350,2017-11-16,June 2015,September 2016,August 2016,2015-06-17,NA,Observational,NA,1954,Completed,"The Correlation Between Prelabor Analgesic Plan and Actual Labor Analgesia With Satisfaction, Postpartum Depression, and Breast Feeding Success","The Correlation Between Prelabor Analgesic Plan and Actual Labor Analgesia With Satisfaction, Postpartum Depression, and Breast Feeding Success"
NCT02497677,2023-11-15,July 2015,December 2024,July 2020,2015-07-07,NA,Interventional,Not Applicable,314,"Active, not recruiting",Copenhagen Infant Mental Health Project: A Randomized Controlled Trial Comparing Circle of Security-Parenting and Care as Usual as Interventions Targeting Infant Mental Healths Risks,Copenhagen Infant Mental Health Project: Enhancing Parental Sensitivity and Attachment (CIMHP)
NCT02505984,2023-05-04,October 2015,May 2023,May 2023,2015-07-19,NA,Interventional,Phase 2,56,Completed,Testing the Efficacy of Intranasal Oxytocin for the Prevention of Postpartum Depression and PTSD,Preventing Postpartum Depression With Intranasal Oxytocin
NCT02516982,2019-09-20,October 2015,August 2018,February 2018,2015-07-20,2019-05-13,Observational,NA,946,Completed,Tablet Computers for Implementing NICE Antenatal Mental Health Guidelines - Feasibility Study,mHealth for Antenatal Mental Health
NCT02526407,2017-04-12,"October 19, 2015","September 30, 2016","July 31, 2016",2015-08-14,NA,Interventional,Not Applicable,153,Completed,The Impact of Creative Interventions on Symptoms of Postnatal Depression,The Impact of Creative Interventions on Symptoms of Postnatal Depression
NCT02526433,2017-04-12,"October 19, 2015","January 31, 2017","January 31, 2017",2015-08-14,NA,Observational,NA,2558,Completed,The Impact of Creative Interventions on Symptoms of Postnatal Depression (Cohort Study),The Impact of Creative Interventions on Symptoms of Postnatal Depression (Cohort Study)
NCT02532504,2017-01-13,August 2015,March 2016,March 2016,2015-08-15,NA,Interventional,Phase 2,36,Completed,Change Your Life With Seven Sheets of Paper: A Pilot Randomized Controlled Trial for Postnatal Depression: A Pilot Randomized Controlled Trial for Postnatal Depression,Change Your Life With Seven Sheets of Paper
NCT02538497,2019-05-15,November 2015,December 2018,December 2018,2015-08-04,NA,Interventional,Not Applicable,350,Completed,The Northern Babies Longitudinal Study: Predicting Postpartum Depression and Improving Parent-infant Interaction With The Newborn Behavioral Observation,The Northern Babies Longitudinal Study
NCT02559986,2015-09-23,January 2012,December 2014,December 2014,2015-09-23,NA,Observational,NA,73,Completed,Follow-up of Postpartum Depression After Referral From Pediatric Clinics,Follow up of Mothers Suspected of Postpartum Depression
NCT02566980,2018-06-27,"October 23, 2014","February 28, 2017","February 28, 2017",2015-09-25,NA,Observational,NA,209,Completed,The Role of Kynurenine Pathway Metabolites in Perinatal Depression and Suicidality,Biological Triggers of Depression in Pregnancy
NCT02614547,2022-01-20,"December 15, 2015","June 22, 2016","June 22, 2016",2015-11-02,2021-08-05,Interventional,Phase 2,21,Completed,"A Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study Evaluating The Efficacy, Safety, And Pharmacokinetics Of SAGE-547 Injection In The Treatment Of Adult Female Subjects With Severe Postpartum Depression",A Study to Evaluate SAGE-547 in Participants With Severe Postpartum Depression
NCT02661789,2016-01-19,January 2011,December 2012,December 2012,2016-01-13,NA,Interventional,Not Applicable,63,Completed,Neuropsychobiological Correlates of Sex-steroid Hormone Manipulation in Healthy Women: a Risk Model for Depression,Neuropsychobiological Correlates of Sex-steroid Hormone Manipulation in Healthy Women: a Risk Model for Depression
NCT02682004,2022-03-13,February 2016,May 2017,April 2017,2016-02-10,NA,Observational,NA,400,Completed,"Serotonin, Leptin and Adiponectin Level in Patients With Postpartum Depression: Controlled Study","Serotonin, Leptin and Adiponectin Level in Patients With Postpartum Depression: Controlled Study"
NCT02692404,2020-01-15,January 2016,"September 18, 2017","August 8, 2017",2016-02-17,NA,Observational,NA,199,Completed,Labor Pain and Postpartum Behavioral Health Outcomes Study,Labor Pain and Postpartum Behavioral Health Outcomes Study
NCT02710474,2023-02-14,"January 24, 2017","December 31, 2022","February 7, 2020",2016-03-07,NA,Interventional,Not Applicable,461,Completed,Family Nurture Intervention in the NICU: A Multi-Site Trial,Family Nurture Intervention in the NICU
NCT02726659,2022-01-04,May 2016,"January 16, 2019","January 16, 2019",2016-03-15,NA,Interventional,Phase 3,1,Terminated,"Adjunctive Use of Celecoxib in the Treatment of Bipolar Postpartum Depression: a Randomized, Double-blind, Placebo-controlled Trial",Adjunctive Use of Celecoxib in the Treatment of Bipolar Postpartum Depression
NCT02738021,2017-12-04,"March 1, 2016",October 2017,October 2017,2016-04-08,NA,Interventional,Not Applicable,0,Withdrawn,Stepped Care for Postpartum Depression in Pediatric Primary Care: A Pilot Project at Gouverneur Health Services,Managing PPD at Gouverneur
NCT02741206,2017-11-20,June 2016,"July 20, 2017","July 20, 2017",2016-03-30,NA,Interventional,Not Applicable,0,Withdrawn,Bellevue ROSE: Preventing Postpartum Depression in Prenatal Care,Preventing Postpartum Depression in Prenatal Care
NCT02769858,2021-04-20,June 2015,December 2016,December 2016,2016-05-10,2017-11-22,Interventional,Not Applicable,10,Completed,"The Effects of Light Therapy on Circadian Rhythms, Sleep, and Mood in Postpartum Depression","The Effects of Light Therapy on Circadian Rhythms, Sleep, and Mood in Postpartum Depression"
NCT02790905,2017-10-05,September 2015,"September 30, 2016","September 30, 2016",2016-05-19,NA,Observational,NA,370,Completed,Validating the Patient Health Questionnaire-9 (PHQ-9) and Refugee Health Screener-15(RHS-15) Questionnaires to Screen for Depression in Pregnant and Post-partum Migrant Women on the Thai-Myanmar Border,Validating the Patient Health Questionnaire in Pregnant and Post-partum Migrant Women
NCT02791932,2021-01-12,"February 23, 2017","June 15, 2020","June 15, 2020",2016-05-27,NA,Interventional,Not Applicable,111,Completed,Exercise Intervention for Preventing Perinatal Depression,Effect of Exercise on Perinatal Depression
NCT02813174,2017-08-16,June 2016,"May 9, 2017","May 9, 2017",2016-06-15,NA,Interventional,Not Applicable,228,Completed,NA,Personality Style and Self Compassion in Postpartum Depression: An Online Prevention Study
NCT02818075,2019-03-16,April 2016,"January 21, 2018","January 21, 2018",2016-06-06,NA,Interventional,Not Applicable,40,Completed,Mobile Phone Based Peer Support to Prevent Postpartum Depression Among Adolescent Mothers: A Pilot Randomized Controlled Trial,Mobile Phone Based Peer Support to Prevent Postpartum Depression Among Adolescent Mothers
NCT02823418,2021-07-19,"August 1, 2014","April 25, 2017","May 29, 2015",2016-06-28,NA,Observational [Patient Registry],NA,599,Completed,"Impact of Neuraxial Labor Analgesia on the Incidence of Postpartum Depression: a Prospective, Observational, Multicenter Cohort Study",Neuraxial Labor Analgesia and the Incidence of Postpartum Depression
NCT02843022,2018-04-19,November 2015,February 2018,February 2018,2016-07-20,NA,Interventional,Not Applicable,683,Completed,Enhancing Follow-up Mechanisms for Women at Risk for Postpartum Depression,Effectiveness of a Web-based Nursing Intervention in the Reduction of Postpartum Depression and Parenting Stress.
NCT02862444,2016-08-07,August 2016,October 2018,October 2018,2016-07-26,NA,Observational,NA,382,Unknown status,The Effectiveness of a Culturally Appropriate Intervention for Preventing and Reducing Postpartum Depression Among Arab Women in Southern Israel,A Culturally Appropriate Intervention for Preventing and Reducing Postpartum Depression
NCT02867631,2019-05-28,January 2014,December 2017,December 2016,2015-05-29,NA,Interventional,Not Applicable,175,Completed,A Randomized Controlled Trial (RCT) of an Intervention to Combat Postpartum Weight Retention,Postpartum Weight Retention
NCT02883686,2020-05-04,"February 6, 2019","April 28, 2020","April 28, 2020",2016-08-03,NA,Interventional,Not Applicable,27,Completed,The Effectiveness of the Alma Peer Mentoring Program for Pregnant Women With Depression,Randomized Controlled Trial of the Alma Peer Mentoring Program for Pregnant Women Experiencing Depression
NCT02942004,2022-01-20,"August 1, 2016","October 19, 2017","September 24, 2017",2016-10-20,2019-04-11,Interventional,Phase 3,138,Completed,"A Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study Evaluating the Efficacy, Safety, and Pharmacokinetics of SAGE-547 Injection in the Treatment of Adult Female Subjects With Severe Postpartum Depression and Adult Female Subjects With Moderate Postpartum Depression",A Study to Evaluate Efficacy and Safety of SAGE-547 in Participants With Severe Postpartum Depression (547-PPD-202B)
NCT02942017,2022-01-20,July 2016,"October 11, 2017","September 17, 2017",2016-10-20,2019-04-11,Interventional,Phase 3,108,Completed,"A Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study Evaluating the Efficacy, Safety, and Pharmacokinetics of SAGE-547 Injection in the Treatment of Adult Female Subjects With Severe Postpartum Depression and Adult Female Subjects With Moderate Postpartum Depression",A Study to Evaluate Safety and Efficacy of SAGE-547 in Participants With Moderate Postpartum Depression (547-PPD-202C)
NCT02953626,2017-05-11,May 2016,May 2017,March 2017,2016-06-13,NA,Interventional,Not Applicable,96,Completed,Mother Matters: Pilot Randomized Waitlist Controlled Trial of an Online Postpartum Mental Health Support Group,Mother Matters Online Postpartum Support
NCT02978326,2023-11-27,"January 4, 2017","December 11, 2018","November 15, 2018",2016-11-28,2021-11-15,Interventional,Phase 3,276,Completed,"A Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study Evaluating the Efficacy, Safety, and Pharmacokinetics of SAGE-217 in the Treatment of Adult Female Subjects With Severe Postpartum Depression",A Study to Evaluate SAGE-217 in Participants With Severe Postpartum Depression
NCT02979444,2020-09-13,August 2016,"August 13, 2020","August 5, 2019",2016-11-29,2019-11-26,Interventional,Not Applicable,874,Completed,Comparing the Effectiveness of Clinicians and Paraprofessionals to Reduce Disparities in Perinatal Depression,Comparing the Effectiveness of Clinicians and Paraprofessionals to Reduce Disparities in Perinatal Depression
NCT03004872,2019-02-11,"October 31, 2016","December 17, 2018","December 17, 2018",2016-11-15,NA,Observational,NA,600,Completed,Relationship Between Postpartum Mood Disorders and Delivery Experience,Relationship Between Postpartum Mood Disorders and Delivery Experience
NCT03022526,2020-08-10,January 2017,"December 31, 2019","December 31, 2019",2017-01-11,2020-07-24,Interventional,Not Applicable,61,Completed,Combined Spinal Epidural v. Epidural Labor Analgesia for Postpartum Depression Symptoms (COPE Trial): Pilot Randomized Control Trial,CSE v. Epidural for Postpartum Depression
NCT03024645,2021-04-26,"August 1, 2017","December 31, 2021","September 1, 2021",2016-12-19,NA,Interventional,Not Applicable,1000,Unknown status,Be a Mom: A Randomized Controlled Trial of the Effectiveness of a Web-based Preventive Intervention for Postpartum Depression.,Be a Mom: Effectiveness of a Web-based Preventive Intervention for Postpartum Depression
NCT03027037,2020-03-27,November 2015,January 2018,January 2018,2017-01-17,NA,Observational,NA,150,Completed,Perinatal Emotion and Relationships Longitudinal Study,Perinatal Emotion and Relationships Longitudinal Study
NCT03039530,2021-04-13,"April 1, 2017","January 1, 2021","January 1, 2021",2017-01-19,NA,Interventional,Not Applicable,141,Completed,Impact of Public Health Nurse Delivered Group CBT for Postpartum Depression on Women and Their Children: A Randomized Controlled Trial,Group CBT for PPD in the Public Health Setting
NCT03052374,2023-05-10,"May 1, 2017","March 31, 2024","December 31, 2022",2017-02-02,NA,Interventional,Not Applicable,400,"Active, not recruiting","Video-Feedback Interaction Guidance for Improving Interactions Between Depressed Mothers and Their Infants (""VID-KIDS"")","Video-Feedback Interaction Guidance for Improving Interactions Between Depressed Mothers and Their Infants (""VID-KIDS"")"
NCT03088319,2020-02-10,"April 11, 2017","October 11, 2019","October 11, 2019",2017-03-11,NA,Observational,NA,100,Completed,Chronic Stress Protection for Post-natal Depression Prevention: An Exploratory Study,Post-natal Depression and Chronic Stress
NCT03120208,2018-12-27,"April 27, 2017",February 2020,August 2019,2017-04-07,NA,Interventional,Not Applicable,1968,Unknown status,Prevalence of Psychological Disorders After Immediate Postpartum Hemorrhage,Prevalence of Psychological Disorders After Immediate Postpartum Hemorrhage
NCT03167905,2024-01-02,"June 15, 2017","December 31, 2025","July 19, 2021",2017-05-02,NA,Interventional,Phase 2/Phase 3,881,"Active, not recruiting",Comparison of the Role of Epidural Analgesia Versus Non-epidural Analgesia in Postnatal Depression and Persistent Pain Development: a Randomized Controlled Trial,CODEPAD (Collaborative Outcomes of DEpression and Pain Associated With Delivery)
NCT03196726,2019-03-29,"March 2, 2017","December 31, 2018","October 30, 2018",2017-06-20,NA,Interventional,Not Applicable,54,Completed,POSTNATAL DEPRESSION: Malaysia ASPIRE* Project PHASE 2,Behavioural Interventions for Postnatal Depression: a RCT Study
NCT03210155,2020-07-31,"July 24, 2017","August 1, 2019","August 1, 2019",2017-06-25,2020-07-15,Interventional,Not Applicable,1,Terminated,Effects of Cranial Electrotherapy Stimulation on Psychological Distress and Maternal Functioning in New Mothers During the Postpartum Period,Efficacy of CES in New Mothers During the Post Partum Period
NCT03212547,2019-01-25,"September 19, 2017","July 19, 2020","May 19, 2020",2017-07-07,NA,Interventional,Not Applicable,140,Unknown status,The Effect of a Neonatologist's Standardized Guidance Intervention on Late and Moderately Late Preterm Infants With Sustained Social Withdrawal: a Randomized Controlled Trial in Chile.,The Effect of a Neonatologist's Standardized Guidance Intervention on Preterm Infants With Relational Withdrawal.
NCT03221556,2021-01-08,"February 5, 2018","June 16, 2020","June 16, 2020",2017-07-17,NA,Interventional,Not Applicable,231,Completed,Improving Outcomes for Low-Income Mothers With Depression: A Comparative Effectiveness Trial of Two Brief Interventions in the Patient-Centered Medical Home.,Improving Outcomes for Low-Income Mothers With Depression
NCT03228394,2023-07-04,"June 27, 2017","May 10, 2020","May 10, 2019",2017-07-05,2022-05-24,Interventional,Phase 2,91,Completed,"A Phase 2A, Double-blind, Placebo-controlled, Multiple-dose Escalation Study to Evaluate Safety, Pharmacokinetics and Efficacy of Intravenously Administered Ganaxolone in Women With Postpartum Depression",A Clinical Trial of Intravenous (IV) Ganaxolone in Women With Postpartum Depression
NCT03247491,2019-12-01,"October 1, 2017","December 1, 2019","October 2, 2019",2017-08-09,NA,Interventional,Not Applicable,122,Completed,"Effectiveness of a Mindfulness and Compassion Group Intervention Applied to Pregnant Women and Their Partners to Decrease Stress, Negative Affect and Depression During Pregnancy and Breastfeeding. Controlled and Randomized Study",Effectiveness of a Mindfulness and Compassion Intervention for Pregnant Women and Their Partners for the Prevention of Stress and Depression During Pregnancy and Breastfeeding
NCT03267043,2023-02-13,"October 20, 2017","July 1, 2020","March 19, 2020",2017-08-28,NA,Interventional,Not Applicable,150,Completed,Family Nurture Intervention in the NICU at The Valley Hospital,Family Nurture Intervention in the NICU at The Valley Hospital
NCT03267563,2022-12-14,"June 12, 2018","December 31, 2023","October 31, 2023",2017-08-28,NA,Interventional,Not Applicable,800,"Active, not recruiting",Implementing to Sustain: Determining the Minimum Necessary Intervention to Maintain a Postpartum Depression Prevention Program (ROSE) in Clinics Providing Prenatal Services to Low-income Women,Minimum Intervention to Maintain a Postpartum Depression Prevention Program in Clinics Serving Low-income Women
NCT03283254,2024-02-15,"February 12, 2018","February 28, 2024","February 28, 2024",2017-08-14,NA,Interventional,Not Applicable,216,"Active, not recruiting",Preventing Postpartum Depression: A Dyadic Approach Adjunctive to Obstetric Care,PREPP: Preventing Postpartum Depression
NCT03285139,2022-03-22,"January 3, 2018","February 28, 2020","February 28, 2020",2017-09-14,NA,Interventional,Not Applicable,73,Completed,Peer Administered Group Cognitive Behavioural Therapy for Postpartum Depression,Peer Administered CBT for PPD
NCT03300713,2022-09-30,"December 2, 2017",December 2026,December 2026,2017-09-28,NA,Interventional,Not Applicable,3504,Recruiting,MOther-Child Interaction Assessment TRAINING for Pediatricians,MOther-Child Interaction Assessment TRAINING for Pediatricians
NCT03309163,2019-08-13,"October 9, 2017","August 13, 2019","June 13, 2019",2017-09-28,NA,Interventional,Phase 4,1230,Completed,Effect of Tramadol in Prevention of Postpartum Depression,Effect of Tramadol in Prevention of Postpartum Depression
NCT03336541,2021-12-10,"November 23, 2017","June 25, 2018","May 14, 2018",2017-11-06,NA,Interventional,Phase 4,64,Completed,"Effects of Intraoperative Low-dose Ketamine on Incidence of Postpartum Depression in Parturients With Prenatal Depression Undergoing Cesarean Delivery: Blind Test, Randomized, Placebo-controlled Trial",Low-dose Ketamine and Postpartum Depression in Parturients With Prenatal Depression
NCT03346551,2018-11-09,"October 13, 2017","December 13, 2019","November 13, 2019",2017-10-23,NA,Interventional,Not Applicable,60,Unknown status,"Postnatal Depression, Attachment and Self-defining Memories","Postnatal Depression, Attachment and Self-defining Memories"
NCT03351465,2019-09-24,"January 1, 2020","June 30, 2020","June 30, 2020",2017-10-17,NA,Interventional,Not Applicable,0,Withdrawn,A Randomized Controlled Trial of Coordinated Anxiety Learning and Management (CALM) for Pregnant and Postpartum Women,CALM for Pregnant and Post-Partum Women
NCT03357965,2017-11-24,"December 1, 2016","February 1, 2017","February 1, 2017",2017-11-20,NA,Observational,NA,73,Completed,Evaulation of Maternal-infant Bonding in Postpartum Period of Healthy Women With Family Medicine Perspective,Familiy Medicine Perspective to Maternal-infant Bonding
NCT03381495,2018-07-11,"May 16, 2018","December 31, 2019","September 1, 2018",2017-12-02,NA,Interventional,Not Applicable,200,Unknown status,The Association Between Epidural Labor Analgesia and Pregnancy Outcomes,The Association Between Epidural Labor Analgesia and Pregnancy Outcomes
NCT03415321,2020-06-19,"April 4, 2019","February 20, 2020","July 30, 2019",2018-01-08,NA,Interventional,Not Applicable,124,Completed,Development of Postnatal Mobile Support Application and Evaluation of the Effectiveness of Mothers' Anxiety and Postpartum Depression Symptoms: Pre-Test Post-Test Randomized Controlled Study,Development of Postnatal Mobile Support Application
NCT03416010,2023-08-02,"March 5, 2018","April 20, 2024","April 20, 2023",2017-11-14,NA,Interventional,Not Applicable,299,"Active, not recruiting",Healthy Lifestyle Intervention for High-Risk Minority Pregnant Women: A-RCT,Healthy Lifestyle Intervention for High-Risk Minority Pregnant Women
NCT03417960,2023-12-04,"January 24, 2018","July 31, 2024","May 31, 2024",2018-01-24,NA,Interventional,Not Applicable,10,Recruiting,An Open Label Study to Assess the Feasibility and Tolerability of Accelerated Theta Burst Repetitive Transcranial Magnetic Stimulation (iTBS-rTMS) for the Treatment of Post-Partum Depression,Accelerated iTBS for Post Partum Depression
NCT03420755,2019-11-13,"June 7, 2017","March 31, 2019","February 28, 2019",2018-01-29,NA,Interventional,Not Applicable,63,Completed,Integrating Text Messages Into the Mothers and Babies Course to Address Depression in Low-Income Women and Their Partners,Integrating Text Messages Into the Mothers and Babies Course
NCT03427528,2022-07-08,"February 15, 2018","September 4, 2020","September 4, 2020",2018-01-29,2021-06-23,Interventional,Not Applicable,60,Completed,Integrating Text Messages Into the Mothers and Babies Course to Address Depression in Low-Income Women and Their Partners,"Development, Feasibility and Acceptability of Fathers and Babies (FAB): A Pilot Study"
NCT03438071,2020-05-29,"February 21, 2018","September 7, 2018","August 18, 2018",2018-02-04,NA,Observational,NA,28,Completed,Impact of Daily Videoconference Updates in Neonatal Intensive Care Unit on Parental Stress of Preterm Infants : a Pilot Study,Impact of Videoconference Updates in Neonatal Intensive Care Unit on Parental Stress of Preterm Infants (VISIO-NEONAT)
NCT03460756,2023-08-02,"December 28, 2017","July 5, 2019","July 5, 2019",2018-01-18,2022-05-24,Interventional,Phase 2,84,Completed,"A Phase 2, Double-blind, Placebo-controlled, Multicenter Study to Evaluate Safety, Tolerability, and Efficacy of Oral Administration of Ganaxolone in Women With Postpartum Depression",A Clinical Trial of Oral Ganaxolone in Women With Postpartum Depression
NCT03464630,2022-07-11,"February 15, 2018","July 1, 2022","June 1, 2022",2018-02-28,NA,Interventional,Not Applicable,184,Completed,Reducing Maternal Depression and Promoting Infant Social-Emotional Health & Development,Reducing Maternal Depression and Promoting Infant Social-Emotional Health & Development
NCT03470675,2023-10-26,"June 27, 2018","June 30, 2024","May 30, 2024",2018-03-02,NA,Interventional,Phase 4,67,"Active, not recruiting",Postpartum Perineal Pain After Obstetric Anal Sphincter Injuries: A Randomized Clinical Trial,Postpartum Perineal Pain After Obstetric Anal Sphincter Injuries
NCT03499756,2023-05-09,"May 30, 2019","December 31, 2022","December 31, 2022",2018-04-03,NA,Interventional,Not Applicable,455,Completed,A Couple-based Interpersonal Psychotherapy on Postnatal Depression and Family Sense of Coherence: a Randomized Controlled Trial,Couple-based Interpersonal Psychotherapy on Postnatal Depression and Family Sense of Coherence
NCT03573713,2020-02-06,"September 11, 2017","April 15, 2019","April 15, 2019",2018-03-15,NA,Interventional,Not Applicable,1248,Completed,Decreasing Stunting by Reducing Maternal Depression in Uganda - A Cluster Randomized Controlled Trial (CRCT) for Improved Nutrition Outcomes,Decreasing Stunting by Reducing Maternal Depression in Uganda: A Cluster Randomized Controlled Trial (CRCT) for Improved Nutrition Outcomes
NCT03593473,2024-01-23,"February 7, 2019","July 25, 2023","July 25, 2023",2018-06-05,NA,Interventional,Phase 2,105,Completed,The Psychobiology of Resilience in Mother-child Pairs: Inhaled Oxytocin and HPA Axis Reactivity,Inhaled Oxytocin and HPA Axis Reactivity
NCT03596879,2019-12-04,"July 18, 2018","July 31, 2019","July 31, 2019",2018-06-08,NA,Interventional,Not Applicable,91,Completed,Insomnia and Rumination in Late-pregnancy and the Risk for Postpartum Depression (PPD): A Randomized Controlled Trial of Online Cognitive Behavioral Therapy for Insomnia to Prevent PPD,Insomnia and Rumination in Late Pregnancy and the Risk for Postpartum Depression
NCT03615794,2023-05-30,"October 1, 2017",October 2024,July 2024,2018-07-31,NA,Observational,NA,400,Recruiting,A Prospective Study of Pregnant and Postpartum Women With and Without Mood Disorders,A Study of Pregnant and Postpartum Women With and Without Mood Disorders
NCT03638687,2020-09-18,May 2014,August 2020,October 2019,2018-08-16,NA,Observational,NA,80,Completed,Neuroimaging Epigenetics of Prospective Postpartum Depression Biomarkers,Neuroimaging Epigenetics of Prospective Postpartum Depression Biomarkers
NCT03654261,2022-05-18,"January 1, 2018","October 1, 2020","August 17, 2020",2018-08-29,NA,Interventional,Not Applicable,461,Completed,1-Day Cognitive Behavioural Therapy Workshops for Postpartum Depression,1-Day CBT Workshops for PPD
NCT03665038,2022-07-15,"September 7, 2018","January 8, 2021","January 8, 2021",2018-04-30,2022-07-15,Interventional,Phase 3,28,Completed,"A Multicenter, Open-Label Study Evaluating the Safety, Tolerability, and Pharmacokinetics of Brexanolone in the Treatment of Adolescent Female Subjects With Postpartum Depression",A Study to Assess the Safety of Brexanolone in the Treatment of Adolescent Female Participants With Postpartum Depression (PPD)
NCT03703219,2018-10-19,"April 12, 2018","September 6, 2018","July 15, 2018",2018-10-09,NA,Observational,NA,110,Completed,The Role of Indian Post-partum Care in Women's Psychological Functioning,Impact of Mothers Touch Program on Women's Psychological Functioning
NCT03709004,2019-09-25,"September 25, 2019","September 25, 2019","September 25, 2019",2018-07-17,NA,Interventional,Not Applicable,0,Withdrawn,Effect of Hospital Pacifier Distribution on Breastfeeding Among Mothers at High Risk for Postpartum Depression,Pacifiers and Breastfeeding Among Mothers at Risk for Postpartum Depression
NCT03715218,2018-10-19,"January 21, 2018","August 12, 2018","May 15, 2018",2018-10-19,NA,Interventional,Not Applicable,160,Completed,Indian Postpartum Care: A-randomised Trial to Improve Maternal Health Six Weeks After Birth,Impact of Mothers Touch Program to Improve Maternal Health After Birth
NCT03763435,2019-04-21,"December 7, 2018","July 15, 2019","June 15, 2019",2018-11-24,NA,Observational,NA,400,Unknown status,The Effects of Pregnancy Classes on Postpartum Depression and Contributing Factors to Postpartum Depression,The Effects of Pregnancy Classes and Contributing Factors to Postpartum Depression
NCT03777046,2023-02-11,"January 24, 2019","May 22, 2020","March 13, 2020",2018-12-13,NA,Interventional,Not Applicable,545,Completed,Addressing Maternal Mental Health Needs During Pediatric Acute Care Hospitalizations,Maternal Mental Health in the Hospital Setting
NCT03791021,2020-06-07,"January 1, 2019","June 1, 2020","June 1, 2020",2018-12-29,NA,Observational,NA,100,Completed,"Developing a Postpartum Depression Predicting Tool, During the Third Trimester of Pregnancy",Early Diagnosis of PPD Through Self-portraits
NCT03791749,2022-07-18,"January 25, 2019","March 13, 2021","January 13, 2021",2018-12-27,NA,Interventional,Not Applicable,72,Completed,"A Randomised Controlled Trial Testing the Use of a Simple Intervention on Maternal Psychological State, Breast Milk Composition and Volume, and Infant Behaviour and Growth.",Mother and Late Preterm Lactation Study
NCT03793569,2019-08-20,"August 27, 2018","July 30, 2019","July 30, 2019",2018-06-05,NA,Interventional,Not Applicable,33,Completed,Does Enhancing Maternal Peer Interactions Decrease Rates of Postpartum Depression?,Does Enhancing Maternal Peer Interactions Decrease Rates of Postpartum Depression?
